basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	numbper	tabsent	hhldtype	sourcedw	wheredws	toilet	wheretf	garbage	litetype	cookfuel	foodstor	walkstor	ridestor	trancost	busyroad	AIRQUAL1	AIRQUAL2	gencond	neighcon	neighgar	areafood	settlemn	resarea	AREA50M	houses	walkhous	walkroad	kindroad	boatride	walktran	electric	elecserv	material	neighmat	housneat	children	mother	ownhouse	ownlots	valhouse	rentfree	rental	feerent	samehous	renovatn	roomnumb	bathroom	bicyle	bikecar	motobike	motorcar	cars	jeepney	trucks	boat	banca	carriage	tractor	vehicle	chicken	goats	pigs	cows	carabaos	horses	animal	livinset	dineset	cabinet	bedwmatt	bedwomat	furnitur	eleciron	elecfan	aircon	sewmach	refriger	gastove	oven	rcooker	micwave	prcooker	colortv	tvcable	vcr	recorder	cdplayer	karaoke	computer	internet	washingm	vacuum	kerstove	applian	EQUIPM1	EQ1NUMB	EQUIPM2	EQ2NUMB	EQUIPM3	EQ3NUMB	EQUIPM4	EQ4NUMB	EQUIPM5	EQ5NUMB	purchase	MAJORP1	MAJORP2	MAJORP3	MAJORP4	MAJORP5	business	TYPEBIS1	TYPEBIS2	EMPLOY1	EMPLOY2	telephon	CELLFON1	CELLFON2	CELLFON3	CELLFON4	CELLFON5	economic	BETTER1	BETTER2	BETTER3	WORSE1	WORSE2	WORSE3	CROP1	EXPCROP1	SOLD1	CONSU1	CROP2	EXPCROP2	SOLD2	CONSU2	CROP3	EXPCROP3	SOLD3	CONSU3	CROP4	EXPCROP4	SOLD4	CONSU4	CROP5	EXPCROP5	SOLD5	CONSU5	CROP6	EXPCROP6	SOLD6	CONSU6	othsourc	agricoml	boarder	pension	remittan	allotmnt	donation	winnings	homegard	sources	inkind	valkind	food	alcobeve	tobacco	allowanc	watlight	cellcard	cabletv	itnetfee	soap	helper	transpo	newsmag	recreate	loans	houselot	schlfees	medical	clothing	durable	cphones	pcomputr	insuran	parties	expenses	OTHREXP1	OTHFREQ1	COST1	OTHREXP2	OTHFREQ2	COST2
13	81	81	13	81	81	11647	2	4	0	2	9	3	2	1	1	1	3	2	-9	5	2.0	0	4	5	3	3	3	1	2	1	1	20	0	0.0	2	-9	0	1	1	3	2	1	1	1	1	0	1132000	-9	-9	-9	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	4	0	0	3	0	2	2	0	1	2	0	2	3	1	0	0	0	1	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	1	3	-9	-9	1	62	-9	0	-9	1	1	2	3	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	14400	0	0	0	0	0	0	32000	1	1050	678.0	0.0	0.0	100.0	2037.0	840.0	0	0	200.0	480	40.0	0.0	0	0.0	0	1250	1770	3000	34800	4000	0	8216	520	0	-9	-9	-9.0	-9	-9	-9
7	205	205	303	3065	552	10869	1	4	0	2	3	4	2	1	2	1	3	2	-9	5	3.0	0	2	-9	2	2	1	2	3	1	1	20	0	2.0	2	-9	2	1	1	2	2	2	1	1	1	0	50000	-9	-9	-9	1	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	1	1	0	3	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	1	3	4	-9	-9	2	-9	-9	-9	1	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	24500	1000	0	40000	0	0	0	1	2000	1050.0	0.0	49.0	48.0	895.0	300.0	0	0	310.0	0	200.0	0.0	0	2702.0	0	31200	640	2000	4850	6500	0	27576	3950	0	-9	-9	-9.0	-9	-9	-9
7	76	76	7	76	76	10765	1	7	0	4	4	4	2	3	2	1	4	1	-9	30	4.0	0	1	-9	3	2	2	2	2	1	1	20	0	4.0	2	-9	10	1	1	2	1	2	2	1	1	0	30000	-9	-9	-9	1	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	1	5	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	0	0	0	0	500	1	150	520.0	0.0	10.0	180.0	584.0	0.0	0	0	150.0	0	220.0	0.0	0	0.0	0	0	50	320	154	0	0	6100	350	0	-9	-9	-9.0	-9	-9	-9
7	209	209	1	209	209	10873	1	8	0	2	1	4	2	3	2	1	2	2	10	-9	-9.0	0	2	-9	2	2	2	2	3	3	3	10	0	3.0	2	-9	10	1	1	2	1	2	2	2	0	0	775000	2	-9	800	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	1500	0	0	0	200	0	0	1	1000	972.0	24.0	60.0	225.0	644.0	0.0	0	0	551.0	0	550.0	0.0	0	0.0	0	2149	1080	2000	164	0	0	600	1250	0	-9	-9	-9.0	-9	-9	-9
26	40	40	26	40	40	12818	1	7	3	2	6	4	2	3	2	1	4	1	-9	60	22.0	0	2	-9	4	4	3	2	6	3	3	7	3	25.0	1	-9	25	1	1	2	2	2	2	2	1	1	510000	-9	-9	-9	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	2	0	0	0	0	0	1	0	0	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	3	0.0	400	1200.0	5	0.0	500.0	300.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	500	0	0	300	0	0	0	0	32400	1	200	517.0	0.0	70.0	125.0	180.0	0.0	0	0	366.0	0	50.0	0.0	0	0.0	4000	1614	250	500	4850	0	0	100	2000	1	1	3	100.0	-9	-9	-9
7	88	88	209	3375	88	10774	2	1	0	1	2	4	2	1	1	1	2	2	15	-9	-9.0	1	6	-9	1	1	2	2	2	1	1	20	0	0.0	1	-9	15	1	1	2	2	2	-9	2	0	0	-9	1	800	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	24000	0	0	0	0	0	0	-9	300.0	0.0	0.0	0.0	852.0	0.0	0	0	200.0	0	20.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9.0	-9	-9	-9
26	6	6	26	3416	6	12788	2	5	0	2	6	4	5	-9	2	2	4	1	-9	90	14.0	0	2	-9	2	2	2	2	6	4	3	7	1	30.0	2	-9	30	0	1	1	1	2	2	2	0	0	-9	2	-9	200	0	-9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	33	-9	0	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	40	200.0	0.0	0.0	20.0	14.0	0.0	0	0	78.0	0	120.0	0.0	0	0.0	0	500	0	0	0	0	0	0	50	0	-9	-9	-9.0	-9	-9	-9
8	24	24	8	24	24	10902	1	5	0	2	1	4	2	4	4	1	3	2	5	-9	-9.0	0	5	-9	3	2	1	2	1	1	1	20	0	5.0	2	-9	10	1	1	2	2	1	2	1	1	0	70000	-9	-9	-9	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	7	1	2	0	0	1	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	1	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	937.0	0.0	70.0	450.0	1043.0	0.0	0	0	866.0	0	1500.0	330.0	60	0.0	0	24356	0	2000	21000	0	0	0	5000	1	1	2	250.0	-9	-9	-9
1	109	109	1	109	109	10073	1	5	0	2	1	2	2	1	1	1	2	2	30	-9	-9.0	0	2	-9	3	3	3	2	2	1	1	20	0	0.0	2	-9	0	1	1	3	3	2	2	2	1	1	700000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	37200	0	0	0	0	0	0	0	1	350	646.0	18.0	105.0	0.0	650.0	0.0	0	0	200.0	0	10.0	48.0	50	0.0	0	0	150	0	0	0	0	0	1500	0	-9	-9	-9.0	-9	-9	-9
4	57	57	4	57	57	10507	1	6	0	2	1	2	2	1	1	1	3	1	9	-9	-9.0	0	4	-9	4	3	3	1	3	1	1	20	0	2.0	2	-9	2	1	1	1	1	1	1	1	1	0	50000	-9	-9	-9	1	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	90	-9	0	-9	0	4	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	8000	48000	0	0	0	0	6000	1	500	660.0	0.0	0.0	700.0	844.0	540.0	0	0	732.0	0	0.0	0.0	0	0.0	0	13748	2000	0	2000	3000	0	550	6000	0	-9	-9	-9.0	-9	-9	-9
12	34	34	143	34	34	11543	1	5	0	2	1	4	2	1	1	1	3	1	-9	5	4.0	0	5	-9	2	2	2	3	2	1	1	20	0	2.0	2	-9	3	1	1	1	1	2	2	2	0	0	5000	1	500	-9	0	-9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	2	-9	0	0	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	0	60000	0	0	0	0	-9	847.0	200.0	140.0	260.0	2107.0	0.0	0	0	814.0	0	240.0	0.0	0	6000.0	0	11300	840	5000	3400	0	0	0	1500	0	-9	-9	-9.0	-9	-9	-9
12	144	144	12	144	144	11631	1	5	0	2	9	3	2	1	1	1	3	2	10	-9	-9.0	0	4	-9	4	3	3	1	3	1	1	20	0	0.0	2	-9	2	1	1	2	2	1	2	2	1	1	1200000	-9	-9	-9	1	1	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	4	3	0	3	3	1	1	1	2	1	2	0	4	2	0	1	1	1	1	1	0	1	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	9	8	11	3	0	-9	-9	-9	-9	1	1	2	3	-9	-9	2	-9	-9	-9	8	1	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	84000	38000	0	0	90000	0	0	0	1	300	1255.0	28.0	0.0	240.0	3283.0	600.0	0	0	1049.0	0	772.0	60.0	50	5000.0	20000	42679	288832	4950	164220	9900	0	82941	8120	0	-9	-9	-9.0	-9	-9	-9
12	137	137	12	137	137	11626	1	4	0	4	1	1	2	1	1	1	3	2	-9	15	4.0	0	5	-9	4	4	3	1	3	1	1	20	0	3.0	2	-9	3	1	1	2	2	1	2	2	1	1	100000	-9	-9	-9	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	1	1	5	2	0	0	1	4	0	1	1	0	2	1	1	2	2	0	2	1	1	0	0	0	1	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	155000	12000	1500	0	0	0	-9	1042.0	0.0	0.0	200.0	1790.0	600.0	0	0	800.0	0	624.0	12.0	0	0.0	0	12750	579	2100	2050	2900	0	250	5180	0	-9	-9	-9.0	-9	-9	-9
12	132	132	12	132	132	11621	1	13	2	4	9	3	2	1	1	1	3	2	-9	5	4.0	0	6	-9	3	3	2	2	3	1	1	20	0	0.0	2	-9	0	1	1	2	2	2	2	2	1	1	1280000	-9	-9	-9	1	1	5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	1	0	1	3	0	0	1	3	0	2	0	2	2	0	1	0	1	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	1	62	-9	3	-9	1	4	2	1	5	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	7000	0	0	50000	0	0	0	0	-9	1730.0	0.0	0.0	215.0	7729.0	1375.0	0	0	797.0	4500	1264.0	220.0	0	14000.0	730000	35700	6000	4350	48200	18600	0	17600	39000	0	-9	-9	-9.0	-9	-9	-9
30	48	48	30	48	48	13194	1	7	0	4	4	4	2	3	2	1	4	2	-9	5	5.0	0	1	-9	4	3	2	1	6	1	1	20	0	0.0	2	-9	0	1	1	2	2	1	1	1	1	0	60000	-9	-9	-9	1	1	5	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	2	1	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	10000	0	0	0	0	0	0	1	100	1050.0	34.0	105.0	20.0	570.0	0.0	0	0	2000.0	0	1560.0	60.0	30	0.0	12000	1414	600	2750	19695	0	0	16822	15000	1	2	1	350.0	1	1	40
9	187	187	228	3460	187	11151	2	2	0	2	3	4	2	3	2	1	2	2	15	-9	-9.0	0	1	-9	4	4	3	1	2	1	1	20	0	10.0	2	-9	15	1	1	2	2	1	-9	1	1	0	30000	-9	-9	-9	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	3600	4000	0	0	2000	0	0	0	0	-9	497.0	0.0	0.0	0.0	640.0	0.0	0	0	230.0	0	900.0	0.0	0	120.0	300	930	150	1000	5750	0	0	1200	500	0	-9	-9	-9.0	-9	-9	-9
30	53	53	30	2239	53	13199	1	6	0	2	9	3	2	1	2	1	2	2	-9	5	5.0	0	1	-9	1	2	2	2	6	4	4	6	0	0.0	2	-9	0	1	1	2	2	2	2	2	1	0	80000	-9	-9	-9	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	134	4	1	0	0	0	0	1	1	2	0	2	0	2	2	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	8	1	-9	-9	-9	1	12	62	0	0	0	1	2	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	2400	0	0	0	0	0	48520	1	1000	1356.0	0.0	175.0	300.0	1544.0	600.0	0	0	2241.0	0	120.0	0.0	150	4800.0	500	11680	1510	5000	1600	3000	0	3726	11700	0	-9	-9	-9.0	-9	-9	-9
14	118	118	253	3292	118	12070	1	9	0	6	1	4	2	1	2	1	3	2	-9	5	4.0	0	5	-9	2	2	2	2	1	1	1	20	0	2.0	2	-9	15	1	1	2	2	2	2	2	1	0	50000	-9	-9	-9	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	3	-9	-9	0	-9	-9	-9	-9	0	1	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	500	0	24000	0	0	0	0	-9	1019.0	17.0	175.0	105.0	755.0	150.0	0	0	838.0	0	80.0	0.0	60	2400.0	500	420	1700	1000	3118	4800	0	0	2350	0	-9	-9	-9.0	-9	-9	-9
14	98	98	14	98	98	12051	1	5	0	2	1	4	2	3	2	1	3	2	-9	10	0.0	0	5	-9	4	4	3	2	2	1	1	20	0	2.0	2	-9	2	1	1	2	2	2	2	2	1	0	100000	-9	-9	-9	1	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-9	-9	-9	1	90	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	15000	0	0	0	0	0	1	400	705.0	400.0	0.0	480.0	560.0	0.0	0	0	1112.0	0	672.0	0.0	0	0.0	0	1870	150	2923	23578	0	0	0	4100	0	-9	-9	-9.0	-9	-9	-9
12	110	110	12	110	110	11603	1	10	0	6	1	4	2	3	1	1	3	1	-9	5	4.0	0	5	-9	2	2	3	2	1	1	1	20	0	3.0	2	-9	3	1	1	2	2	2	2	2	1	0	30000	-9	-9	-9	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	1000	0	0	0	0	0	0	-9	1540.0	0.0	210.0	150.0	925.0	0.0	0	0	1846.0	0	210.0	180.0	0	0.0	0	175	12647	4000	1800	0	0	2880	3200	0	-9	-9	-9.0	-9	-9	-9
1	51	51	1	51	51	10024	2	3	0	2	5	4	5	-9	2	1	4	2	30	-9	-9.0	0	2	-9	2	2	1	3	3	3	3	10	0	30.0	2	-9	30	1	1	1	1	3	3	3	1	0	25000	-9	-9	-9	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	500	0	0	0	0	0	0	-9	400.0	0.0	20.0	0.0	100.0	0.0	0	0	120.0	0	60.0	0.0	0	0.0	0	0	50	0	0	0	0	0	1500	0	-9	-9	-9.0	-9	-9	-9
30	31	31	30	31	31	13178	1	7	0	2	3	4	2	3	2	1	4	2	-9	15	5.0	0	2	-9	3	3	2	2	6	1	1	20	0	1.0	2	-9	1	1	1	2	1	2	1	1	1	1	52000	-9	-9	-9	1	1	3	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	0	8000	0	0	0	0	-9	800.0	20.0	0.0	125.0	823.0	0.0	0	0	714.0	0	1400.0	0.0	0	170.0	0	4705	0	1000	0	0	0	0	2300	0	-9	-9	-9.0	-9	-9	-9
12	54	54	228	4014	54	11561	1	7	0	6	3	4	5	-9	2	1	2	2	-9	12	4.0	0	2	-9	2	2	2	2	3	1	1	20	0	10.0	2	-9	10	1	1	2	2	2	2	2	1	0	25000	-9	-9	-9	0	-9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	7	3	-9	-9	-9	2	-9	-9	-9	3	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	1300	0	0	0	0	0	0	1	500	1030.0	140.0	52.5	50.0	415.0	600.0	0	0	900.0	0	500.0	0.0	0	0.0	0	2305	1500	1000	70	0	0	0	1080	0	-9	-9	-9.0	-9	-9	-9
13	482	482	320	3113	482	11952	2	5	0	2	1	4	5	-9	2	1	4	2	-9	10	3.0	0	2	-9	3	2	2	2	6	1	1	20	0	0.0	2	-9	0	1	1	2	2	2	2	2	1	0	10000	-9	-9	-9	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	71	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	1000	0	0	0	0	250	1	1000	455.0	0.0	21.0	0.0	16.0	0.0	0	0	104.0	0	0.0	0.0	6	0.0	0	0	560	120	0	0	0	10	126	0	-9	-9	-9.0	-9	-9	-9
