basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
13	169	169	13	169	169	11708	1	8	39	2	0	-9	1	3	-9	-9	5	1	-9	-9	5	1	-9	-9	5	1	-9	-9	1	-9	-9	-9	1	5	-9	-9	7	1	-9	-9	6	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	-9	1130	1900	2200	1	10	6	230	3	10	6	60	4	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	7	4	83	6	10	3	10	8	160	2	60	1	20	2	10	3	30	8	60	3	10	2	170	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-7	1	1	1	1	2	2	-7	2	2	-7	2	2	2	2	2	3	2	2
1	150	150	1	2354	150	10107	1	2	44	2	0	-9	1	2	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	2	-9	-9	-9	400	900	1200	2000	2200	1	3	3	37	2	20	8	106	3	2	5	60	4	18	5	54	3	15	4	15	8	30	4	90	3	12	8	18	-9	-9	-9	-9	3	7	8	53	1	32	8	96	5	30	2	30	3	45	8	173	5	64	3	86	3	10	8	60	1	10	8	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	-7	-7	-7	2	2	1	1	2	-7	-7	2	2	1	1	1	2	2	2
30	18	18	30	18	18	13169	1	2	46	2	0	-9	7	1	-9	-9	1	2	-9	-9	2	-9	-9	-9	1	2	-9	-9	1	2	-9	-9	1	7	-9	-9	1	2	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	530	700	1200	1900	2100	3	45	4	30	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	120	4	105	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	400	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-7	-7	1	2	2	1	2	3	-7	1	2	2	2	2	2	1	1
30	20	20	30	20	20	13170	1	2	44	2	0	-9	1	2	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	630	1200	2000	2100	3	15	4	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	4	130	3	10	4	150	3	20	-9	-9	-9	-9	-9	-9	3	30	8	90	4	120	3	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	3	-7	3	3	2	2	2	2	2	2
26	26	26	26	26	26	12806	1	2	48	2	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	800	1300	2000	2100	1	6	5	54	7	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	5	7	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	415	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	35	1	1	8	19	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	1	1	1	-7	-7	-7	1	2	1	1	1	2	1	1
16	86	86	16	86	86	12218	1	2	50	2	1	1	1	-9	-9	-9	1	7	-9	-9	8	7	-9	-9	8	7	-9	-9	1	-9	-9	-9	8	-9	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	1	-9	-9	2	-9	-9	-9	500	-9	1200	1830	2230	3	60	1	10	3	30	1	15	6	20	7	30	8	30	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	40	7	120	3	15	7	150	6	45	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	60	6	120	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	2	1	2	2	2	2	1	3	-7	1	1	1	2	2	1	1	1
26	18	18	26	18	18	12799	1	2	37	2	0	-9	1	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	7	1	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	7	-9	-9	7	-9	-9	-9	2	-9	-9	-9	530	610	1200	1900	2030	1	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	9	1	1	7	80	8	20	7	120	3	10	8	5	7	105	3	10	8	50	1	1	7	119	3	5	8	10	7	185	8	10	1	1	8	29	3	10	1	1	8	78	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	-7	-7	1	1	3	1	-7	-7	-7	1	2	1	1	1	1	1	1
26	29	29	26	29	29	12809	1	2	44	2	0	-9	1	2	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	2	1	-9	-9	2	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	800	1245	1800	2100	3	75	5	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	5	45	4	120	1	30	4	30	-9	-9	-9	-9	-9	-9	2	15	3	45	4	120	8	60	5	60	3	60	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	90	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	3	2	-7	3	2	1	1	1	2	2	2
16	69	69	16	69	69	12206	1	2	42	2	0	-9	2	1	7	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	600	800	1200	1900	2200	3	90	2	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	7	165	3	15	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	165	7	60	3	5	7	70	3	105	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	135	4	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-7	-7	1	1	2	2	2	-7	-7	3	1	1	1	1	1	1	1
30	29	29	30	29	29	13176	1	1	61	2	0	-9	1	7	-9	-9	2	1	7	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	2	7	-9	-9	7	-9	-9	-9	2	-9	-9	-9	7	1	-9	-9	2	-9	-9	-9	500	-9	1200	1900	2200	3	15	4	15	3	30	7	60	4	90	1	15	8	45	7	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	20	7	170	3	15	7	135	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	20	6	60	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	2	1	-7	1	2	2	1	2	3	-7	1	2	2	2	2	2	2	2
7	191	191	7	191	191	10858	1	2	36	2	0	-9	2	1	-9	-9	2	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	1	7	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	8	-9	-9	600	700	1100	1830	2200	1	1	4	45	1	14	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	3	8	50	4	30	1	22	7	120	-9	-9	-9	-9	3	30	8	20	7	200	3	8	1	2	7	190	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	8	135	7	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	1	1	2	2	1	1	-7	-7	1	1	1	1	1	1	1	1
4	30	30	4	30	30	10489	1	2	35	2	0	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	620	900	1300	1900	2130	1	2	3	18	6	20	2	20	3	10	4	30	6	60	-9	-9	3	15	1	2	4	43	6	180	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	105	3	5	6	115	3	30	8	30	3	30	4	15	8	15	-9	-9	3	15	1	3	3	12	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	2	1	1	1	-7	-7	1	1	1	1	1	1	1	1
13	276	276	13	276	276	11787	1	2	39	2	0	-9	1	-9	-9	-9	1	2	-9	-9	7	1	2	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	2	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	538	1100	1900	2400	1	5	3	33	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	180	1	5	8	107	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	2	8	293	3	5	6	80	3	68	8	24	3	3	-9	-9	-9	-9	3	30	1	2	2	28	8	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	-7	-7	1	1	1	1	1	1	1	1
26	41	41	26	41	41	12819	1	2	64	2	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	1	-9	-9	1	7	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	1	7	-9	7	-9	-9	-9	2	-9	-9	-9	400	700	1200	1900	2100	8	3	1	1	3	56	5	60	1	6	8	54	-9	-9	-9	-9	3	10	7	110	8	5	7	120	3	25	8	30	-9	-9	-9	-9	3	5	8	115	7	120	8	5	7	60	1	1	3	54	8	60	-9	-9	-9	-9	3	60	8	59	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	-7	-7	-7	1	1	1	1	-7	-7	1	1	1	1	1	1	1	1
4	87	87	4	87	87	10533	2	2	39	3	0	-9	1	2	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	1	-9	-9	2	-9	-9	-9	530	630	1200	1900	2030	1	1	3	30	1	15	3	2	2	12	-9	-9	-9	-9	-9	-9	3	15	1	5	8	10	4	20	1	10	7	150	3	15	7	105	3	15	8	45	7	120	3	15	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	3	8	42	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	-7	-7	1	1	1	1	1	1	1	1
13	81	81	13	81	81	11647	2	2	47	5	1	1	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	8	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	9	-9	-9	-9	530	600	1130	1900	2300	1	8	6	22	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	175	4	60	8	30	6	60	-9	-9	-9	-9	-9	-9	3	10	8	140	6	180	1	20	6	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	2	10	6	160	8	30	1	3	8	27	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	2	1	1	2	2	1	1	-7	1	2	1	1	1	1	1	1
4	32	32	4	32	32	10491	1	2	48	2	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2100	1	5	7	76	8	39	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	3	8	10	4	147	3	5	1	20	8	100	-9	-9	3	15	1	3	8	42	7	300	8	5	3	5	7	50	-9	-9	-9	-9	-9	-9	3	15	1	3	7	42	8	45	2	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	2	1	1	1	3	1	1	1	-7	-7	1	1	1	1	1	1	1	1
7	205	205	303	3065	552	10869	1	2	47	2	0	-9	7	1	-9	-9	1	2	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	530	800	1200	1900	2200	8	2	3	30	4	5	1	18	3	6	2	14	7	35	8	40	3	15	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	160	3	10	8	47	7	60	1	3	5	5	4	15	3	60	3	20	8	70	4	26	3	4	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	2	1	1	2	2	2	3	1	1	1	2	1	1	1	1	1	1
7	76	76	7	76	76	10765	1	2	39	2	0	-9	1	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	2	-9	-9	-9	2	7	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	-9	1200	1900	2300	1	25	3	10	8	55	7	120	8	45	7	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	120	8	15	7	135	8	60	1	5	8	25	-9	-9	-9	-9	3	10	1	3	8	227	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	3	3	-7	1	2	3	2	3	1	2	1	2	1	1	1	1	1	1
7	209	209	1	209	209	10873	1	2	35	2	0	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	800	1200	600	1000	1	1	3	34	6	25	2	50	1	10	8	30	4	30	2	60	3	15	1	1	3	4	6	160	8	60	-9	-9	-9	-9	-9	-9	3	30	2	30	6	60	2	40	8	27	3	3	8	50	1	10	3	105	1	5	3	30	8	150	8	50	2	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	-7	1	3	3	1	3	1	-7	1	1	2	1	1	1	1	1
26	40	40	26	40	40	12818	1	2	38	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	400	730	1130	1900	2030	3	60	1	5	4	25	1	20	4	90	8	10	-9	-9	-9	-9	3	15	1	3	8	12	5	180	3	30	-9	-9	-9	-9	-9	-9	3	15	8	75	5	180	7	120	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	3	3	7	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	2	2	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2
7	88	88	209	3375	88	10774	2	1	38	4	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1000	1100	1300	1700	2100	1	35	4	10	3	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	18	8	102	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	18	8	222	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	18	8	62	1	5	8	155	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-7	-7	-7	-7	-7	1	1	1	1	1	1	1
26	6	6	26	3416	6	12788	2	1	40	4	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	500	800	1200	2000	2200	3	40	4	50	1	65	8	25	-9	-9	-9	-9	-9	-9	-9	-9	3	30	6	190	3	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	60	6	100	4	60	3	30	8	30	6	180	-9	-9	-9	-9	-9	-9	3	20	6	40	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	1	-7	2	2	3	1	2	1	-7	1	2	1	1	1	1	1	1
1	109	109	1	109	109	10073	1	2	44	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	7	1	-9	-9	2	1	-9	-9	500	800	1200	1800	2300	3	60	1	7	2	13	4	100	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	1	3	84	6	120	3	5	2	25	-9	-9	-9	-9	3	5	2	30	6	195	3	10	5	20	3	40	6	60	-9	-9	-9	-9	-9	-9	3	5	1	1	2	6	7	120	2	10	6	43	8	115	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8	24	24	8	24	24	10902	1	2	39	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	8	-9	-9	-9	500	600	1100	1900	2100	1	3	3	57	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	3	4	60	8	60	3	112	8	60	-9	-9	-9	-9	3	10	8	170	1	35	8	25	3	3	8	57	3	60	-9	-9	-9	-9	-9	-9	8	120	3	5	1	3	8	22	1	10	8	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	3	1	1	2	1	1	1	1	1	1
4	57	57	4	57	57	10507	1	2	39	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	530	-9	1200	1930	2200	3	5	4	5	3	5	2	5	3	40	4	30	1	60	8	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	6	150	3	5	6	115	3	60	8	90	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	90	1	2	1	18	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	1	2	1	1	1	-7	1	1	2	1	1	1	1	1
12	34	34	143	34	34	11543	1	2	37	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	300	900	1200	1900	2200	7	180	3	15	8	105	1	20	8	40	-9	-9	-9	-9	-9	-9	3	10	8	20	7	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	15	7	90	8	60	3	10	7	170	8	60	-9	-9	-9	-9	-9	-9	3	15	8	15	1	5	7	25	8	118	1	2	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	1	1	2	2	2	2	2	2	-7	2	2	1	1	1	1	1	1
12	144	144	12	144	144	11631	1	2	44	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	530	630	1200	1800	2200	1	5	3	45	4	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	30	5	15	4	195	1	20	3	40	-9	-9	-9	-9	3	15	8	225	4	60	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	13	8	212	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	1	-7	1	1	1	1	1	1	1	1	1
12	137	137	12	137	137	11626	1	1	54	2	1	1	8	-9	-9	-9	8	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	8	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	700	-9	1100	1800	2100	1	5	5	30	4	10	1	50	3	20	5	60	3	15	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	1	10	3	20	8	130	5	10	8	50	3	40	8	50	5	70	4	20	3	35	1	5	8	140	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-7	1	1	1	2	2	1	2	2	1
12	132	132	12	132	132	11621	1	2	45	2	0	-9	5	-9	-9	-9	5	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	430	930	1400	2230	2300	1	7	8	23	3	15	8	105	1	46	8	59	7	45	-9	-9	3	30	7	120	1	15	8	20	7	85	-9	-9	-9	-9	-9	-9	3	20	7	40	1	15	8	20	7	55	3	10	1	5	7	235	1	30	8	60	3	18	1	12	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	3	2	2	1	1	1	1	3	1	-7	1	1	2	2	2	2	2	2
30	48	48	30	48	48	13194	1	2	42	2	0	-9	1	7	-9	-9	1	2	-9	-9	1	7	-9	-9	7	1	-9	-9	7	1	-9	-9	1	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	900	1230	2000	2200	1	2	3	78	2	10	4	60	2	30	4	15	8	45	-9	-9	3	10	4	130	3	70	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	140	3	5	6	120	3	70	8	105	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	108	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	1	-7	-7	-7	3	2	2	1	-7	1	2	1	1	1	2	2	1
9	187	187	228	3460	187	11151	2	2	39	3	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2100	3	60	1	20	3	10	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	3	10	4	30	1	10	4	60	3	5	8	150	3	15	8	225	3	125	8	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	1	10	8	85	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	2	1	1	1	1	1	1	1	1	1
30	53	53	30	2239	53	13199	1	2	37	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	2	1	7	-9	7	2	-9	-9	2	-9	-9	-9	500	-9	1200	1830	100	4	20	5	95	1	5	3	130	4	60	6	20	8	50	2	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	250	5	30	8	60	5	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	6	300	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	1	-7	3	1	2	1	2	3	-7	2	2	1	1	1	1	2	2
