basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
20	37	37	20	37	37	12631	1	2	43	2	0	-9	1	-9	-9	-9	1	2	-9	-9	1	2	7	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	2	7	-9	2	-9	-9	-9	1	2	-9	-9	1	7	-9	-9	2	-9	-9	-9	400	800	1200	1900	2200	3	30	4	70	5	35	4	55	3	10	4	40	-9	-9	-9	-9	3	10	4	140	3	30	4	60	-9	-9	-9	-9	-9	-9	-9	-9	3	5	4	115	8	60	5	45	8	75	3	30	8	90	-9	-9	-9	-9	-9	-9	3	35	8	145	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2
31	6	6	212	6	6	13205	1	2	47	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	400	1100	1400	1900	2100	1	3	3	20	1	3	7	152	3	2	7	240	-9	-9	-9	-9	3	2	8	120	4	58	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	1	7	8	120	3	60	8	111	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	60	1	1	8	29	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	2	1	-7	1	2	2	1	1	1	-7	1	2	2	2	2	3	3	3
20	43	43	20	43	43	12635	1	2	41	2	0	-9	1	2	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	5	-9	-9	1	7	-9	-9	2	-9	-9	-9	400	700	1200	1900	2000	1	1	3	60	5	60	2	29	8	30	-9	-9	-9	-9	-9	-9	3	15	4	105	1	6	7	114	8	30	3	30	-9	-9	-9	-9	3	15	8	75	7	120	3	5	4	30	8	55	5	60	3	60	-9	-9	-9	-9	3	15	1	3	8	42	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	3	1	-7	1	2	2	1	3	-7	-7	1	2	2	1	1	2	1	1
15	79	79	15	2047	79	12141	1	1	37	2	1	1	1	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	8	1	-9	-9	1	-9	-9	-9	8	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	8	-9	-9	-9	8	7	-9	-9	2	-9	-9	-9	530	-9	1130	1800	2200	3	30	2	60	4	50	3	10	8	30	2	90	8	60	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	2	40	4	90	8	90	3	70	8	50	2	30	-9	-9	-9	-9	3	15	1	5	8	160	2	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-7	-7	1	1	1	1	1	1	1	1
29	23	23	29	3501	23	13115	1	2	35	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	700	1100	2000	2100	1	5	8	10	3	40	4	95	5	10	4	20	-9	-9	-9	-9	3	10	2	60	1	5	3	20	8	45	5	10	8	50	3	40	3	10	2	20	8	210	3	5	5	10	8	105	3	40	2	20	8	120	-9	-9	3	10	2	20	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-7	-7	1	1	1	1	1	1	1	1
17	290	290	206	2639	290	12498	2	2	38	3	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	455	630	1200	1730	1900	1	5	3	60	2	15	3	15	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	195	2	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	45	2	15	8	120	2	120	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	8	55	2	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	1	-7	2	2	1	1	1	1	1	1
29	5	5	29	5	5	13098	1	2	44	2	0	-9	1	2	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	1	-9	-9	-9	2	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	1000	1200	1800	2200	1	35	8	100	7	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	90	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	120	3	15	7	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	15	7	120	1	10	8	50	1	5	4	25	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	2	1	1	-7	1	1	1	2	1	1	1	2	2	2
17	311	311	17	3279	311	12519	1	1	37	5	0	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	6	-9	-9	-9	800	830	1200	1800	2100	3	10	2	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	10	1	50	4	120	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	2	50	8	120	2	10	3	10	8	110	2	25	-9	-9	-9	-9	3	20	8	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	-7	1	2	2	1	2	-7	-7	1	2	1	1	1	1	1	1
32	35	35	32	2305	35	13289	1	2	38	2	0	-9	1	2	-9	-9	1	2	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	530	610	1200	1900	2130	1	1	3	4	2	1	3	24	1	10	-9	-9	-9	-9	-9	-9	3	5	1	1	7	85	8	19	7	120	8	10	1	5	7	105	3	20	8	40	1	1	7	119	8	15	7	170	1	1	3	24	8	30	-9	-9	3	30	1	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	-7	-7	1	2	1	1	2	-7	-7	1	2	1	1	1	1	1	2
17	55	55	214	55	55	12300	1	2	48	2	0	-9	2	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	500	600	1200	2000	2100	1	10	3	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	3	4	112	8	20	4	100	3	30	8	90	-9	-9	3	20	6	60	1	30	4	10	8	120	3	65	8	25	5	30	8	90	2	30	3	15	1	3	8	162	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1
7	136	136	7	136	136	10817	1	1	41	2	0	-9	1	7	2	-9	2	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	2	1	7	-9	7	2	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	730	915	1300	2200	100	1	2	3	3	6	95	3	5	-9	-9	-9	-9	-9	-9	-9	-9	3	25	8	20	6	120	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	85	6	275	8	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	70	2	30	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	-7	1	2	2	3	3	-7	-7	3	1	1	1	1	1	1	1
17	147	147	224	3476	147	12368	1	2	42	2	1	1	8	1	-9	-9	8	-9	-9	-9	8	7	1	-9	8	-9	-9	-9	7	1	-9	-9	8	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	8	-9	-9	-9	2	-9	-9	-9	500	-9	1145	1900	2000	8	30	3	15	1	30	2	75	7	255	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	45	7	240	2	90	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	8	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	2	1	2	3	1	2	3	3	1	2	1	2	2	1	2	2	1
32	41	41	32	41	41	13293	1	2	39	2	0	-9	1	-9	-9	-9	1	2	7	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	1	7	-9	-9	2	-9	-9	-9	500	700	1200	1900	2300	3	60	1	20	4	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	1	10	7	135	3	10	8	5	7	120	-9	-9	-9	-9	3	30	8	30	7	165	3	10	8	35	7	60	3	60	4	30	-9	-9	-9	-9	3	15	1	5	8	220	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	1	1	1	2	1	3	3	-7	3	2	2	1	1	2	1	1
20	14	14	20	14	14	12612	2	2	38	2	0	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	2	7	-9	-9	2	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	400	600	1100	1900	2000	3	60	1	40	3	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	2	40	8	60	4	30	8	145	1	5	-9	-9	3	15	8	105	4	180	3	60	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	8	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	-7	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1
6	18	18	6	18	18	10627	1	2	37	2	0	-9	7	-9	-9	-9	2	7	1	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	2	7	-9	-9	2	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	635	1200	1900	2100	1	10	2	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	20	3	10	7	15	8	5	7	90	3	5	7	175	3	15	8	45	7	195	3	10	2	155	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	109	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	1	1	1	-7	1	1	-7	2	-7	1	2	1	1	1	1	1	1
5	12	12	249	2187	12	10611	1	2	39	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	530	1200	2000	2200	1	5	3	15	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	2	7	48	8	30	7	150	3	15	1	1	7	134	3	15	1	1	8	44	7	180	3	15	1	1	7	194	8	30	-9	-9	-9	-9	3	15	1	2	4	30	8	72	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	3	3	-7	-7	1	2	2	2	-7	3	-7	1	2	1	1	1	1	1	1
20	15	15	237	15	15	12613	1	2	39	2	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1100	1900	2100	1	5	3	25	4	30	5	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	195	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	6	180	3	10	8	50	1	20	5	60	3	40	-9	-9	-9	-9	3	15	1	2	8	103	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	2	2	2
29	42	42	29	42	42	13130	1	1	62	4	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	1	-9	-9	8	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	8	-9	-9	-9	400	530	1200	2000	2300	1	2	3	15	8	73	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	6	2	1	15	6	53	4	150	6	145	8	5	-9	-9	3	20	1	3	6	37	8	120	6	270	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	40	1	5	8	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	2	1	1	3	3	-7	1	2	1	1	1	1	1	1
28	229	229	28	229	229	13093	1	2	47	2	0	-9	2	-9	-9	-9	2	1	-9	-9	7	2	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	500	-9	1215	1900	2200	1	5	8	55	4	90	1	15	3	30	1	5	4	10	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	30	7	120	3	10	7	170	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	1	7	69	1	20	8	75	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	2	2	1	3	2	1	-7	-7	-7	2	2	1	1	1	1	1	1
20	16	16	213	16	16	12614	1	1	56	5	0	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	9	-9	-9	-9	600	-9	1100	1830	1930	3	13	5	2	4	30	3	15	1	60	4	60	8	60	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	235	3	15	8	105	5	2	3	58	8	30	-9	-9	-9	-9	-9	-9	3	10	1	20	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-7	2	2	2	2	2	2	2	2	2	2
1	152	152	1	152	152	10109	1	2	44	2	0	-9	1	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	2	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	800	1200	1800	2130	1	7	2	53	8	10	3	30	8	50	4	30	-9	-9	-9	-9	3	20	4	100	8	30	1	20	8	70	-9	-9	-9	-9	-9	-9	3	20	8	160	3	15	8	105	3	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	190	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	1	-7	1	1	1	1	1	2	2	2
16	55	55	223	3367	55	12196	1	2	43	2	1	1	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	8	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	8	-9	-9	-9	7	-9	-9	-9	8	-9	-9	-9	600	900	1300	1900	200	3	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	55	1	25	7	90	8	65	-9	-9	-9	-9	-9	-9	3	5	7	115	3	5	7	235	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	415	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	-7	-7	1	1	2	1	1	3	-7	1	1	1	1	1	1	1	1
20	9	9	20	9	9	12608	1	2	43	2	1	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	8	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	8	-9	-9	-9	1	7	-9	-9	8	-9	-9	-9	8	-9	-9	-9	430	900	-9	1900	2200	3	60	1	10	3	10	1	30	8	40	7	120	-9	-9	-9	-9	3	10	7	120	3	5	8	105	5	60	6	180	8	90	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	8	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	3	2	2	2	2	2	3	3	2	1	3	2	2	2	2	2	2
11	190	190	11	190	190	11521	1	1	49	4	0	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	600	800	1200	1900	2400	1	12	3	3	5	10	6	95	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	235	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	55	4	15	6	345	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	1	-7	1	2	2	1	2	1	-7	1	2	1	1	1	1	1	1
29	6	6	230	6	6	13099	1	2	38	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	7	2	-9	-9	7	1	-9	-9	2	1	7	-9	1	-9	-9	-9	2	-9	-9	-9	600	700	1200	1900	2030	3	30	2	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	6	2	5	4	189	3	5	1	25	2	30	3	30	3	10	1	3	2	107	5	65	3	5	4	35	3	30	2	165	-9	-9	-9	-9	3	10	1	13	2	25	8	42	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	3	-7	3	3	1	1	1	2	2	2
26	49	49	26	49	49	12827	1	2	54	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	900	1300	1900	2100	3	25	4	65	8	30	4	30	5	30	-9	-9	-9	-9	-9	-9	3	10	2	110	3	30	8	30	2	60	-9	-9	-9	-9	-9	-9	3	15	2	45	8	60	1	30	3	5	8	55	3	30	8	60	5	30	3	30	3	10	1	3	3	7	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	2	3	1	2	1	1	1	2	1	1
25	12	12	250	4052	12	12766	2	2	54	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	800	1200	1800	2200	3	30	2	15	1	25	7	110	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	130	8	95	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	30	8	15	7	180	8	60	4	60	-9	-9	-9	-9	-9	-9	-9	-9	3	25	8	215	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	2	1	-7	2	1	1	1	2	-7	-7	2	1	1	1	1	1	1	1
22	28	28	22	28	28	12716	1	1	58	4	0	-9	1	-9	-9	-9	5	1	-9	-9	5	1	-9	-9	5	1	-9	-9	1	-9	-9	-9	5	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	6	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	600	700	1200	1700	2000	1	20	4	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	32	7	88	8	20	3	10	7	120	-9	-9	-9	-9	3	2	7	238	3	5	8	5	3	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	-7	-7	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3
20	36	36	20	36	36	12630	1	2	52	2	1	2	8	1	2	-9	8	2	-9	-9	8	2	-9	-9	8	1	2	-9	1	-9	-9	-9	8	-9	-9	-9	2	-9	-9	-9	2	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	900	1300	1800	2100	4	10	1	3	6	17	4	30	6	15	3	5	6	160	-9	-9	3	10	8	5	6	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	10	6	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	10	6	100	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1
20	17	17	20	17	17	12615	1	2	53	2	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	1	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	7	-9	-9	2	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	430	800	1200	1800	2100	3	30	4	90	1	20	8	10	4	10	8	50	-9	-9	-9	-9	3	20	8	10	7	120	3	30	8	60	-9	-9	-9	-9	-9	-9	3	10	8	110	7	180	8	30	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	2	-7	2	2	2	2	2	2	-7	2	2	1	1	1	1	1	1
21	10	10	205	10	10	12682	1	2	44	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	400	700	1200	1900	2000	1	2	3	65	2	68	4	15	8	30	-9	-9	-9	-9	-9	-9	3	5	1	5	6	240	3	50	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	85	2	40	8	160	2	25	3	60	8	45	-9	-9	-9	-9	-9	-9	3	5	1	5	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
28	147	147	28	147	147	13029	1	2	62	2	0	-9	2	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	400	900	1300	2000	2400	8	60	7	120	3	5	4	115	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	10	7	120	4	100	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	140	7	150	5	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	7	30	1	2	7	58	8	60	3	5	8	25	-9	-9	-9	-9	1	3	2	2	-7	2	2	2	-7	3	2	-7	2	2	3	3	3	3	3	3
20	58	58	20	58	58	12648	1	1	40	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	600	1200	1800	1930	1	2	3	23	2	5	3	30	-9	-9	-9	-9	-9	-9	-9	-9	3	60	6	20	4	40	8	40	6	90	8	30	4	60	1	20	3	10	8	50	6	30	8	150	5	5	3	60	8	55	-9	-9	-9	-9	-9	-9	3	10	1	3	2	77	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	2	2	1	1	3	2	2	2	1	2	2	1	1	1	1	1	1
