basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	linenumb	workstat	mainoccu	mainjob	farmstat	nonfarm	hrsjob	benefits	taxes	secndjob	secnoccu	jobsecnd	FARMSTA2	NONFARM2	HRSJOB2	BENEFIT2	TAXES2	hrsdayt	dayswkt	timepay	weektime	REGUJE1	finishp	paypiece	hrsdaypc	dyswekpc	weekpc	REGUJE2	hrsfarm	dywkfarm	wkyrfarm	REGUJE3A	livestok	daywkliv	wkyrlivs	REGUJE3B	expnsto	incmstok	consstok	hrsfish	dywkfish	wkyrfish	REGUJE4	incfish	familbus	typebus	homebus	hrsself	dywkself	wkyrself	REGUJE5	incmself
13	307	307	13	2618	307	11801	2	1	1	771	3	-9	2	-9.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	200.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	198	198	13	198	198	11733	1	1	1	807	3	-9	1	56.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	33	1	8.0	7.0	52.0	1	444.4
13	198	198	13	198	198	11733	1	2	1	807	3	-9	3	56.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	33	1	8.0	7.0	52.0	1	-7.0
13	198	198	13	198	198	11733	1	3	1	905	3	-9	2	72.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	12.0	6.0	423.08	26.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	198	198	13	198	198	11733	1	4	1	807	3	-9	3	56.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	33	1	8.0	7.0	52.0	1	-7.0
13	198	198	13	198	198	11733	1	5	1	807	3	-9	3	7.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	33	1	1.0	7.0	52.0	1	-7.0
13	491	491	13	491	491	11960	1	1	2	641	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	4.0	7.0	75.0	8.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	491	491	13	491	491	11960	1	2	1	914	3	-9	2	-9.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	1.0	500.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	309	309	13	309	309	11803	1	1	1	771	3	-9	2	63.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	9.0	6.0	200.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.1	7.0	4.0	3	444	0	250	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	13.0	7.0	22.0	1	130.0
13	491	491	13	491	491	11960	1	3	1	733	3	-9	2	48.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	250.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	309	309	13	309	309	11803	1	2	1	915	3	-9	2	76.5	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	2.5	7.0	33.33	12.0	3	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	309	309	13	309	309	11803	1	3	2	779	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	100.0	4.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	309	309	13	309	309	11803	1	4	1	643	3	-9	1	91.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	13.0	7.0	22.0	1	130.0
13	329	329	13	329	329	11817	1	1	1	781	3	-9	2	48.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	190.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	329	329	13	329	329	11817	1	2	1	706	3	-9	1	15.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.5	7.0	4.0	3	1557	0	0	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	5.0	3.0	52.0	1	40.0
13	329	329	13	329	329	11817	1	3	1	921	3	-9	2	48.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	190.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	329	329	13	329	329	11817	1	4	1	781	3	-9	2	98.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	14.0	7.0	140.0	20.0	2	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	162	162	13	3185	162	11702	1	2	1	336	3	-9	2	48.0	0	0	1	754	3	-9	2	-9.0	0	0	9.0	6.0	250.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	162	162	13	3185	162	11702	1	4	1	932	3	-9	2	48.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	75.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	162	162	13	3185	162	11702	1	7	1	643	3	-9	1	40.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	8.0	5.0	52.0	1	70.0
13	162	162	13	3185	162	11702	1	8	1	335	3	-9	1	20.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	4.0	5.0	52.0	1	80.0
13	189	189	13	3262	189	11725	1	1	1	813	3	-9	2	56.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	7.0	530.0	50.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	189	189	13	3262	189	11725	1	3	1	921	3	-9	2	24.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	6.0	4.0	150.0	51.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	381	381	13	381	381	11863	1	1	1	335	3	-9	1	14.0	0	0	1	782	3	-9	2	-9.0	0	0	8.0	6.0	200.0	3.0	2	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.08	7.0	52.0	1	5200	250	1500	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	2.0	7.0	52.0	1	100.0
13	381	381	13	381	381	11863	1	2	1	914	3	-9	2	7.5	0	0	1	335	3	-9	1	1.0	0	0	7.5	3.0	183.33	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	95	0	1.0	2.0	52.0	2	180.0
13	381	381	13	381	381	11863	1	4	1	332	3	-9	2	24.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	4.0	6.0	50.0	2.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	381	381	13	381	381	11863	1	5	1	913	3	-9	2	96.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	16.0	6.0	57.69	12.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	381	381	13	381	381	11863	1	3	2	782	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	150.0	2.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	381	381	13	381	381	11863	1	6	2	914	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1.0	1.0	183.33	52.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
17	2090	326	13	2090	326	12532	1	1	1	781	3	-9	2	-9.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	300.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
17	2090	326	13	2090	326	12532	1	2	2	779	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	200.0	52.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.17	7.0	4.0	3	100	0	0	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	409	409	13	409	409	11887	1	1	1	761	3	-9	2	80.5	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	11.5	7.0	243.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	409	409	13	409	409	11887	1	2	1	783	3	-9	2	60.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	10.0	6.0	250.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	338	338	13	338	338	11824	1	1	1	754	3	-9	2	40.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	4.0	486.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.58	7.0	52.0	1	1056	1400	400	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	338	338	13	338	338	11824	1	2	1	302	3	-9	1	-9.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	1	8.0	-8.0	-8.0	-9	-9.0
13	338	338	13	338	338	11824	1	3	2	826	3	-9	2	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	8.0	2.0	250.0	3.0	4	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	478	478	13	4001	478	11949	2	1	1	771	3	-9	2	42.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	7.0	6.0	110.0	8.0	3	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	478	478	13	4001	478	11949	2	2	1	914	3	-9	1	7.5	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	7.5	2.0	52.0	1	150.0
13	478	478	13	4001	478	11949	2	3	1	349	3	-9	2	55.98	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	9.33	6.0	180.0	8.0	3	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	422	422	13	422	422	11898	1	1	1	302	3	-9	1	42.0	1	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	6.0	7.0	52.0	1	120.0
13	422	422	13	422	422	11898	1	2	1	335	3	-9	3	42.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	6.0	7.0	52.0	1	-7.0
13	422	422	13	422	422	11898	1	4	1	761	3	-9	2	56.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	7.0	190.0	6.0	3	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	422	422	13	422	422	11898	1	6	1	335	3	-9	3	42.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	6.0	7.0	52.0	1	-7.0
13	422	422	13	422	422	11898	1	9	1	335	3	-9	3	42.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	6.0	7.0	52.0	1	-7.0
13	173	173	13	173	173	11711	1	1	1	641	3	-9	1	98.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	14.0	7.0	52.0	1	150.0
13	173	173	13	173	173	11711	1	2	1	711	3	-9	1	45.5	0	0	1	118	3	-9	1	14.0	0	0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	0	-9	-9	6.5	7.0	52.0	1	210.0
13	173	173	13	173	173	11711	1	3	1	203	3	-9	2	45.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	57.69	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	341	341	13	2586	341	11827	1	1	1	118	3	-9	1	3.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.0	0.0	0.0	-9	2150	0	0	-9.0	-9.0	-9.0	-9	-9.0	1	71	0	0.5	6.0	22.0	1	500.0
13	341	341	13	2586	341	11827	1	2	1	118	3	-9	3	3.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	71	0	0.5	3.0	22.0	1	-7.0
13	545	545	13	545	545	11984	1	1	1	828	3	-9	2	40.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	5.0	227.27	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	545	545	13	545	545	11984	1	2	1	302	3	-9	1	36.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	6.0	6.0	52.0	1	300.0
13	545	545	13	545	545	11984	1	3	1	331	3	-9	3	6.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	1.0	6.0	52.0	1	-7.0
13	545	545	13	545	545	11984	1	4	1	331	3	-9	3	6.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	1.0	6.0	52.0	1	-7.0
13	545	545	13	545	545	11984	1	5	1	331	3	-9	3	6.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	1.0	6.0	52.0	1	-7.0
13	545	545	13	545	545	11984	1	6	1	331	3	-9	3	6.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	1.0	6.0	52.0	1	-7.0
13	545	545	13	545	545	11984	1	7	1	331	3	-9	3	6.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	1.0	6.0	52.0	1	-7.0
13	328	328	13	2213	328	11816	1	1	1	779	3	-9	2	70.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	250.0	0.4	10.0	7.0	52.0	1	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	328	328	13	2213	328	11816	1	2	1	779	3	-9	2	70.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	250.0	0.2	10.0	7.0	52.0	1	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	121	121	13	121	121	11674	1	1	1	825	3	-9	2	72.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	12.0	6.0	600.0	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	270	270	13	3176	270	11784	1	2	1	931	3	-9	2	48.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	8.0	6.0	166.67	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	121	121	13	121	121	11674	1	3	1	912	3	-9	2	28.0	1	1	0	-9	-9	-9	-9	-9.0	-9	-9	4.0	6.0	100.0	4.0	3	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	270	270	13	3176	270	11784	1	1	3	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.5	7.0	52.0	1	5760	1080	1350	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	121	121	13	121	121	11674	1	5	3	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	1.0	7.0	52.0	1	2500	120	1000	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	270	270	13	3176	270	11784	1	4	3	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.5	7.0	52.0	1	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0
13	298	298	13	298	298	11797	1	1	1	303	3	-9	1	60.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	5.0	5.0	159.09	52.0	1	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	-9.0	-9.0	-9.0	-9	-9	-9	-9	-9.0	-9.0	-9.0	-9	-9.0	1	62	0	10.0	6.0	52.0	1	300.0
13	298	298	13	298	298	11797	1	2	1	311	3	-9	1	56.0	0	0	0	-9	-9	-9	-9	-9.0	-9	-9	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9.0	-9.0	-9.0	-9	-9.0	-9.0	-9	-9	0.5	7.0	20.0	4	300	0	400	-9.0	-9.0	-9.0	-9	-9.0	1	43	1	11.8	7.0	52.0	1	50.0
