basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	knowhere	timewith	trapped	dowant	husbway	letwear	please	angrycon	sexelse	rdiscuss	pdiscuss	rdisyear	pdisyear	rdispreg	pdispreg	rgotinfo	pgotinfo	rinfoyr	pinfoyr	rinfoprg	pinfoprg	rsettle	psettle	rsetyear	psetyear	rsetpreg	psetpreg	rnagged	pnagged	rnagyear	pnagyear	rnagpreg	pnagpreg	ryelled	pyelled	ryellyr	pyellyr	ryellprg	pyellprg	rswore	pswore	rsworeyr	psworeyr	rsworprg	psworprg	rsulked	psulked	rsulkyr	psulkyr	rsulkprg	psulkprg	rstomped	pstomped	rstompyr	pstompyr	rstomprg	pstomprg	rsmash	psmash	rsmashyr	psmashyr	rsmashpr	psmashpr	rhand	phand	rhandyr	phandyr	rhandprg	phandprg	rthrew	pthrew	rthrewyr	pthrewyr	rthrewpr	pthrewpr	rpushed	ppushed	rpushyr	ppushyr	rpushprg	ppushprg	rhit	phit	rhityr	phityr	rhitpreg	phitpreg	rhard	phard	rhardyr	phardyr	rhardprg	phardprg	rharmed	pharmed	rharmyr	pharmyr	rharmprg	pharmprg	PHURTR1	PHURTR2	PHURTR3	RHURTP1	RHURTP2	RHURTP3	startedf	violent	RESOLVE1	RESOLVE2	parehurt	hurtphys	paremed
27	94	94	27	94	94	12921	2	2	47	2	1	1	1	1	1	1	1	1	0	1	1	3	3	2	2	1	1	1	1	1	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	2	2	9	-9	1	1	0
17	140	140	304	140	140	12364	1	2	49	2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
16	41	41	16	41	41	12185	1	2	46	2	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	7	-9	-9	-9	-9	1	1	4	-9	0	-9	0
29	71	71	29	71	71	13157	1	2	55	2	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	1	-9	1	1	0
27	54	54	27	54	54	12888	1	2	42	2	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	-9	0	-9	1	1	0	0	0	0	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
20	81	81	20	81	81	12671	1	2	53	2	0	0	0	0	1	0	1	1	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
17	288	288	17	2114	288	12496	1	2	53	2	1	1	1	0	0	0	0	-8	0	1	1	1	1	1	1	1	0	1	-9	3	-9	0	0	-9	-9	-9	-9	1	0	1	-9	3	-9	1	0	1	-9	3	-9	1	0	1	-9	3	-9	1	0	1	-9	3	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	1	0	0	-9	1	-9	-9	-9	-9	7	-9	-9	1	1	4	-9	0	-9	0
13	98	98	202	98	98	11657	1	2	46	2	1	1	1	0	1	0	1	0	0	1	0	1	-9	1	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	1	-9	1	-9	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	2	2	2	-9	0	-9	0
11	149	149	11	149	149	11490	1	2	54	2	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	3	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	0	-9	0
15	90	90	15	90	90	12151	1	2	39	2	1	1	1	1	1	0	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	0	-9	1	0	0	-9	0	-9	10	-9	-9	2	-9	-9	2	2	2	-9	0	-9	0
17	220	220	136	3331	220	12431	1	1	43	2	1	0	0	0	0	0	0	1	0	1	1	3	3	3	3	1	1	2	2	1	1	1	0	0	-9	0	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	1	1	0
18	37	37	18	2012	37	12574	1	2	41	2	1	0	1	1	1	0	0	-8	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
18	34	34	18	34	34	12571	1	2	56	2	1	0	1	0	0	0	0	-8	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
32	14	14	32	14	14	13269	1	2	40	2	1	0	1	0	0	0	0	1	0	1	1	2	1	3	1	1	1	3	1	3	1	0	0	-9	-9	-9	-9	0	1	-9	3	-9	3	1	1	1	1	3	3	0	0	-9	-9	-9	-9	1	1	2	1	3	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	3	-9	1	2	0
8	15	15	8	15	15	10898	1	2	44	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	0	0	1	0	0	-9	0	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	0	-9	0
16	125	125	143	125	125	12253	1	4	38	3	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
2	134	134	259	4013	134	10239	1	2	38	3	1	0	1	0	0	0	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
28	69	69	28	69	69	12963	1	2	50	2	1	0	0	0	0	0	1	1	0	1	1	1	2	2	2	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	2	-9	1	1	0
11	61	61	11	61	61	11418	1	2	46	2	1	1	0	0	0	0	0	0	1	1	1	1	1	3	3	1	1	1	1	2	1	0	0	-9	-9	-9	-9	1	1	3	2	3	2	1	0	2	-9	2	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	1	2	4	-9	0	-9	0
29	48	48	29	48	48	13136	1	1	38	2	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
20	80	80	20	80	80	12670	1	1	53	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
1	61	61	323	4020	61	10034	1	1	43	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
10	86	86	5	4030	86	11231	1	1	48	2	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	0	1	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	4	-9	-9	2	1	4	-9	1	2	0
22	19	19	22	19	19	12707	1	2	47	2	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
29	11	11	29	2015	11	13104	2	2	38	2	1	0	0	0	0	0	1	1	0	1	1	2	2	2	2	1	1	1	1	3	3	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
20	4	4	20	4	4	12606	1	2	43	2	1	0	1	0	0	0	0	1	0	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	3	-9	0	-9	0
22	14	14	22	14	14	12703	1	2	50	2	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	0	-9	1	1	0	1	-9	1	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
15	25	25	15	25	25	12092	1	2	41	2	1	1	1	1	1	1	1	0	0	1	1	3	1	3	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	3	-9	1	0	0	-9	3	-9	0	0	-9	-9	-9	-9	1	1	1	1	3	0	1	0	1	-9	3	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	2	2	4	-9	0	-9	0
25	31	31	25	31	31	12783	1	2	42	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
20	31	31	20	31	31	12626	1	2	45	2	1	0	1	0	0	0	0	-8	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
11	203	203	11	203	203	11525	1	2	39	2	1	1	0	0	0	0	1	1	0	1	1	3	3	0	3	1	1	2	1	2	1	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	2	-9	3	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	2	-9	3	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
20	37	37	20	37	37	12631	1	2	43	2	1	0	0	0	0	0	0	0	0	1	1	3	3	3	3	1	1	0	0	1	1	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
31	6	6	212	6	6	13205	1	2	47	2	1	1	0	0	0	0	0	0	0	1	1	3	3	3	3	1	1	3	3	0	0	0	0	-9	-9	-9	-9	1	1	3	3	3	3	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	0	1	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
20	43	43	20	43	43	12635	1	2	41	2	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
15	79	79	15	2047	79	12141	1	1	37	2	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	4	-9	-9	1	1	4	-9	0	-9	0
29	23	23	29	3501	23	13115	1	2	35	2	1	0	1	1	1	1	1	0	0	1	1	2	3	3	2	1	1	1	3	3	0	0	0	-9	-9	-9	-9	1	1	2	1	3	3	1	1	1	1	2	3	1	0	1	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
17	290	290	206	2639	290	12498	2	2	38	3	1	1	1	1	0	1	1	1	0	0	1	-9	1	-9	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	2	-9	1	2	0
29	5	5	29	5	5	13098	1	2	44	2	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	3	-9	0	-9	1	0	2	-9	1	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	1	1	0
17	311	311	17	3279	311	12519	1	1	37	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
32	35	35	32	2305	35	13289	1	2	38	2	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	3	-9	-9	2	3	-9	1	1	4	-9	0	-9	0
17	55	55	214	55	55	12300	1	2	48	2	0	0	0	0	0	1	0	1	0	1	1	3	2	2	2	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	1	1	0	0	0	0	1	0	0	-9	0	-9	1	0	0	-9	0	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	3	-9	1	1	2	-9	1	1	0
7	136	136	7	136	136	10817	1	1	41	2	0	0	0	1	1	0	0	0	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	1	2	3	2	3	1	1	3	3	2	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	1	2	3	2	3	1	1	2	3	2	3	0	1	-9	3	-9	2	0	1	-9	2	-9	2	1	1	2	2	2	2	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	8	9	-9	5	-9	-9	2	2	2	-9	1	2	1
17	147	147	224	3476	147	12368	1	2	42	2	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	2	1	2	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	2	2	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	1	1	4	-9	1	2	1
32	41	41	32	41	41	13293	1	2	39	2	1	0	0	1	0	0	1	0	0	1	1	3	0	3	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	1	3	3	3	3	0	1	-9	1	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	1	1	1	1	2	2	0	1	-9	0	-9	1	1	0	0	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	3	-9	-9	1	1	2	-9	0	-9	0
