basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	knowhere	timewith	trapped	dowant	husbway	letwear	please	angrycon	sexelse	rdiscuss	pdiscuss	rdisyear	pdisyear	rdispreg	pdispreg	rgotinfo	pgotinfo	rinfoyr	pinfoyr	rinfoprg	pinfoprg	rsettle	psettle	rsetyear	psetyear	rsetpreg	psetpreg	rnagged	pnagged	rnagyear	pnagyear	rnagpreg	pnagpreg	ryelled	pyelled	ryellyr	pyellyr	ryellprg	pyellprg	rswore	pswore	rsworeyr	psworeyr	rsworprg	psworprg	rsulked	psulked	rsulkyr	psulkyr	rsulkprg	psulkprg	rstomped	pstomped	rstompyr	pstompyr	rstomprg	pstomprg	rsmash	psmash	rsmashyr	psmashyr	rsmashpr	psmashpr	rhand	phand	rhandyr	phandyr	rhandprg	phandprg	rthrew	pthrew	rthrewyr	pthrewyr	rthrewpr	pthrewpr	rpushed	ppushed	rpushyr	ppushyr	rpushprg	ppushprg	rhit	phit	rhityr	phityr	rhitpreg	phitpreg	rhard	phard	rhardyr	phardyr	rhardprg	phardprg	rharmed	pharmed	rharmyr	pharmyr	rharmprg	pharmprg	PHURTR1	PHURTR2	PHURTR3	RHURTP1	RHURTP2	RHURTP3	startedf	violent	RESOLVE1	RESOLVE2	parehurt	hurtphys	paremed
9	117	117	9	117	117	11082	2	2	37	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	0
4	93	93	4	93	93	10539	1	2	37	2	1	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	0	-9	0
4	113	113	4	113	113	10556	1	2	38	2	1	0	1	0	0	0	1	1	0	1	1	1	1	3	3	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	0	1	1	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
3	91	91	3	91	91	10287	1	2	46	2	1	0	1	0	1	0	1	1	0	0	1	-9	0	-9	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	8	-9	-9	1	1	4	-9	0	-9	0
3	150	150	3	150	150	10320	2	2	36	3	1	0	1	1	1	0	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
7	228	228	7	228	228	10883	1	2	50	2	0	0	1	0	0	0	0	1	-8	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	1	-9	2	-9	0	0	1	-9	2	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	-9	-9	2	-9	-9	2	2	4	-9	1	1	0
4	94	94	4	94	94	10540	1	2	43	2	0	0	1	0	0	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	1	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	1	-9	1	2	0
4	48	48	4	48	48	10502	1	2	44	2	1	0	0	0	0	0	0	0	0	1	1	3	3	3	3	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	1	1	0	0	-9	1	-9	1	0	0	-9	1	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	1	-9	-9	1	2	4	-9	1	1	1
13	240	240	12	240	240	11763	1	2	58	2	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
8	50	50	8	3288	50	10923	1	2	43	2	1	0	1	0	0	1	1	1	0	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	0	1	-9	3	-9	3	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	-9	1	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
7	134	134	7	2513	134	10815	2	2	36	2	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	1	1	3	3	0	0	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
9	170	170	9	170	170	11135	1	2	49	2	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	2	2	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
3	145	145	3	145	145	10316	1	2	42	2	1	0	1	1	1	0	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	-9	-9	-9	-9	-9	2	2	4	-9	1	2	0
7	235	235	7	3092	235	10888	1	2	34	2	1	0	0	0	0	0	1	1	0	1	1	0	1	2	2	1	1	1	1	0	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	6	-9	0	-9	0
9	38	38	9	2473	38	11018	1	2	37	2	1	0	1	1	1	1	1	0	0	1	1	3	3	3	3	1	1	1	1	2	2	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	0	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	9	-9	-9	-9	-9	-9	1	1	3	-9	0	-9	0
3	181	181	3	181	181	10349	1	2	49	2	1	0	0	0	1	0	0	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
3	173	173	3	173	173	10341	1	2	42	2	1	0	0	0	0	0	1	-8	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	1	1	1	1	0	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
9	146	146	9	146	146	11111	2	2	46	2	1	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	3	-9	1	1	1	1	2	1	1	1	0	1	-9	1	-9	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
2	121	121	7	3374	121	10230	1	2	37	2	1	0	0	0	0	1	0	1	0	1	1	1	2	1	2	1	1	2	2	2	2	1	1	0	0	0	0	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	1	0	1	-9	1	-9	1	0	0	-9	1	-9	1	0	1	-9	2	-9	1	0	1	-9	2	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	3	-9	-9	1	1	2	-9	0	-9	0
3	230	230	3	230	230	10396	1	1	61	2	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	-9	1	-9	1	0	1	-9	1	-9	1	1	0	1	-9	0	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	-9	-9	-9	4	2	-9	1	1	2	4	0	-9	0
13	364	364	323	3015	364	11848	1	1	50	2	1	0	1	1	0	0	1	0	0	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	1	3	3	3	3	1	1	3	3	3	3	1	1	3	3	3	3	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	2	-9	-9	1	1	1	-9	1	2	0
9	194	194	9	194	194	11158	1	2	49	2	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	2	2	0	0	-9	-9	-9	-9	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	-9	0	-9	1	1	0	0	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	1	1	4	-9	0	-9	0
9	230	230	9	230	230	11185	1	2	50	2	0	0	0	1	1	0	1	1	1	0	0	-9	-9	-9	-9	1	1	3	3	0	0	0	0	-9	-9	-9	-9	1	1	3	3	3	3	1	1	3	3	3	3	1	0	3	-9	3	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	2	-9	1	2	0
3	180	180	3	180	180	10348	1	2	40	2	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
1	93	93	1	93	93	10058	1	2	38	2	0	0	0	0	0	0	1	0	0	1	1	3	3	3	3	1	1	2	2	0	0	0	0	-9	-9	-9	-9	0	1	-9	2	-9	0	0	1	-9	1	-9	0	1	0	0	-9	0	-9	1	1	1	0	1	0	1	1	1	1	0	0	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	10	-9	-9	-9	-9	-9	2	2	4	-9	0	-9	0
2	93	93	330	3037	93	10203	1	2	49	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	9	-9	-9	1	1	4	-9	0	-9	0
3	151	151	3	3458	151	10321	2	3	38	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	0
3	277	277	3	277	277	10440	1	2	47	3	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	1	3	3	3	0	1	1	3	2	3	0	1	1	3	3	3	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	3	-9	0	-9	0
9	58	58	9	58	58	11036	1	2	44	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	1	1	1	1	2	2	0	0	-9	-9	-9	-9	1	1	2	2	2	2	0	1	-9	2	-9	3	1	1	3	3	3	0	0	1	-9	0	-9	2	0	1	-9	2	-9	2	0	1	-9	1	-9	0	0	1	-9	0	-9	0	0	1	-9	0	-9	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	1	1	4	-9	1	2	0
9	218	218	9	218	218	11178	2	2	37	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	0
3	44	44	3	44	44	10250	1	2	44	2	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	2	2	2	2	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	0	-9	0	-9	1	1	1	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	0	-9	0
9	159	159	9	159	159	11124	1	2	51	2	1	1	0	0	1	0	1	0	1	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	3	-9	3	-9	1	0	3	-9	3	-9	1	0	0	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
7	91	91	7	2316	91	10777	1	2	37	2	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
4	115	115	4	115	115	10558	1	1	41	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
4	150	150	4	150	150	10592	1	4	58	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
3	260	260	202	260	260	10423	2	2	41	2	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	-9	0	-9	1	1	3	2	3	0	1	1	3	1	3	0	1	1	1	0	0	0	1	1	3	1	1	0	1	1	3	3	3	2	0	1	-9	1	-9	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	1	0	0	1	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	10	-9	-9	3	-9	-9	1	2	4	-9	1	2	0
7	122	122	7	122	122	10807	1	1	44	2	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	0	1	0	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	1	1	1	1	0	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
7	203	203	7	203	203	10867	1	2	40	2	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
2	128	128	2	128	128	13313	1	2	57	2	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
4	107	107	232	107	107	10550	1	2	43	2	1	1	0	0	0	1	0	-8	1	1	1	0	0	1	1	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	1	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	-9	-9	-9	3	-9	-9	1	1	4	-9	0	-9	0
4	89	89	4	3169	89	10535	2	2	39	2	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	0	2	-9	3	-9	1	0	3	-9	0	-9	0	1	-9	0	-9	0	1	1	0	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	1	1	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	9	-9	-9	2	2	3	-9	0	-9	0
2	16	16	2	16	16	10141	1	1	52	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0
7	107	107	7	107	107	10792	1	1	48	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	1
