basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	shoedec	SHOECON1	SHOEVOT1	SHOECON2	SHOEVOT2	SHOECON3	SHOEVOT3	shoeprev	shoesat	shoeimpt	clotdec	CLOTCON1	CLOTVOT1	CLOTCON2	CLOTVOT2	CLOTCON3	CLOTVOT3	clotprev	clotsat	clotimpt	docdec	DOCCON1	DOCVOT1	DOCCON2	DOCVOT2	DOCCON3	DOCVOT3	docprev	docsat	docimpt	appldec	APPLCON1	APPLVOT1	APPLCON2	APPLVOT2	APPLCON3	APPLVOT3	applprev	applsat	applimpt	landdec	LANDCON1	LANDVOT1	LANDCON2	LANDVOT2	LANDCON3	LANDVOT3	landprev	landsat	landimpt	schldec	SCHLCON1	SCHLVOT1	SCHLCON2	SCHLVOT2	SCHLCON3	SCHLVOT3	schlprev	schlsat	schlimpt	workdec	WORKCON1	WORKVOT1	WORKCON2	WORKVOT2	WORKCON3	WORKVOT3	workprev	worksat	workimpt	rmondec	RMONCON1	RMONVOT1	RMONCON2	RMONVOT2	RMONCON3	RMONVOT3	rmonprev	rmonsat	rmonimpt	spoudec	SPOUCON1	SPOUVOT1	SPOUCON2	SPOUVOT2	SPOUCON3	SPOUVOT3	spouprev	spousat	spouimpt	vistdec	VISTCON1	VISTVOT1	VISTCON2	VISTVOT2	VISTCON3	VISTVOT3	vistprev	vistsat	vistimpt	giftdec	GIFTCON1	GIFTVOT1	GIFTCON2	GIFTVOT2	GIFTCON3	GIFTVOT3	giftprev	giftsat	giftimpt	helpdec	HELPCON1	HELPVOT1	HELPCON2	HELPVOT2	HELPCON3	HELPVOT3	helpprev	helpsat	helpimpt	usedec	USECON1	USEVOT1	USECON2	USEVOT2	USECON3	USEVOT3	useprev	usesat	useimpt	fpdec	FPCON1	FPVOT1	FPCON2	FPVOT2	FPCON3	FPVOT3	fpprev	fpsat	fpimpt	hhldhead	ownmoney	talkmon	hhbills	skipmeal	rincome	withoutr	wantwork	partearn	incomesp	trackmon	controlm	arguemon	knowmuch	justify	dontbuy	rpalive	hpalive	rmalive	hmalive	rmaeduc	rmaecon	gradepa	occupa	tallpa	gradema	occuma	tallma	gradegpa	occugpa	tallgpa	gradegma	occugma	tallgma	rsibling	birthord
9	146	146	9	146	146	11111	2	2	46	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	0	3	6	-9	-9	-9	-9	3	1	1	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	2	1	4	2	0	2	0	1	5	2	3	3	1	0	1	1	0	0	0	0	1	3	3	430	1	2	430	2	-8	-8	1	0	-8	1	7	5
2	121	121	7	3374	121	10230	1	2	37	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	2	2	4	-9	-9	2	1	3	1	1	4	2	2	-9	-9	1	-9	1	1	1	2	2	4	-9	-9	2	1	3	1	2	6.0	-9	-9.0	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	2	1	1	4	2	2	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	1	1	2	6	-9	-9	-9	-9	2	1	3	0	2	6	-9	-9	-9	-9	2	1	3	2	1	1	1	0	2	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	2	9	501	1	15	23	1	5	117	1	9	63	1	5	1
3	230	230	3	230	230	10396	1	1	61	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	0	1	2	1	1	3	2	3	-9	-9	0	1	2	1	1	4.0	2	2.0	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	3	1	1	1	3	0	2	0	1	5	1	4	1	3	0	0	0	1	1	1	1	-8	3	-8	993	1	-8	335	1	-8	692	1	-8	0	0	5	3
13	364	364	323	3015	364	11848	1	1	50	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	3	3	4	3.0	-9	-9.0	3	1	2	1	1	3	2	3	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	2.0	3	2.0	4	2	3	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	1	2	1	2	0	1	1	2	1	1	2	0	1	1	1	1	1	1	3	1	8	331	1	10	302	1	8	302	1	8	302	0	5	3
9	194	194	9	194	194	11158	1	2	49	2	1	1	4	2	2	-9	-9	1	-9	1	1	1	4	2	2.0	-9	-9.0	1	-9	2	1	1	2	2	4	-9	-9	2	1	3	1	1	2	2	4	-9	-9	2	1	2	1	1	2	2	4	-9	-9	2	1	2	1	1	3.0	2	3.0	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	1	1	1	4	2	2	-9	-9	1	-9	2	1	1	2	2	4	-9	-9	2	1	2	1	1	3	2	3	-9	-9	0	1	1	1	1	3	2	3	-9	-9	0	1	2	1	1	3	2	3	-9	-9	0	1	1	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	3	2	1	1	2	0	2	0	1	1	2	3	1	1	1	1	0	1	1	0	0	-8	1	2	701	0	-8	701	1	-8	470	0	-8	701	1	8	5
9	230	230	9	230	230	11185	1	2	50	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	1	1	1	1	2	5	-9	-9	2	1	2	1	1	3	2	3	-9	-9	2	1	1	0	2	6	-9	-9	-9	-9	2	1	2	1	1	3.0	2	3.0	-9	-9	2	1	2	0	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	1	0	1	6	-9	-9	-9	-9	1	-9	1	0	2	6	-9	-9	-9	-9	2	1	1	1	1	3	2	3	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	2	2	1	1	3	0	1	0	1	5	2	2	2	3	0	1	0	0	0	1	1	2	2	2	470	1	0	0	1	-8	-8	-8	6	43	1	10	8
3	180	180	3	180	180	10348	1	2	40	2	1	1	3	2	3	-9	-9	2	1	1	1	1	3	2	3.0	-9	-9.0	2	1	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	2	1	3	1	1	3	2	3	-9	-9	2	1	3	1	1	3.0	2	3.0	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	2	1	1	3	2	3	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	0	1	4	2	2	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	3	2	1	1	1	0	-9	-9	1	1	2	1	1	1	0	1	1	1	0	1	0	3	3	4	961	1	6	723	0	-8	-8	-8	-8	-8	-8	11	12
1	93	93	1	93	93	10058	1	2	38	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	3	2	3	-9	-9	2	1	3	0	2	6	-9	-9	-9	-9	2	1	1	1	1	3	2	3	-9	-9	2	1	2	1	1	4.0	2	2.0	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	2	1	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	2	2	4	-9	-9	2	1	3	1	1	4	2	2	-9	-9	1	-9	1	1	1	2	2	4	-9	-9	2	1	1	1	1	3	2	3	-9	-9	0	1	1	1	1	3	2	3	-9	-9	0	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	2	1	0	2	0	-9	-9	1	1	2	2	1	2	1	1	1	0	1	0	0	-8	2	-8	641	1	-8	0	1	-8	501	1	-8	335	2	4	3
2	93	93	330	3037	93	10203	1	2	49	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	3	4	3.0	-9	-9.0	4	1	3	1	1	3	2	3	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	3	1	1	3.0	4	3.0	-9	-9	4	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	2	1	1	1	0	2	1	1	1	2	3	3	1	1	1	1	0	1	0	1	2	2	0	303	0	0	303	1	-8	302	1	5	331	0	7	8
3	151	151	3	3458	151	10321	2	3	38	5	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	1	1	1	2	11	4	-9	-9	11	1	3	1	1	2	6	4	-9	-9	6	1	3	0	6	6	-9	-9	-9	-9	6	1	3	1	1	2.0	11	4.0	-9	-9	11	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	2	2	4	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	0	6	6	-9	-9	-9	-9	6	1	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	3	1	4	3	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	2	14	932	1	11	0	0	5	641	0	9	912	0	3	2
3	277	277	3	277	277	10440	1	2	47	3	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	1	-9	2	1	1	3	3	3	-9	-9	1	-9	3	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	2	6	-9	-9	-9	-9	2	0	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	2	2	4	-9	-9	2	1	2	1	1	2	2	4	-9	-9	2	1	2	2	1	5	3	1	2	0	0	0	1	1	1	3	1	0	0	0	1	1	1	3	2	3	772	1	3	335	2	0	757	1	3	302	1	9	2
9	58	58	9	58	58	11036	1	2	44	3	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	4.0	2	2.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	2	2	4	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	2	1	1	2	0	2	0	1	2	2	1	1	1	0	1	0	1	1	1	1	1	1	0	529	2	4	0	2	-8	470	1	-8	701	1	10	6
9	218	218	9	218	218	11178	2	2	37	5	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	3	0	1	1	2	5	-9	-9	2	1	3	0	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	3	1	2	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	3	2	4	771	1	4	914	1	-8	692	1	-8	0	1	4	3
3	44	44	3	44	44	10250	1	2	44	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	1	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	2	1	1	3	2	3	-9	-9	0	1	3	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	0	2	6	-9	-9	-9	-9	2	1	1	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	0	1	3	1	1	3	2	3	-9	-9	0	1	1	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	0	1	1	1	1	3	2	3	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	1	-9	3	2	1	1	1	0	-9	-9	0	1	2	1	1	1	0	0	0	1	0	1	1	2	2	3	757	1	3	302	0	13	602	1	9	302	0	13	3
9	159	159	9	159	159	11124	1	2	51	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	4	6	-9	-9.0	-9	-9.0	4	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	4	6	-9	-9	-9	-9	4	1	3	0	2	6	-9	-9	-9	-9	2	1	2	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	4	6	-9	-9	-9	-9	4	1	3	0	4	6	-9	-9	-9	-9	4	1	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	2	1	4	1	0	2	1	1	5	1	1	1	3	0	1	1	1	1	1	1	-8	-8	-8	824	1	-8	-8	0	-8	757	0	-8	0	0	2	3
7	91	91	7	2316	91	10777	1	2	37	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	4	2	2	-9	-9	2	1	3	1	1	2	2	4	-9	-9	2	1	3	0	2	6	-9	-9	-9	-9	2	1	1	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	0	1	6	-9	-9	-9	-9	1	-9	1	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	1	2	5	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	3	0	2	6	-9	-9	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	3	1	1	4	2	2	-9	-9	1	-9	3	2	1	1	3	0	-9	-9	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	11	761	1	8	0	0	8	470	1	8	303	1	8	3
4	115	115	4	115	115	10558	1	1	41	5	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	4	3	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	2	11	857	1	11	231	0	-8	828	1	6	302	0	4	1
4	150	150	4	150	150	10592	1	4	58	4	1	4	6	-9	-9	-9	-9	4	1	3	1	1	6	-9	-9.0	-9	-9.0	1	-9	3	1	1	3	2	3	-9	-9	0	1	3	1	4	6	-9	-9	-9	-9	4	1	3	1	2	6	-9	-9	-9	-9	2	1	3	1	4	6.0	-9	-9.0	-9	-9	4	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	4	6	-9	-9	-9	-9	4	1	1	1	1	4	2	2	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	9	0	4	2	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	0	3	3	-8	430	1	-8	331	2	-8	303	1	-8	303	2	6	5
3	260	260	202	260	260	10423	2	2	41	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	5.0	2	1.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	1	1	2	6	-9	-9	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	1	0	2	6	-9	-9	-9	-9	2	1	1	1	2	6	-9	-9	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	2	1	6	3	0	2	0	1	1	2	1	1	3	0	0	1	1	1	1	1	-8	2	-8	641	1	-8	335	1	-8	853	1	-8	0	2	7	5
7	203	203	7	203	203	10867	1	2	40	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	4	2	2.0	-9	-9.0	1	-9	2	1	1	2	2	4	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	2	1	1	3	2	3	-9	-9	2	1	3	1	1	3.0	2	3.0	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	1	4	2	2	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	1	-9	3	1	1	3	2	3	-9	-9	1	-9	3	2	1	1	1	0	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	9	601	1	6	335	1	10	771	1	6	0	1	5	1
7	122	122	7	122	122	10807	1	1	44	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	2	1	1	4	2	2	-9	-9	2	1	2	1	1	4.0	2	2.0	-9	-9	2	1	3	1	1	4	2	2	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	4	2	2	-9	-9	2	1	3	1	1	3	2	3	-9	-9	2	1	2	1	1	1	1	0	2	1	0	1	2	1	1	1	0	0	0	1	1	1	1	2	2	2	771	1	3	711	0	6	0	1	6	119	0	12	8
4	89	89	4	3169	89	10535	2	2	39	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9.0	-9	-9.0	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	2	0	2	6	-9	-9	-9	-9	2	1	2	1	1	6.0	-9	-9.0	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	3	0	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	0	2	6	-9	-9	-9	-9	2	1	1	1	2	6	-9	-9	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	2	2	1	1	1	0	2	1	0	1	2	4	1	1	1	1	1	1	0	1	1	3	3	4	771	1	6	829	1	-8	-8	-8	-8	914	1	6	4
2	128	128	2	128	128	13313	1	2	57	2	1	1	6	-9	-9	-9	-9	1	-9	1	1	3	6	-9	-9.0	-9	-9.0	3	1	2	1	1	2	2	4	-9	-9	2	1	3	1	2	4	3	2	-9	-9	2	1	1	0	2	6	-9	-9	-9	-9	2	1	2	1	2	6.0	-9	-9.0	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	2	2	4	-9	-9	2	1	2	1	1	5	2	1	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	1	0	1	1	2	5	-9	-9	2	1	1	1	1	2	2	4	-9	-9	2	1	3	1	1	2	2	4	-9	-9	2	1	3	2	1	1	2	0	2	1	1	1	2	2	2	1	1	1	1	0	1	0	0	-8	2	-8	771	1	-8	335	1	-8	-8	-8	-8	-8	-8	5	4
4	107	107	232	107	107	10550	1	2	43	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	1	1	1	3	2	3	-9	-9	2	1	1	1	1	3.0	2	3.0	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	1	1	1	3	2	3	-9	-9	2	1	2	1	1	3	2	3	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	2	1	1	3	2	3	-9	-9	2	1	2	2	1	1	2	0	-9	-9	1	1	2	3	3	1	1	1	1	1	1	1	1	1	3	12	680	0	14	335	1	6	771	1	4	302	2	3	1
2	16	16	2	16	16	10141	1	1	52	5	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	0	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	3	1	1	6.0	-9	-9.0	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	1	1	2	6	-9	-9	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	3	1	1	4	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	2	2	6	892	1	0	0	0	-8	-8	-8	6	913	1	6	7
7	107	107	7	107	107	10792	1	1	48	5	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	2	2	4	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	3	0	2	6	-9	-9	-9	-9	2	1	1	1	2	6.0	-9	-9.0	-9	-9	2	1	2	0	1	6	-9	-9	-9	-9	1	-9	1	1	1	6	-9	-9	-9	-9	1	-9	3	1	2	6	-9	-9	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	1	1	2	6	-9	-9	-9	-9	2	1	1	1	1	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	1	1	2	2	11	809	1	6	0	2	-8	-8	-8	11	111	2	9	1
5	19	19	247	2580	19	10617	1	2	41	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9.0	-9	-9.0	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	3	1	1	5	2	1	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	2	1	2	1	1	6.0	-9	-9.0	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	0	1	2	2	4	-9	-9	2	1	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	3	2	3	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	1	1	1	6	-9	-9	-9	-9	1	-9	2	2	1	1	3	0	2	0	1	1	2	1	1	1	0	1	1	0	1	1	1	-8	2	-8	400	1	-8	860	1	-8	430	1	-8	0	1	7	1
10	221	221	10	221	221	11343	1	2	39	2	1	2	6	-9	-9	-9	-9	2	1	2	1	2	6	-9	-9.0	-9	-9.0	2	1	2	1	2	6	-9	-9	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	2	0	2	6	-9	-9	-9	-9	2	1	2	1	1	6.0	-9	-9.0	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	1	6	-9	-9	-9	-9	1	-9	2	1	2	6	-9	-9	-9	-9	2	1	3	1	2	6	-9	-9	-9	-9	2	1	3	1	1	6	-9	-9	-9	-9	1	-9	2	0	2	6	-9	-9	-9	-9	2	1	2	1	1	2	2	4	-9	-9	2	1	2	1	2	6	-9	-9	-9	-9	2	1	2	2	1	1	3	0	2	1	1	0	2	2	2	0	0	1	0	1	1	1	1	2	2	6	400	0	0	400	1	0	335	1	6	335	1	7	4
