basebrgy	basehhno	basewman	uncmomid	uncchdid	MOMCH07	linenumb	relhead	relmom	relindex	sex	monbirth	yearbirt	age	gradecom	vocation	inschool
7	61	61	10752	20752	1	5	4	4	6	1	12	1985	21	-9	0	-9
7	61	61	10752	20752	1	6	5	5	7	2	10	1992	15	-9	0	-9
7	61	61	10752	20752	1	7	19	19	1	1	8	1980	27	-9	0	-9
7	61	61	10752	20752	1	8	5	5	34	2	7	1983	24	15	0	0
7	105	105	10790	20790	1	1	0	1	2	1	6	1958	49	-9	0	-9
7	61	61	10752	20752	1	9	9	9	5	2	11	2006	1	-9	0	-9
7	105	105	10790	20790	1	2	1	0	3	2	7	1955	52	13	0	0
7	105	105	10790	20790	1	3	5	5	34	2	11	1983	24	11	0	0
7	105	105	10790	20790	1	4	4	4	6	1	1	1986	21	-9	0	-9
7	105	105	10790	20790	1	5	5	5	7	2	11	1987	20	-9	0	-9
7	136	136	10817	20817	2	1	0	0	3	2	5	1960	47	6	0	0
7	136	136	10817	20817	2	2	1	1	2	1	4	1957	50	-9	0	-9
7	136	136	10817	20817	2	3	5	5	7	2	8	1987	20	-9	0	-9
7	136	136	10817	20817	2	4	4	4	6	1	7	1989	18	-9	0	-9
7	136	136	10817	20817	2	5	5	5	7	2	9	1993	14	-9	0	-9
7	136	136	10817	20817	2	6	4	4	6	1	7	1979	28	-9	0	-9
7	136	136	10817	20817	2	7	20	20	22	2	2	1985	22	-9	0	-9
7	136	136	10817	20817	2	8	8	8	15	1	9	2003	4	-9	0	-9
7	45	45	10740	20740	1	1	0	1	2	1	10	1960	47	-9	0	-9
7	45	45	10740	20740	1	2	1	0	3	2	1	1962	45	8	0	0
24	10	10	12753	22753	2	4	9	9	16	2	6	1999	8	-9	0	-9
8	6	6	10895	20895	1	1	0	0	3	2	6	1961	46	11	0	0
8	6	6	10895	20895	1	2	4	4	6	1	5	1980	27	-9	0	-9
8	6	6	10895	20895	1	3	5	5	34	2	5	1983	24	15	0	0
8	6	6	10895	20895	1	4	3	3	11	2	2	1926	81	-9	0	-9
8	111	111	10967	20967	2	1	0	1	2	1	4	1962	45	-9	0	-9
8	111	111	10967	20967	2	2	1	0	3	2	7	1960	47	15	0	0
8	111	111	10967	20967	2	3	4	4	6	1	8	1987	20	-9	0	-9
8	111	111	10967	20967	2	4	5	5	7	2	1	1990	17	-9	0	-9
23	25	25	12737	22737	2	1	0	1	2	1	7	1955	52	-9	0	-9
23	25	25	12737	22737	2	2	1	0	3	2	5	1958	49	6	0	0
23	25	25	12737	22737	2	3	5	5	7	2	3	1987	20	-9	0	-9
23	25	25	12737	22737	2	4	5	5	7	2	10	1992	15	-9	0	-9
23	25	25	12737	22737	2	5	8	8	15	1	3	1997	10	-9	0	-9
23	25	25	12737	22737	2	6	9	9	16	2	11	2007	0	-9	0	-9
23	11	11	12723	22723	1	1	0	1	2	1	4	1956	51	-9	0	-9
23	11	11	12723	22723	1	2	1	0	3	2	2	1960	47	6	0	0
23	11	11	12723	22723	1	3	4	4	34	1	6	1983	24	11	0	1
23	11	11	12723	22723	1	4	4	4	6	1	12	1991	15	-9	0	-9
23	11	11	12723	22723	1	5	4	4	6	1	10	1997	10	-9	0	-9
23	11	11	12723	22723	1	6	5	5	7	2	11	1980	27	-9	0	-9
23	11	11	12723	22723	1	7	19	19	21	1	11	1978	29	-9	0	-9
23	11	11	12723	22723	1	8	8	8	15	1	10	2000	7	-9	0	-9
23	11	11	12723	22723	1	9	9	9	16	2	3	2003	4	-9	0	-9
23	11	11	12723	22723	1	10	9	9	16	2	4	2004	3	-9	0	-9
23	32	32	12743	22743	2	1	0	0	3	2	12	1950	56	3	0	0
23	32	32	12743	22743	2	2	4	4	6	1	7	1982	25	-9	0	-9
23	32	32	12743	22743	2	3	4	4	6	1	10	1985	22	-9	0	-9
23	28	28	12740	22740	1	1	0	1	2	1	11	1953	54	-9	0	-9
23	28	28	12740	22740	1	2	1	0	3	2	10	1958	49	11	0	0
6	73	73	10672	20672	2	1	0	1	2	1	8	1951	56	-9	0	-9
6	73	73	10672	20672	2	2	1	0	3	2	1	1957	50	5	0	0
6	73	73	10672	20672	2	3	4	4	6	1	5	1985	22	-9	0	-9
6	73	73	10672	20672	2	4	5	5	7	2	2	1999	8	-9	0	-9
6	73	73	10672	20672	2	5	5	5	7	2	8	2003	4	-9	0	-9
6	73	73	10672	20672	2	6	4	4	6	1	11	1981	26	-9	0	-9
6	73	73	10672	20672	2	7	20	20	22	2	3	1984	23	-9	0	-9
6	73	73	10672	20672	2	8	9	9	16	2	4	2007	0	-9	0	-9
6	73	73	10672	20672	2	9	45	45	45	1	6	1996	11	-9	0	-9
6	19	19	10628	20628	2	1	0	1	2	1	8	1948	59	-9	0	-9
6	19	19	10628	20628	2	2	1	0	3	2	8	1949	58	2	0	0
6	29	29	10638	20638	2	1	0	1	2	1	2	1960	47	-9	0	-9
6	29	29	10638	20638	2	2	1	0	3	2	7	1958	49	8	0	0
6	29	29	10638	20638	2	3	5	5	7	2	9	1988	19	-9	0	-9
6	29	29	10638	20638	2	4	4	4	6	1	8	1997	10	-9	0	-9
6	108	108	10700	20700	2	1	0	1	2	1	5	1958	49	-9	0	-9
6	108	108	10700	20700	2	2	1	0	3	2	3	1961	46	10	0	0
6	108	108	10700	20700	2	3	4	4	6	1	4	1980	27	-9	0	-9
6	108	108	10700	20700	2	4	4	4	6	1	3	1989	18	-9	0	-9
6	108	108	10700	20700	2	5	4	4	6	1	1	1991	16	-9	0	-9
6	108	108	10700	20700	2	6	4	4	6	1	8	1994	13	-9	0	-9
6	108	108	10700	20700	2	7	5	5	7	2	9	1996	11	-9	0	-9
6	108	108	10700	20700	2	8	4	4	6	1	9	1982	25	-9	0	-9
6	108	108	10700	20700	2	9	20	20	22	2	2	1986	21	-9	0	-9
6	108	108	10700	20700	2	10	9	9	16	2	7	2007	0	-9	0	-9
6	101	101	10695	20695	1	1	0	1	2	1	4	1957	50	-9	0	-9
6	101	101	10695	20695	1	2	1	0	3	2	8	1956	51	3	0	0
6	101	101	10695	20695	1	3	4	4	34	1	9	1983	24	11	0	0
6	101	101	10695	20695	1	4	8	8	15	1	10	2000	7	-9	0	-9
6	47	47	10654	20654	1	1	0	0	3	2	11	1959	48	3	0	0
19	23	23	12601	22601	1	4	4	4	6	1	1	1975	32	-9	0	-9
19	23	23	12601	22601	1	5	5	5	34	2	3	1984	23	11	0	0
19	23	23	12601	22601	1	6	4	4	6	1	7	1988	19	-9	0	-9
19	22	22	12600	22600	2	1	0	1	2	1	2	1954	53	-9	0	-9
19	22	22	12600	22600	2	2	1	0	3	2	10	1956	51	13	0	0
19	22	22	12600	22600	2	3	5	5	7	2	10	1982	25	-9	0	-9
19	22	22	12600	22600	2	4	5	5	7	2	11	1985	21	-9	0	-9
19	17	17	12595	22595	1	1	0	1	2	1	1	1950	57	-9	0	-9
19	17	17	12595	22595	1	2	1	0	3	2	4	1951	56	8	0	0
19	17	17	12595	22595	1	3	5	5	7	2	6	1973	34	-9	0	-9
19	17	17	12595	22595	1	4	5	5	7	2	4	1982	25	-9	0	-9
19	17	17	12595	22595	1	5	5	5	34	2	2	1984	23	10	0	0
19	17	17	12595	22595	1	6	4	4	6	1	9	1987	20	-9	0	-9
19	17	17	12595	22595	1	7	4	4	6	1	6	1992	15	-9	0	-9
6	110	110	10702	20702	1	1	0	1	2	1	9	1937	70	-9	0	-9
6	110	110	10702	20702	1	2	1	0	3	2	2	1955	52	6	0	0
19	18	18	12596	22596	1	1	0	1	2	1	11	1951	56	-9	0	-9
19	18	18	12596	22596	1	2	1	0	3	2	4	1954	53	6	0	0
19	18	18	12596	22596	1	3	5	5	7	2	6	1982	25	-9	0	-9
6	110	110	10702	20702	1	3	5	5	7	2	4	1976	30	-9	0	-9
19	18	18	12596	22596	1	4	4	4	34	1	3	1984	23	16	0	0
6	110	110	10702	20702	1	4	5	5	7	2	10	1978	28	-9	0	-9
19	18	18	12596	22596	1	5	4	4	6	1	10	1985	22	-9	0	-9
6	110	110	10702	20702	1	5	4	4	6	1	4	1981	26	-9	0	-9
19	18	18	12596	22596	1	6	5	5	7	2	5	1989	18	-9	0	-9
6	110	110	10702	20702	1	6	4	4	34	1	12	1983	23	14	0	1
6	110	110	10702	20702	1	7	8	8	15	1	8	2000	7	-9	0	-9
6	110	110	10702	20702	1	8	8	8	15	1	3	2003	4	-9	0	-9
6	107	107	10699	20699	1	1	0	1	2	1	5	1962	45	-9	0	-9
6	107	107	10699	20699	1	2	1	0	3	2	12	1965	42	6	0	0
3	308	308	10467	20467	1	2	1	0	3	2	6	1960	47	8	0	0
3	308	308	10467	20467	1	3	4	4	6	1	10	1981	25	-9	0	-9
3	308	308	10467	20467	1	4	5	5	34	2	4	1984	23	16	0	0
3	308	308	10467	20467	1	5	5	5	7	2	11	1988	18	-9	0	-9
3	308	308	10467	20467	1	6	4	4	6	1	9	1992	15	-9	0	-9
3	308	308	10467	20467	1	7	4	4	6	1	7	1987	20	-9	0	-9
3	308	308	10467	20467	1	8	20	20	22	2	12	1989	17	-9	0	-9
3	164	164	10333	20333	1	7	15	26	14	1	5	1982	25	-9	0	-9
3	164	164	10333	20333	1	8	16	27	14	2	1	1990	17	-9	0	-9
3	164	164	10333	20333	1	9	16	27	14	2	5	1995	12	-9	0	-9
3	229	229	10395	20395	1	1	0	1	2	1	7	1956	51	-9	0	-9
3	229	229	10395	20395	1	2	1	0	3	2	6	1956	51	6	0	0
3	229	229	10395	20395	1	3	5	5	34	2	1	1984	23	11	0	0
3	229	229	10395	20395	1	4	5	5	7	2	7	1989	18	-9	0	-9
3	229	229	10395	20395	1	5	19	19	21	1	1	1984	23	-9	0	-9
3	229	229	10395	20395	1	6	5	5	7	2	5	1985	22	-9	0	-9
3	229	229	10395	20395	1	7	8	8	15	1	6	2005	2	-9	0	-9
3	229	229	10395	20395	1	8	4	4	6	1	3	1987	20	-9	0	-9
3	229	229	10395	20395	1	9	20	20	22	2	11	1985	21	-9	0	-9
3	229	229	10395	20395	1	10	9	9	16	2	10	2006	1	-9	0	-9
3	144	144	10315	20315	1	1	0	1	2	1	7	1954	53	-9	0	-9
3	144	144	10315	20315	1	2	1	0	3	2	7	1960	47	9	0	0
3	144	144	10315	20315	1	3	4	4	6	1	6	1979	28	-9	0	-9
3	144	144	10315	20315	1	4	5	5	34	2	9	1983	24	15	0	0
3	144	144	10315	20315	1	5	6	21	12	1	12	1941	65	-9	0	-9
3	118	118	10302	20302	1	1	0	1	2	1	5	1954	53	-9	0	-9
3	118	118	10302	20302	1	2	1	0	3	2	3	1949	58	15	0	0
3	118	118	10302	20302	1	3	4	4	6	1	1	1978	29	-9	0	-9
3	58	58	10260	20260	1	1	0	1	2	1	1	1953	54	-9	0	-9
3	58	58	10260	20260	1	2	1	0	3	2	12	1952	54	15	0	0
3	313	313	10470	20470	1	6	8	8	15	1	10	2002	5	-9	0	-9
3	313	313	10470	20470	1	7	9	9	16	2	8	2003	4	-9	0	-9
3	313	313	10470	20470	1	8	20	20	22	2	9	1982	25	-9	0	-9
3	313	313	10470	20470	1	9	8	8	15	1	3	2005	2	-9	0	-9
3	270	270	10433	20433	1	1	0	1	2	1	5	1944	63	-9	0	-9
3	270	270	10433	20433	1	2	1	0	3	2	9	1953	54	5	0	0
3	270	270	10433	20433	1	3	4	4	6	1	8	1987	20	-9	0	-9
3	270	270	10433	20433	1	4	4	4	34	1	3	1984	23	12	0	0
3	270	270	10433	20433	1	5	20	20	1	2	11	1984	23	-9	0	-9
3	270	270	10433	20433	1	6	9	9	5	2	11	2005	2	-9	0	-9
3	270	270	10433	20433	1	7	8	8	4	1	11	2006	1	-9	0	-9
3	270	270	10433	20433	1	8	9	9	16	2	7	1993	14	-9	0	-9
3	78	78	10275	20275	2	1	0	1	2	1	6	1962	45	-9	0	-9
3	78	78	10275	20275	2	2	1	0	3	2	11	1962	45	9	0	0
3	78	78	10275	20275	2	3	5	5	42	2	6	1988	19	-9	0	-9
3	78	78	10275	20275	2	4	4	4	41	1	4	1991	16	-9	0	-9
3	78	78	10275	20275	2	5	5	5	42	2	2	1993	14	-9	0	-9
3	273	273	10436	20436	1	1	0	1	2	1	3	1955	52	-9	0	-9
3	273	273	10436	20436	1	2	1	0	3	2	7	1952	55	11	1	0
3	273	273	10436	20436	1	3	4	4	34	1	1	1984	23	15	0	1
3	273	273	10436	20436	1	4	4	4	6	1	1	1990	17	-9	0	-9
3	90	90	10286	20286	1	1	0	0	3	2	12	1957	50	15	0	0
3	90	90	10286	20286	1	2	4	4	34	1	8	1983	24	14	0	1
3	90	90	10286	20286	1	3	4	4	6	1	11	1988	19	-9	0	-9
3	90	90	10286	20286	1	4	4	4	6	1	2	1990	17	-9	0	-9
3	90	90	10286	20286	1	5	4	4	6	1	8	1996	11	-9	0	-9
3	90	90	10286	20286	1	6	6	6	12	1	10	1989	18	-9	0	-9
3	87	87	10283	20283	1	1	0	1	2	1	3	1944	63	-9	0	-9
3	87	87	10283	20283	1	2	1	0	3	2	1	1946	61	6	0	0
3	87	87	10283	20283	1	3	5	5	34	2	7	1983	24	11	0	0
6	107	107	10699	20699	1	3	4	4	34	1	11	1983	24	11	0	0
6	107	107	10699	20699	1	4	5	5	7	2	2	1986	21	-9	0	-9
6	107	107	10699	20699	1	5	5	5	7	2	10	1998	9	-9	0	-9
19	12	12	12590	22590	1	1	0	1	2	1	5	1957	50	-9	0	-9
19	12	12	12590	22590	1	2	1	0	3	2	9	1958	49	9	0	0
19	12	12	12590	22590	1	3	4	4	6	1	7	1981	26	-9	0	-9
19	12	12	12590	22590	1	4	4	4	6	1	1	1985	22	-9	0	-9
19	12	12	12590	22590	1	5	5	5	7	2	7	1986	21	-9	0	-9
19	12	12	12590	22590	1	6	19	19	1	1	-8	1978	29	-9	0	-9
19	12	12	12590	22590	1	7	5	5	34	2	8	1983	24	11	0	0
19	12	12	12590	22590	1	8	9	9	5	2	8	2005	2	-9	0	-9
19	12	12	12590	22590	1	9	9	9	5	2	5	2006	1	-9	0	-9
19	20	20	12598	22598	1	1	0	1	2	1	12	1959	47	-9	0	-9
19	20	20	12598	22598	1	2	1	0	3	2	3	1960	47	10	0	0
19	20	20	12598	22598	1	3	5	5	34	2	1	1984	23	11	0	0
19	20	20	12598	22598	1	4	4	4	6	1	9	1989	18	-9	0	-9
19	27	27	12603	22603	2	1	0	0	3	2	3	1947	60	5	0	0
19	27	27	12603	22603	2	2	1	1	2	1	3	1948	59	-9	0	-9
19	27	27	12603	22603	2	3	9	9	16	2	5	2004	3	-9	0	-9
19	10	10	12588	22588	1	1	0	1	2	1	7	1956	51	-9	0	-9
19	10	10	12588	22588	1	2	1	0	3	2	4	1958	49	11	0	0
19	10	10	12588	22588	1	3	4	4	34	1	7	1983	24	11	1	0
19	10	10	12588	22588	1	4	5	5	7	2	9	1985	22	-9	0	-9
19	10	10	12588	22588	1	5	8	8	15	1	6	2003	4	-9	0	-9
6	66	66	10666	20666	1	1	0	1	2	1	7	1955	52	-9	0	-9
6	66	66	10666	20666	1	2	1	0	3	2	2	1958	49	18	0	0
6	66	66	10666	20666	1	3	5	5	34	2	10	1983	24	15	0	0
6	66	66	10666	20666	1	4	4	4	6	1	12	1979	27	-9	0	-9
6	66	66	10666	20666	1	5	20	20	22	2	1	1980	27	-9	0	-9
6	66	66	10666	20666	1	6	29	29	29	2	3	1986	21	-9	0	-9
3	58	58	10260	20260	1	3	4	4	6	1	3	1981	26	-9	0	-9
3	58	58	10260	20260	1	4	5	5	34	2	7	1983	24	15	0	0
3	118	118	10302	20302	1	4	4	4	34	1	9	1983	24	15	0	0
3	173	173	10341	20341	1	1	0	1	2	1	2	1956	51	-9	0	-9
3	173	173	10341	20341	1	2	1	0	3	2	12	1959	48	6	0	0
3	173	173	10341	20341	1	3	4	4	6	1	10	1988	19	-9	0	-9
3	173	173	10341	20341	1	4	5	5	34	2	10	1983	24	10	0	0
3	173	173	10341	20341	1	5	19	19	1	1	4	1983	24	-9	0	-9
3	173	173	10341	20341	1	6	8	8	4	1	7	2001	6	-9	0	-9
3	173	173	10341	20341	1	7	8	8	4	1	10	2003	4	-9	0	-9
3	173	173	10341	20341	1	8	8	8	4	1	10	2005	2	-9	0	-9
3	304	304	10465	20465	1	1	0	1	2	1	4	1953	54	-9	0	-9
3	304	304	10465	20465	1	2	1	0	3	2	3	1952	55	11	0	0
3	295	295	10458	20458	2	1	0	1	2	1	3	1970	37	-9	0	-9
3	304	304	10465	20465	1	3	4	4	34	1	4	1984	23	12	0	0
3	295	295	10458	20458	2	2	1	0	3	2	7	1966	41	15	0	0
3	295	295	10458	20458	2	3	4	4	6	1	6	1987	20	-9	0	-9
3	304	304	10465	20465	1	4	19	19	21	1	12	1979	27	-9	0	-9
3	295	295	10458	20458	2	4	5	5	7	2	11	1988	19	-9	0	-9
3	295	295	10458	20458	2	5	5	5	7	2	10	1990	17	-9	0	-9
3	304	304	10465	20465	1	5	5	5	7	2	7	1982	25	-9	0	-9
3	295	295	10458	20458	2	6	4	4	6	1	3	2005	2	-9	0	-9
3	304	304	10465	20465	1	6	8	8	15	1	9	2002	5	-9	0	-9
3	295	295	10458	20458	2	7	18	3	11	2	2	1930	77	-9	0	-9
3	304	304	10465	20465	1	7	9	9	16	2	7	2006	1	-9	0	-9
3	304	304	10465	20465	1	8	9	9	16	2	6	2000	7	-9	0	-9
3	304	304	10465	20465	1	9	8	8	15	1	7	2003	4	-9	0	-9
3	210	210	10378	20378	2	1	0	1	2	1	7	1952	55	-9	0	-9
3	210	210	10378	20378	2	2	1	0	3	2	7	1965	42	6	0	0
3	210	210	10378	20378	2	3	4	4	6	1	7	1984	23	-9	0	-9
3	87	87	10283	20283	1	4	19	19	1	1	9	1978	29	-9	0	-9
3	87	87	10283	20283	1	5	31	31	21	1	4	1987	20	-9	0	-9
3	107	107	10295	20295	1	1	0	1	2	1	7	1959	48	-9	0	-9
3	107	107	10295	20295	1	2	1	0	3	2	10	1960	47	11	0	0
3	107	107	10295	20295	1	3	4	4	6	1	11	1991	16	-9	0	-9
3	107	107	10295	20295	1	4	5	5	34	2	8	1983	24	11	0	0
3	107	107	10295	20295	1	5	8	8	4	1	12	2002	5	-9	0	-9
3	53	53	10256	20256	1	1	0	1	2	1	11	1951	56	-9	0	-9
3	53	53	10256	20256	1	2	1	0	3	2	4	1963	44	6	0	0
3	53	53	10256	20256	1	3	4	4	34	1	7	1983	24	6	0	0
3	53	53	10256	20256	1	4	5	5	7	2	5	1986	22	-9	0	-9
3	53	53	10256	20256	1	5	5	5	7	2	6	1988	19	-9	0	-9
3	53	53	10256	20256	1	6	4	4	6	1	8	1992	15	-9	0	-9
3	53	53	10256	20256	1	7	4	4	6	1	1	1998	9	-9	0	-9
3	194	194	10362	20362	1	1	0	1	2	1	1	1962	45	-9	0	-9
3	194	194	10362	20362	1	2	1	0	3	2	5	1963	44	8	0	0
3	194	194	10362	20362	1	3	4	4	6	1	5	1981	26	-9	0	-9
3	194	194	10362	20362	1	4	4	4	34	1	11	1983	24	6	0	0
3	194	194	10362	20362	1	5	5	5	7	2	1	1991	16	-9	0	-9
3	194	194	10362	20362	1	6	4	4	6	1	1	1993	14	-9	0	-9
3	194	194	10362	20362	1	7	4	4	6	1	8	2001	6	-9	0	-9
3	194	194	10362	20362	1	8	3	18	11	2	12	1939	67	-9	0	-9
6	85	85	10681	20681	2	1	0	1	2	1	3	1951	56	-9	0	-9
6	85	85	10681	20681	2	2	1	0	3	2	7	1953	54	6	0	0
6	85	85	10681	20681	2	3	4	4	6	1	6	1976	31	-9	0	-9
6	85	85	10681	20681	2	4	5	5	7	2	1	1979	28	-9	0	-9
6	85	85	10681	20681	2	5	9	9	16	2	7	1996	11	-9	0	-9
6	85	85	10681	20681	2	6	8	8	15	1	6	2004	3	-9	0	-9
6	85	85	10681	20681	2	7	8	8	15	1	6	1993	14	-9	0	-9
6	85	85	10681	20681	2	8	8	8	15	1	10	1994	13	-9	0	-9
6	40	40	10648	20648	1	2	1	0	3	2	7	1961	46	9	0	0
6	40	40	10648	20648	1	3	4	4	6	1	5	1985	22	-9	0	-9
6	40	40	10648	20648	1	4	4	4	6	1	8	1995	12	-9	0	-9
6	40	40	10648	20648	1	5	4	4	6	1	6	2001	6	-9	0	-9
6	40	40	10648	20648	1	6	4	4	34	1	8	1983	24	12	0	0
6	40	40	10648	20648	1	7	20	20	1	2	9	1985	22	-9	0	-9
6	40	40	10648	20648	1	8	9	9	5	2	10	2005	2	-9	0	-9
6	40	40	10648	20648	1	9	8	8	4	1	1	2007	0	-9	0	-9
3	126	126	10306	20306	2	1	0	1	2	1	4	1960	47	-9	0	-9
3	126	126	10306	20306	2	2	1	0	3	2	3	1958	49	11	0	0
3	126	126	10306	20306	2	3	4	4	6	1	9	1979	28	-9	0	-9
3	126	126	10306	20306	2	4	4	4	6	1	9	1989	18	-9	0	-9
3	126	126	10306	20306	2	5	5	5	7	2	7	1992	15	-9	0	-9
3	126	126	10306	20306	2	6	5	5	7	2	5	1995	12	-9	0	-9
3	126	126	10306	20306	2	7	26	15	14	1	5	1984	23	-9	0	-9
3	126	126	10306	20306	2	8	26	15	14	1	3	2002	5	-9	0	-9
7	149	149	10826	20826	2	1	0	0	3	2	4	1961	46	3	0	0
7	149	149	10826	20826	2	2	1	1	2	1	5	1941	66	-9	0	-9
7	149	149	10826	20826	2	3	4	4	6	1	8	1985	22	-9	0	-9
7	149	149	10826	20826	2	4	5	5	7	2	2	1991	16	-9	0	-9
7	149	149	10826	20826	2	5	5	5	7	2	6	1993	14	-9	0	-9
3	174	174	10342	20342	1	1	0	1	2	1	4	1963	44	-9	0	-9
3	174	174	10342	20342	1	2	1	0	3	2	5	1962	45	11	0	0
7	149	149	10826	20826	2	6	5	5	7	2	6	1995	12	-9	0	-9
3	174	174	10342	20342	1	3	4	4	34	1	8	1983	24	11	0	1
3	174	174	10342	20342	1	4	4	4	6	1	1	1986	21	-9	0	-9
7	149	149	10826	20826	2	7	5	5	7	2	6	1997	10	-9	0	-9
7	149	149	10826	20826	2	8	5	5	7	2	8	1999	8	-9	0	-9
7	149	149	10826	20826	2	9	4	4	6	1	5	2001	6	-9	0	-9
7	149	149	10826	20826	2	10	4	4	6	1	12	1982	24	-9	0	-9
7	97	97	10782	20782	2	4	5	5	7	2	5	1993	14	-9	0	-9
7	97	97	10782	20782	2	5	5	5	7	2	10	1995	12	-9	0	-9
7	110	110	10795	20795	2	1	0	1	2	1	3	1956	51	-9	0	-9
7	110	110	10795	20795	2	2	1	0	3	2	2	1959	48	1	0	0
7	110	110	10795	20795	2	3	4	4	6	1	7	1979	28	-9	0	-9
21	20	20	12691	22691	2	1	0	0	3	2	12	1943	63	0	0	0
7	110	110	10795	20795	2	4	9	9	16	2	3	1995	12	-9	0	-9
21	20	20	12691	22691	2	2	4	4	6	1	3	1980	27	-9	0	-9
7	110	110	10795	20795	2	5	9	9	16	2	12	2002	4	-9	0	-9
7	110	110	10795	20795	2	6	9	9	16	2	10	2004	2	-9	0	-9
21	20	20	12691	22691	2	3	4	4	6	1	4	1982	25	-9	0	-9
21	20	20	12691	22691	2	4	5	5	7	2	8	1985	22	-9	0	-9
7	126	126	10811	20811	2	1	0	1	2	1	12	1955	51	-9	0	-9
7	126	126	10811	20811	2	2	1	0	3	2	1	1963	44	4	0	0
7	126	126	10811	20811	2	3	4	4	6	1	2	1986	21	-9	0	-9
7	126	126	10811	20811	2	4	18	3	11	2	6	1930	77	-9	0	-9
21	6	6	12678	22678	1	1	0	1	2	1	6	1951	56	-9	0	-9
21	6	6	12678	22678	1	2	1	0	3	2	1	1960	47	3	0	0
21	6	6	12678	22678	1	3	4	4	34	1	6	1983	24	10	0	0
21	6	6	12678	22678	1	4	4	4	6	1	10	1992	15	-9	0	-9
21	6	6	12678	22678	1	5	4	4	6	1	6	1995	12	-9	0	-9
21	6	6	12678	22678	1	6	4	4	6	1	1	2000	7	-9	0	-9
7	31	31	10734	20734	1	1	0	1	2	1	1	1942	65	-9	0	-9
7	31	31	10734	20734	1	2	1	0	3	2	5	1940	67	13	0	0
7	31	31	10734	20734	1	3	5	5	7	2	11	1973	33	-9	0	-9
7	31	31	10734	20734	1	4	4	4	34	1	5	1983	24	6	0	0
21	9	9	12681	22681	1	1	0	1	2	1	7	1949	58	-9	0	-9
21	9	9	12681	22681	1	2	1	0	3	2	5	1949	58	2	0	0
21	9	9	12681	22681	1	3	4	4	6	1	2	1980	27	-9	0	-9
7	44	44	10739	20739	1	1	0	1	2	1	9	1957	50	-9	0	-9
7	45	45	10740	20740	1	4	4	4	6	1	9	1990	17	-9	0	-9
7	45	45	10740	20740	1	5	5	5	7	2	10	1994	13	-9	0	-9
7	108	108	10793	20793	2	1	0	1	2	1	2	1945	62	-9	0	-9
7	108	108	10793	20793	2	2	1	0	3	2	9	1950	57	6	0	0
7	108	108	10793	20793	2	3	4	4	6	1	7	1979	28	-9	0	-9
7	108	108	10793	20793	2	4	20	20	22	2	9	1979	28	-9	0	-9
7	98	98	10783	20783	1	1	0	0	3	2	6	1942	65	4	0	0
7	98	98	10783	20783	1	2	1	1	2	1	8	1934	73	-9	0	-9
7	98	98	10783	20783	1	3	4	4	34	1	9	1983	24	8	0	0
7	98	98	10783	20783	1	4	5	5	7	2	5	1967	40	-9	0	-9
7	98	98	10783	20783	1	5	8	8	15	1	11	1991	15	-9	0	-9
7	98	98	10783	20783	1	6	4	4	6	1	2	1977	30	-9	0	-9
7	98	98	10783	20783	1	7	20	20	22	2	3	1985	22	-9	0	-9
7	98	98	10783	20783	1	8	8	8	15	1	2	2005	2	-9	0	-9
7	98	98	10783	20783	1	9	9	9	16	2	1	2007	0	-9	0	-9
7	98	98	10783	20783	1	10	5	5	7	2	9	1980	27	-9	0	-9
7	98	98	10783	20783	1	11	19	19	21	1	2	1977	30	-9	0	-9
7	98	98	10783	20783	1	12	9	9	16	2	10	2001	6	-9	0	-9
7	98	98	10783	20783	1	13	9	9	16	2	8	2003	4	-9	0	-9
8	97	97	10955	20955	2	1	0	1	2	1	3	1959	48	-9	0	-9
8	97	97	10955	20955	2	2	1	0	3	2	9	1965	42	10	0	0
8	97	97	10955	20955	2	3	5	5	7	2	5	1993	14	-9	0	-9
8	97	97	10955	20955	2	4	5	5	7	2	1	1997	10	-9	0	-9
8	97	97	10955	20955	2	5	4	4	6	1	5	1998	9	-9	0	-9
8	68	68	10937	20937	1	1	0	1	2	1	7	1948	59	-9	0	-9
8	68	68	10937	20937	1	2	1	0	3	2	4	1949	58	3	0	0
8	68	68	10937	20937	1	3	4	4	34	1	10	1983	24	11	0	0
8	68	68	10937	20937	1	4	5	5	7	2	7	1986	20	-9	0	-9
8	68	68	10937	20937	1	5	5	5	7	2	5	1991	16	-9	0	-9
2	94	94	10204	20204	1	3	4	4	34	1	11	1983	24	13	0	0
19	4	4	12582	22582	2	1	0	1	2	1	10	1955	52	-9	0	-9
19	4	4	12582	22582	2	2	1	0	3	2	5	1950	57	6	0	0
19	4	4	12582	22582	2	3	4	4	6	1	9	1987	20	-9	0	-9
19	4	4	12582	22582	2	4	5	5	7	2	2	1995	12	-9	0	-9
6	145	145	10730	20730	2	1	0	1	2	1	4	1947	60	-9	0	-9
6	145	145	10730	20730	2	2	1	0	3	2	1	1943	64	15	0	0
6	145	145	10730	20730	2	3	4	4	6	1	9	1982	25	-9	0	-9
6	145	145	10730	20730	2	4	4	4	6	1	6	1986	21	-9	0	-9
19	5	5	12583	22583	2	1	0	1	2	1	9	1961	46	-9	0	-9
19	5	5	12583	22583	2	2	1	0	3	2	8	1959	48	11	0	0
6	79	79	10676	20676	1	1	0	0	3	2	11	1957	50	6	0	0
