basebrgy	basehhno	basewman	uncmomid	uncchdid	MOMCH07	mommain	mainplac	brgymain	munimain	mainhrs	DOJOB1	secnjob	momsecnd	secnplac	brgysecn	munisecn	secnhrs	DOJOB2	benefits	volbenef	everofw	JOBLOC1	OFWTYPE1	OFWSMON1	OFWSYR1	OFWEMON1	OFWEYR1	JOBLOC2	OFWTYPE2	OFWSMON2	OFWSYR2	OFWEMON2	OFWEYR2	JOBLOC3	OFWTYPE3	OFWSMON3	OFWSYR3	OFWEMON3	OFWEYR3	JOBLOC4	OFWTYPE4	OFWSMON4	OFWSYR4	OFWEMON4	OFWEYR4
27	77	77	12907	22907	1	3	3	-9	-9	34.0	3	1	1	1	-9	-9	3.5	4	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	36	36	12815	22815	2	3	1	-9	-9	-9.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
27	83	83	12913	22913	1	3	1	-9	-9	12.0	1	1	3	1	-9	-9	-9.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	66	66	12842	22842	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	14	14	13269	23269	1	4	5	-9	4	40.0	2	0	-9	-9	-9	-9	-9.0	-9	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	21	21	13275	23275	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	30	30	13284	23284	2	3	3	-9	-9	14.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	104	104	11451	21451	2	3	4	137	-9	112.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	22	22	12802	22802	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	41	41	12819	22819	2	3	1	-9	-9	7.0	2	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	26	26	12806	22806	1	4	4	135	-9	30.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	70	70	12845	22845	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	224	224	11346	21346	1	3	3	-9	-9	30.0	2	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	221	221	11343	21343	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	32	32	13286	23286	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	37	37	13291	23291	1	4	1	-9	-9	6.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
32	18	18	13272	23272	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	51	51	11558	21558	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	78	78	11580	21580	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	32	32	11541	21541	1	4	3	-9	-9	40.0	5	0	-9	-9	-9	-9	-9.0	-9	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	124	124	11615	21615	1	3	1	-9	-9	112.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	64	64	13254	23254	2	1	3	-9	-9	30.0	4	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	28	28	13221	23221	2	1	1	-9	-9	15.0	3	1	4	3	-9	-9	7.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	105	105	11599	21599	2	5	1	-9	-9	12.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	131	131	11620	21620	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	108	108	11601	21601	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	43	43	13235	23235	2	1	2	-9	-9	24.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	45	45	11552	21552	1	3	3	-9	-9	84.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	111	111	11604	21604	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	138	138	11627	21627	1	3	1	-9	-9	48.0	5	1	4	4	51	-9	28.0	1	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	53	53	11560	21560	1	4	2	-9	-9	49.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	49	49	11556	21556	2	3	3	-9	-9	56.0	6	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
12	84	84	11583	21583	2	3	3	-9	-9	12.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	13	13	13211	23211	1	3	2	-9	-9	16.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	105	105	12989	22989	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	141	141	13023	23023	2	3	3	-9	-9	48.0	7	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	145	145	13027	23027	1	3	3	-9	-9	4.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	33	33	12935	22935	2	3	3	-9	-9	16.0	17	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	44	44	12944	22944	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	117	117	12999	22999	2	3	2	-9	-9	24.0	2	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	30	30	12932	22932	2	3	1	-9	-9	42.0	6	1	3	3	-9	-9	24.0	5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	24	24	12926	22926	2	3	1	-9	-9	98.0	7	1	4	3	-9	-9	12.0	5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	77	77	12971	22971	2	3	1	-9	-9	-9.0	14	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	98	98	12982	22982	2	3	3	-9	-9	27.0	6	1	4	3	-9	-9	13.5	17	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	41	41	13233	23233	2	1	1	-9	-9	2.0	3	1	5	5	-9	3	-9.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	19	19	13216	23216	2	1	1	-9	-9	24.0	3	1	3	5	-9	3	-9.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	6	6	13205	23205	2	3	5	-9	1	24.0	1	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	59	59	13249	23249	2	3	1	-9	-9	21.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	26	26	13220	23220	1	3	1	-9	-9	68.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	61	61	13251	23251	2	3	5	-9	1	42.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
31	11	11	13209	23209	2	3	1	-9	-9	98.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
14	129	129	12079	22079	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
14	116	116	12068	22068	1	3	4	14	-9	24.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
14	20	20	11990	21990	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	213	213	11745	21745	1	3	1	-9	-9	63.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	172	172	11509	21509	1	3	5	-9	1	-9.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	362	362	11846	21846	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	148	148	11489	21489	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	102	102	11660	21660	2	3	1	-9	-9	28.0	6	1	4	3	-9	-9	55.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	93	93	11440	21440	2	3	5	-9	1	4.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	444	444	11919	21919	1	4	2	-9	-9	21.0	5	1	4	3	-9	-9	42.0	1	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	522	522	11978	21978	1	4	4	297	-9	48.0	1	1	3	1	-9	-9	14.0	5	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	84	84	11649	21649	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	42	42	11403	21403	1	4	2	-9	-9	84.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	238	238	13096	23096	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	32	32	11396	21396	2	3	1	-9	-9	28.0	2	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	125	125	13007	23007	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	143	143	13025	23025	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	75	75	12969	22969	2	3	3	-9	-9	40.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	139	139	13021	23021	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	53	53	11412	21412	1	3	2	-9	-9	68.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
28	124	124	13006	23006	2	5	3	-9	-9	77.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	121	121	11465	21465	2	5	3	-9	-9	24.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	33	33	11397	21397	2	1	3	-9	-9	-9.0	3	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	49	49	11204	21204	1	3	3	-9	-9	42.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	88	88	11233	21233	2	4	2	-9	-9	84.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	199	199	11321	21321	1	4	4	319	-9	42.0	5	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	133	133	11263	21263	1	4	3	-9	-9	40.0	2	0	-9	-9	-9	-9	-9.0	-9	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	100	100	11242	21242	1	3	1	-9	-9	72.0	6	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	83	83	11228	21228	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	207	207	11329	21329	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	170	170	11294	21294	1	4	3	-9	-9	57.0	6	0	-9	-9	-9	-9	-9.0	-9	1	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	190	190	11313	21313	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	143	143	11270	21270	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	122	122	11255	21255	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	105	105	11452	21452	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	165	165	11503	21503	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	43	43	11404	21404	1	3	3	-9	-9	67.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	120	120	11253	21253	1	3	1	-9	-9	84.0	6	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	92	92	11439	21439	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	89	89	11234	21234	1	3	1	-9	-9	8.0	2	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	146	146	11487	21487	1	3	1	-9	-9	8.0	6	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	16	16	11385	21385	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	69	69	11425	21425	2	4	3	-9	-9	55.0	3	0	-9	-9	-9	-9	-9.0	-9	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	11	11	12792	22792	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	67	67	11217	21217	1	5	1	-9	-9	105.0	1	1	3	1	-9	-9	14.0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	34	34	12813	22813	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	91	91	11236	21236	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
9	227	227	11183	21183	1	4	1	-9	-9	4.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	243	243	11365	21365	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
9	96	96	11068	21068	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	174	174	11298	21298	1	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
9	38	38	11018	21018	2	0	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
11	137	137	11480	21480	2	5	1	-9	-9	14.0	1	0	-9	-9	-9	-9	-9.0	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
