basebrgy	basehhno	basewman	uncmomid	uncchdid	MOMCH07	incwage	incpiece	incfarm	inclstok	incfish	incself	incrent	incboard	incbonus	incloans	incwins	incgardn	incother	inspouse	inkids	inparent	inrelat	outspous	outkids	outparen	outrelat
1	93	93	10058	20058	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1	101	101	10065	20065	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	167	167	10122	20122	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	122	122	10085	20085	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	144	144	10103	20103	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
1	150	150	10107	20107	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1	180	180	10134	20134	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
1	169	169	10124	20124	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	12	12	12701	22701	2	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	191	191	10858	20858	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
22	19	19	12707	22707	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
7	77	77	10766	20766	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	124	124	10233	20233	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
2	104	104	10213	20213	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
2	65	65	10178	20178	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
2	94	94	10204	20204	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
2	70	70	10183	20183	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	46	46	10162	20162	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
2	108	108	10217	20217	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	139	139	10242	20242	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	30	30	10150	20150	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4	141	141	10583	20583	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	72	72	10519	20519	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	151	151	10593	20593	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	12	12	10611	20611	2	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4	40	40	10497	20497	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	135	135	10578	20578	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16	84	84	12216	22216	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
16	144	144	12268	22268	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
16	98	98	12229	22229	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
16	133	133	12257	22257	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	173	173	10605	20605	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	157	157	10598	20598	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
4	80	80	10526	20526	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
4	91	91	10537	20537	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	39	39	10496	20496	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	140	140	10582	20582	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	164	164	10603	20603	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	84	84	10530	20530	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	99	99	10543	20543	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1
4	153	153	10594	20594	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
4	136	136	10579	20579	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	31	31	10490	20490	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	49	49	10503	20503	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	107	107	10550	20550	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1
4	36	36	10494	20494	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	150	150	10592	20592	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	65	65	10512	20512	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4	112	112	10555	20555	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	114	114	10557	20557	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	103	103	10547	20547	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	94	94	10540	20540	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	88	88	10534	20534	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	146	146	10588	20588	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	169	169	10604	20604	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	100	100	10544	20544	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	46	46	10500	20500	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	89	89	10535	20535	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
4	69	69	10516	20516	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	30	30	10489	20489	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	87	87	10533	20533	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	74	74	10521	20521	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	78	78	10524	20524	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	134	134	10577	20577	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	159	159	10600	20600	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	71	71	10518	20518	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	47	47	10501	20501	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	13	13	10476	20476	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	158	158	10599	20599	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	34	34	10492	20492	2	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1
4	86	86	10532	20532	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	93	93	10539	20539	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	83	83	10529	20529	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	143	143	10585	20585	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
4	129	129	10572	20572	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
6	89	89	10685	20685	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	121	121	10711	20711	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	45	45	10652	20652	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	35	35	10644	20644	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	58	58	10661	20661	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	126	126	10716	20716	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	106	106	10698	20698	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	64	64	10664	20664	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6	136	136	10726	20726	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
6	67	67	10667	20667	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	128	128	10718	20718	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	23	23	10632	20632	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	14	14	10624	20624	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
6	43	43	10650	20650	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	114	114	10705	20705	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
6	97	97	10691	20691	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
6	60	60	10662	20662	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6	30	30	10639	20639	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	133	133	10723	20723	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	17	17	10626	20626	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
6	132	132	10722	20722	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	50	50	10655	20655	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
6	34	34	10643	20643	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13	334	334	11820	21820	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	326	326	11814	21814	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
13	329	329	11817	21817	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	379	379	11862	21862	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13	313	313	11804	21804	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13	105	105	11661	21661	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13	338	338	11824	21824	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
4	147	147	10589	20589	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	113	113	10556	20556	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	48	48	10502	20502	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	58	58	10508	20508	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	120	120	10563	20563	2	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
4	117	117	10560	20560	2	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
4	45	45	10499	20499	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	17	17	10478	20478	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	87	87	10683	20683	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	115	115	10558	20558	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	85	85	10531	20531	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	105	105	10549	20549	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
4	70	70	10517	20517	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
6	134	134	10724	20724	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	155	155	10596	20596	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4	101	101	10545	20545	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	57	57	10507	20507	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
4	22	22	10483	20483	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	104	104	10548	20548	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	94	94	10689	20689	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	33	33	10642	20642	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	18	18	10627	20627	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	112	112	10704	20704	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	41	41	10649	20649	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
6	100	100	10694	20694	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6	73	73	10672	20672	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	19	19	10628	20628	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5	23	23	10621	20621	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
5	17	17	10615	20615	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
5	19	19	10617	20617	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	8	10607	20607	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5	7	7	10606	20606	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
5	13	13	10612	20612	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5	10	10	10609	20609	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
5	18	18	10616	20616	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
5	24	24	10622	20622	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	11	10610	20610	2	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
5	16	16	10614	20614	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1
5	20	20	10618	20618	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
2	81	81	10194	20194	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	48	48	10164	20164	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
2	88	88	10199	20199	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	29	29	10638	20638	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	108	108	10700	20700	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	101	101	10695	20695	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	47	47	10654	20654	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6	127	127	10717	20717	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	122	122	10712	20712	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6	62	62	10663	20663	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	117	117	10708	20708	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
6	124	124	10714	20714	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	123	123	10713	20713	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
6	82	82	10679	20679	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	131	131	10721	20721	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	135	135	10725	20725	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6	116	116	10707	20707	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
6	80	80	10677	20677	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	20	20	10629	20629	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	69	69	10669	20669	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	125	125	10715	20715	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	90	90	10686	20686	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
6	88	88	10684	20684	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
19	8	8	12586	22586	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	14	14	12592	22592	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1	1	12581	22581	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	21	21	12599	22599	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19	25	25	12602	22602	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	13	13	12591	22591	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	9	9	12587	22587	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	13	13	10623	20623	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	23	23	12601	22601	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	22	22	12600	22600	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	80	80	10277	20277	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0
3	260	260	10423	20423	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
3	136	136	10310	20310	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	252	252	10415	20415	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	245	245	10408	20408	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	265	265	10428	20428	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
3	175	175	10343	20343	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	92	92	10688	20688	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	16	16	10625	20625	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	63	63	10265	20265	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	26	26	10635	20635	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6	24	24	10633	20633	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	156	156	10325	20325	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
3	308	308	10467	20467	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	164	164	10333	20333	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	199	199	10367	20367	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	168	168	10336	20336	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	202	202	10370	20370	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	59	59	10261	20261	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	224	224	10391	20391	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	223	223	10390	20390	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	79	79	10276	20276	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	39	39	10647	20647	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	313	313	10470	20470	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	270	270	10433	20433	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	78	78	10275	20275	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	273	273	10436	20436	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	90	90	10286	20286	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0
3	87	87	10283	20283	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
3	107	107	10295	20295	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
3	126	126	10306	20306	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
3	174	174	10342	20342	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
7	149	149	10826	20826	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	77	77	10274	20274	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7	48	48	10742	20742	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	288	288	10451	20451	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
7	159	159	10834	20834	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
3	280	280	10443	20443	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
7	32	32	10735	20735	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
3	286	286	10449	20449	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	199	199	10865	20865	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	207	207	10375	20375	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	129	129	10308	20308	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
7	39	39	10736	20736	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
7	175	175	10846	20846	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
21	10	10	12682	22682	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	145	10587	20587	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	29	10488	20488	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	126	126	10234	20234	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
21	14	14	12685	22685	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	16	16	12687	22687	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	97	97	10291	20291	2	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
21	18	18	12689	22689	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	157	157	11006	21006	2	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
21	5	5	12677	22677	2	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	144	144	10823	20823	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
7	90	90	10776	20776	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
21	12	12	12683	22683	2	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
7	97	97	10782	20782	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
7	110	110	10795	20795	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7	136	136	10817	20817	2	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
7	108	108	10793	20793	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
8	97	97	10955	20955	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	98	98	10783	20783	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	68	68	10937	20937	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	25	25	10903	20903	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	142	142	10996	20996	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7	214	214	10875	20875	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	26	26	10904	20904	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	188	188	10855	20855	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
