basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	rdiscuss	discuss	rdisyear	pdisyear	fmdisyea	cfdisyea	opdisyea	ordisyea	dispyear	disyearp	disyeafm	disyeacf	disyeaop	disyeaor	rdispreg	pdispreg	fmdispre	cfdispre	opdispre	ordispre	dispreg	dispregp	disprefm	disprecf	dispreop	dispreor	rgotinfo	gotinfo	rinfoyr	pinfoyr	fminfoyr	cfinfoyr	opinfoyr	orinfoyr	infoyr	infoyrp	infoyrfm	infoyrcf	infoyrop	infoyror	rinfoprg	pinfoprg	fminfopr	cfinfopr	opinfopr	orinfopr	infoprg	infoprgp	infoprfm	infoprcf	infoprop	infopror	rsettle	psettle	rsetyear	psetyear	fmsetyea	cfsetyea	opsetyea	orsetyea	setyear	setyearp	setyeafm	setyeacf	setyeaop	setyeaor	rsetpreg	psetpreg	fmsetpre	cfsetpre	opsetpre	orsetpre	setpreg	setpregp	setprefm	setprecf	setpreop	setpreor	rnagged	nagged	rnagyear	pnagyear	fmnagyea	cfnagyea	opnagyea	ornagyea	nagyear	nagyearp	nagyeafm	nagyeacf	nagyeaop	nagyeaor	rnagpreg	pnagpreg	fmnagpre	cfnagpre	opnagpre	ornagpre	nagpregr	nagpregp	nagpregf	nagprecf	nagpreop	nagpreor	ryelled	yelled	ryellyr	pyellyr	fmyellyr	cfyellyr	opyellyr	oryellyr	yellyr	yellyrp	yellyrfm	yellyrcf	yellyrop	yellyror	ryellprg	pyellprg	fmyellpr	cfyellpr	opyellpr	oryellpr	yellprg	yellprgp	yellprfm	yellprcf	yellprop	yellpror	rswore	pswore	rsworeyr	pswearyr	fmsweryr	cfsweryr	opsweryr	orsweryr	sworeyrr	swearyrp	sweryrfm	sweryrcf	sweryrop	sweryror	rsworprg	pswerprg	fmswerpr	cfswerpr	opswerpr	orswerpr	sworprg	swerprgp	swerprfm	swerprcf	swerprop	swerpror	rsulked	psulked	rsulkyr	psulkyr	fmsulkyr	cfsulkyr	opsulkyr	orsulkyr	sulkyr	sulkyrp	sulkyrfm	sulkyrcf	sulkyrop	sulkyror	rsulkprg	psulkprg	fmsulkpr	cfsulkpr	opsulkpr	orsulkpr	sulkprg	sulkprgp	sulkprfm	sulkprcf	sulkprop	sulkpror	rstomped	pstomped	rstompyr	pstompyr	fmstomyr	cfstomyr	opstomyr	orstomyr	stompyr	stompyrp	stomyrfm	stomyrcf	stomyrop	stomyror	rstomprg	pstomprg	fmstompr	cfstompr	opstompr	orstompr	stomprg	stomprgp	stomprfm	stomprcf	stomprop	stompror	rsmash	psmash	rsmashyr	psmashyr	fmsmasyr	cfsmasyr	opsmasyr	orsmasyr	smashyr	smashyrp	smasyrfm	smasyrcf	smasyrop	smasyror	rsmashpr	psmashpr	fmsmaspr	cfsmaspr	opsmaspr	orsmaspr	smashpr	smashprp	smasprfm	smasprcf	smasprop	smaspror
7	109	109	7	109	109	1	1	4	10794	1	18	2005	6	6	1	0	2	-9	-9	-9	1	0	2	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	6	0	1	0	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	0	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	0	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
17	154	154	209	5132	154	2	2	2	12373	3	20	2005	16	0	1	3	0	0	-9	-9	-9	-9	-9	-9	-9	-9	1	2	0	0	-9	-9	-9	-9	-9	-9	-9	-9	16	6	1	2	3	1	-9	-9	1	2	2	-9	-9	-9	1	3	3	2	-9	-9	1	2	0	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	1	1	2	3	0	-9	-9	1	3	-9	-9	-9	-9	1	2	3	0	-9	-9	1	2	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	138	138	204	138	138	2	1	5	11267	2	13	2005	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	3	-9	-9	-9	-9
1	93	93	1	93	93	1	2	2	10058	1	14	2005	6	6	1	2	0	-9	-9	-9	1	3	0	-9	-9	-9	1	3	0	-9	-9	-9	1	2	0	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	6	1	0	2	-9	-9	-9	1	0	2	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9
1	42	42	1	42	42	1	2	2	10017	1	11	2005	16	6	1	3	3	1	-9	-9	1	3	3	-9	-9	-9	1	3	3	1	-9	-9	1	1	1	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	6	1	1	3	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	16	6	1	1	1	0	-9	-9	1	1	1	-9	-9	-9	1	1	1	0	-9	-9	1	1	1	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	95	95	333	5009	95	1	2	2	11238	3	3	2005	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	6	0	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	1	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	487	487	13	487	487	1	1	2	11956	1	10	2005	1	2	1	2	-9	-9	-9	-9	1	-9	3	-9	-9	-9	1	2	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
7	204	204	1	204	204	2	2	2	10868	1	17	2005	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	0	-9	-9	-9	6	6	1	2	1	-9	-9	-9	1	1	0	-9	-9	-9	1	1	1	-9	-9	-9	1	1	0	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	6	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	6	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	261	261	201	261	261	1	2	2	11376	3	15	2005	6	1	1	1	0	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
2	60	60	13	3162	60	1	2	2	10173	1	17	2005	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
17	42	42	204	3311	42	2	2	2	12290	2	15	2005	6	6	1	1	1	-9	-9	-9	1	1	0	-9	-9	-9	1	1	1	-9	-9	-9	1	1	0	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9
13	96	96	13	96	96	1	2	2	11656	1	13	2005	16	0	1	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	0	-9	-9	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	0	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9
2	47	47	201	3408	47	1	2	2	10163	3	16	2005	6	16	1	1	2	-9	-9	-9	1	1	1	0	-9	-9	1	1	2	-9	-9	-9	1	1	1	0	-9	-9	16	1	1	1	1	1	-9	-9	1	1	-9	-9	-9	-9	1	1	1	0	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	0	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	1	1	-9	-9	-9	-9	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
10	153	153	10	153	153	1	2	2	11278	2	4	2005	2	2	1	-9	2	-9	-9	-9	1	-9	3	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	3	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	2	-9	-9	-9	1	-9	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	-9	3	-9	-9	-9	1	-9	2	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	1	1	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	138	138	268	4127	138	1	2	2	11688	4	21	2005	16	2	1	3	0	0	-9	-9	0	-9	-9	-9	-9	-9	1	2	0	1	-9	-9	0	-9	-9	-9	-9	-9	6	0	1	2	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9
13	425	425	13	425	425	1	2	2	11901	1	6	2005	16	16	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	16	16	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	3	3	1	-9	-9	1	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	16	1	1	2	2	2	-9	-9	1	2	-9	-9	-9	-9	1	2	2	1	-9	-9	0	-9	-9	-9	-9	-9	6	2	1	3	3	-9	-9	-9	0	-9	-9	-9	-9	-9	1	2	2	-9	-9	-9	1	-9	2	-9	-9	-9	6	0	1	3	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
13	435	435	305	3259	435	1	2	2	11911	1	7	2005	16	16	1	3	3	3	-9	-9	1	3	3	3	-9	-9	1	1	0	1	-9	-9	1	1	0	1	-9	-9	6	6	1	1	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	2	-9	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
3	267	267	3	267	267	1	10	2	10430	1	26	2005	16	16	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	0	1	-9	-9	1	1	0	1	-9	-9	16	16	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	0	1	-9	-9	1	1	0	1	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	16	1	2	2	2	-9	-9	1	2	2	2	-9	-9	1	2	0	2	-9	-9	1	2	0	2	-9	-9	16	7	1	1	1	1	-9	-9	1	2	-9	2	-9	-9	1	1	0	1	-9	-9	1	2	-9	2	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	7	1	1	1	1	-9	-9	1	1	-9	1	-9	-9	1	1	0	1	-9	-9	1	1	-9	1	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
