basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	montrvw	dayntrvw	yrntrvw	numbper	tabsent	hhldtype	sourcedw	wheredws	toilet	wheretf	garbage	litetype	cookfuel	foodstor	walkstor	ridestor	trancost	busyroad	AIRQURE1	AIRQURE2	AIRQUIN1	AIRQUIN2	gencond	neighcon	neighgar	areafood	settlemn	resarea	AREA50M	houses	walkhous	walkroad	kindroad	boatride	walktran	electric	elecserv	material	neighmat	housneat	children	mother	ownhouse	ownlots	valhouse	rentfree	rental	feerent	samehous	renovatn	roomnumb	bathroom	bicycle	bikecar	motobike	motorcar	cars	jeepney	trucks	boat	banca	carriage	tractor	vehicle	chicken	goats	pigs	cows	carabaos	horses	animal	livinset	dineset	cabinet	bedwmatt	bedwomat	furnitur	eleciron	elecfan	aircon	sewmach	refriger	gastove	oven	rcooker	micwave	prcooker	colortv	tvcable	vcr	recorder	cdplayer	karaoke	computer	internet	washingm	vacuum	kerstove	dvcamera	videogam	applian	EQUIPM1	EQ1NUMB	EQUIPM2	EQ2NUMB	EQUIPM3	EQ3NUMB	EQUIPM4	EQ4NUMB	EQUIPM5	EQ5NUMB	purchase	MAJORP1	MAJORP2	MAJORP3	MAJORP4	MAJORP5	business	TYPEBIS1	TYPEBIS2	EMPLOY1	EMPLOY2	telephon	totalcel	momcel	iccel	pacel	spouscel	economic	BETTER1	BETTER2	BETTER3	WORSE1	WORSE2	WORSE3	CROP1	EXPCROP1	SOLD1	CONSU1	CROP2	EXPCROP2	SOLD2	CONSU2	CROP3	EXPCROP3	SOLD3	CONSU3	CROP4	EXPCROP4	SOLD4	CONSU4	CROP5	EXPCROP5	SOLD5	CONSU5	CROP6	EXPCROP6	SOLD6	CONSU6	othsourc	agricoml	boarder	pension	remittan	allotmnt	donation	winnings	homegard	sources	inkind	valkind	food	alcobeve	tobacco	allowanc	watlight	cellcard	cabletv	itnetfee	soap	helper	transpo	newsmag	recreate	loans	houselot	schlfees	medical	clothing	durable	cphones	pcomputr	insuran	parties	expenses	OTHREXP1	OTHFREQ1	COST1	OTHREXP2	OTHFREQ2	COST2
17	100	100	202	3104	100	1	12337	3	3	2005	5	0	2	1	1	2	1	1	1	3	2.24	-9	5	5.0	0	1	-9	1	-9	4	4	3	2	3	1	1	20	0	0	2	-9	0	1	1	2	2	2	2	2	1	0	200000	-9	-9	-9	1	0	4	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	2	0	1	3	0	1	1	0	1	1	0	1	0	1	3	1	0	2	1	0	1	0	0	0	0	2	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	1	4	0	1	1	-9	1	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	30000	31000	500	0	220000	0	0	0	0	-9	1695	50	0.0	276	2628	1000	650	0	829	0	1372	96	60	2000	200000	12100	3000	2000	20000	4800	0	46000	6200	0	-9	-9	-9	-9	-9	-9
17	236	236	355	3405	236	1	12445	2	19	2005	2	1	2	1	1	2	3	1	1	3	3.03	-9	12	5.0	0	1	-9	2	3	2	2	2	1	1	1	1	20	0	0	2	-9	1	1	1	2	2	2	1	1	0	0	70000	2	-9	700	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	3	0	0	1	1	0	1	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	1	2	1	1	-9	-9	1	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	12000	0	0	30000	0	0	0	1	1000	1022.5	0	0.0	0	250	150	0	0	500	0	80	0	80	3000	0	24000	13600	8000	7600	0	0	36000	5650	0	-9	-9	-9	-9	-9	-9
13	152	152	13	152	152	2	11696	1	22	2005	8	0	6	3	2	2	1	1	1	3	1	-9	20	5.0	0	1	-9	1	-9	3	3	3	1	3	1	1	20	0	1	2	-9	3	1	1	2	2	1	-9	1	1	0	80000	-9	-9	-9	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	95	-9	0	-9	1	2	0	-9	0	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1000	2069	120	70.0	1000	2352	60	0	0	683	0	480	180	0	0	0	41300	0	100	0	0	0	1185	1500	0	-9	-9	-9	-9	-9	-9
13	98	98	202	98	98	1	11657	3	4	2005	5	0	2	9	-9	2	1	1	1	3	2.24	-9	7	5.0	0	1	-9	1	-9	4	4	3	1	3	1	1	20	0	0	2	-9	0	1	1	2	2	1	1	1	1	1	2500000	-9	-9	-9	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	5	4	0	0	1	4	1	0	1	1	0	1	1	2	2	0	3	1	1	1	1	0	1	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	4	1	1	1	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	8000	0	0	0	0	0	0	1	1000	1500	300	0.0	1764	2380	640	0	30	636	0	308	0	64	2300	0	41689	2000	4000	10000	13000	0	4950	13100	0	-9	-9	-9	-9	-9	-9
1	75	75	206	4094	75	2	10044	3	18	2005	11	0	6	1	1	2	1	1	1	3	1	-9	15	5.0	0	1	-9	1	-9	3	3	3	1	1	1	1	17	0	1	2	-9	1	1	1	3	2	1	1	1	1	1	500000	-9	-9	-9	1	1	6	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	5	2	0	0	2	4	0	1	1	1	0	2	0	2	2	0	2	1	0	1	0	1	0	0	0	2	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	1	62	-9	0	-9	1	3	0	-9	1	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	2000	1000	0	0	0	0	60000	1	500	2066	0	0.0	200	2437	800	0	100	666	0	900	180	100	0	0	10000	4000	1500	500	0	0	3316	6000	0	-9	-9	-9	-9	-9	-9
13	323	323	13	323	323	1	11811	1	6	2005	10	2	6	1	1	2	3	1	1	4	2.09	3	-9	-9.0	0	4	-9	2	4	2	2	3	2	1	1	1	20	0	0	2	-9	1	1	1	2	2	2	1	1	1	0	300000	-9	-9	-9	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	95	-9	0	-9	0	1	0	0	-9	-9	2	-9	-9	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	6000	0	4000	0	0	0	0	0	1	15000	1293	0	21.0	250	350	120	0	0	351	0	280	0	0	0	0	2800	300	1000	0	4500	0	0	1350	0	-9	-9	-9	-9	-9	-9
17	118	118	226	3286	118	2	12350	2	1	2005	2	0	2	1	4	2	4	1	1	2	2.01	3	-9	-9.0	0	1	-9	3	-9	2	2	2	2	2	1	1	20	0	0	1	-9	0	1	1	2	2	2	2	2	0	0	-9	1	300	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	3168	0	0	0	0	0	0	-9	215	0	0.0	60	393	0	0	0	111	0	20	0	0	0	0	0	118	140	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9
13	398	398	13	398	398	2	11878	1	13	2005	4	0	3	1	4	5	-9	6	1	4	2.09	5	-9	-9.0	0	2	-9	3	-9	3	3	3	2	2	1	1	20	0	0	2	-9	7	1	1	2	2	2	2	2	1	1	118000	-9	-9	-9	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	700	0	1000	0	0	0	1	350	976	50	17.5	20	75	0	0	0	227	0	240	0	0	600	20000	0	518	850	1500	0	0	0	845	0	-9	-9	-9	-9	-9	-9
13	356	356	13	5074	356	1	11840	2	20	2005	6	0	2	1	2	2	1	1	1	3	2.11	5	-9	-9.0	0	1	-9	3	-9	3	3	2	1	1	1	1	18	0	0	-9	-9	0	1	1	2	2	2	1	1	0	0	-9	1	500	-9	0	-9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	3	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	700	0	15000	0	0	0	1	18300	744	490	0.0	300	790	0	0	0	517	0	1050	120	0	1800	0	3000	318	1000	300	3000	0	0	2000	0	-9	-9	-9	-9	-9	-9
3	250	250	3	250	250	1	10413	2	8	2005	6	0	6	1	1	2	1	1	1	3	3.01	-9	30	7.0	0	3	-9	3	-9	2	2	2	2	2	1	1	20	0	0	2	-9	0	1	1	2	2	2	1	1	1	0	300000	-9	-9	-9	1	1	11	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	0	2	4	0	0	2	1	0	0	0	0	2	0	1	1	0	0	1	0	1	1	0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	9	8	3	-9	1	96	-9	0	-9	1	5	1	1	1	0	2	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	10000	0	0	0	0	0	0	1	10000	3242	0	0.0	550	1809	1750	0	250	577	720	2920	150	626	500	23000	6820	200	4100	50000	800	33000	12800	24200	0	-9	-9	-9	-9	-9	-9
1	54	54	1	54	54	2	10027	1	17	2005	2	0	2	6	4	2	3	2	1	4	2.05	30	-9	-9.0	0	1	-9	1	-9	3	3	3	1	3	1	1	15	0	5	2	-9	10	1	1	2	2	1	1	1	1	0	50000	-9	-9	-9	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	3	-9	-9	1	0	0	5400	4	0	780	100	5	0	680	100	9	0	500	0	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	250	0	0	0	0	0	1	100	241	0	18.0	0	110	0	0	0	136	0	20	0	0	0	0	0	818	300	0	0	0	0	900	0	-9	-9	-9	-9	-9	-9
17	164	164	201	164	164	1	12382	3	17	2005	9	0	6	1	1	2	1	1	1	3	3.01	-9	30	11.0	0	1	-9	1	-9	4	4	3	1	4	1	1	20	0	0	2	-9	0	1	1	3	3	1	1	1	1	1	3000000	-9	-9	-9	1	1	4	1	3	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	5	1	3	0	1	3	0	2	2	1	0	2	0	3	4	0	1	1	1	0	0	1	1	0	0	1	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	71	-9	0	-9	1	3	0	1	0	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	500	73600	0	0	0	0	17280	1	69600	1618	0	0.0	470	1620	300	0	0	333	0	6300	300	0	0	23000	0	6500	84	0	6200	0	10332	6000	0	-9	-9	-9	-9	-9	-9
1	153	153	1	153	153	1	10110	1	28	2005	6	1	6	3	4	2	3	4	1	4	2.05	30	-9	-9.0	0	1	-9	1	-9	3	3	2	2	3	3	3	3	0	10	2	-9	30	1	1	1	1	2	2	2	1	0	30000	-9	-9	-9	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	1	-9	-9	-9	0	-9	-9	-9	-9	0	1	0	1	0	0	3	-9	-9	-9	-9	-9	-9	1	1000	0	2975	3	0	0	300	4	500	0	200	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	800	0	0	0	0	0	0	1	1000	1086	75	45.0	320	1610	240	0	0	468	0	260	0	0	0	0	0	200	3000	0	3000	0	0	6700	0	-9	-9	-9	-9	-9	-9
1	109	109	1	109	109	1	10073	1	29	2005	5	0	2	1	1	2	1	1	1	2	2.05	10	-9	-9.0	0	1	-9	1	-9	4	3	3	2	3	1	1	20	0	0	1	-9	0	1	1	3	3	2	2	2	1	1	800000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	4	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	0	-9	-9	-9	-9	0	1	0	1	0	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	42000	6000	1000	0	0	0	0	0	1	500	846	0	105.0	140	1257	100	0	0	243	0	1700	24	0	0	0	1026	450	1000	150	3600	0	9000	300	0	-9	-9	-9	-9	-9	-9
1	57	57	1	57	57	2	10030	1	26	2005	5	0	4	3	1	2	3	1	1	3	1	-9	15	6.0	1	2	4	2	4	2	2	2	3	2	1	1	20	0	0	2	-9	0	1	1	3	3	3	2	2	1	0	300000	-9	-9	-9	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	26	1	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	2	0	-9	0	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	36000	0	0	0	0	0	0	0	1	2000	1334	446	50.0	400	2216	1200	587	0	702	0	1620	180	40	0	200000	13500	60	2000	0	7000	0	1734	15000	1	1	2	50	-9	-9	-9
1	158	158	1	158	158	1	10115	1	22	2005	5	0	2	3	2	2	1	1	1	2	4	2	-9	-9.0	0	1	-9	1	-9	3	3	3	2	3	1	1	20	0	2	2	-9	4	1	1	2	2	2	1	2	1	0	30000	-9	-9	-9	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	90	62	0	-9	0	1	0	1	0	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	1314	0	35.0	210	1336	580	0	0	1117	0	560	0	0	0	15000	0	1828	500	250	2500	0	0	1200	0	-9	-9	-9	-9	-9	-9
1	165	165	1	165	165	1	10121	1	13	2005	6	0	6	3	4	2	3	4	1	4	4	4	-9	-9.0	0	1	-9	2	-9	2	2	2	2	1	1	1	20	0	3	2	-9	3	1	1	2	2	2	2	2	1	0	20000	-9	-9	-9	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	0	2000	0	0	0	1	30	650	19	25.0	200	735	0	0	0	228	0	0	0	0	1200	0	0	680	80	0	0	0	0	356	0	-9	-9	-9	-9	-9	-9
17	193	193	17	193	193	1	12405	2	5	2005	7	0	6	1	1	2	1	1	1	3	3.01	-9	5	0.0	0	1	-9	2	3	2	2	2	2	2	1	1	20	0	3	2	-9	3	1	1	2	2	2	2	2	1	0	50000	-9	-9	-9	1	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	3	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	5	1	1	1	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	360000	0	0	0	0	0	1	36000	2200	0	70.0	120	759	600	0	0	497	0	200	0	100	0	20000	1299	300	1500	11400	43500	0	1200	4000	0	-9	-9	-9	-9	-9	-9
13	162	162	13	3158	162	1	11702	1	30	2005	6	0	4	1	4	3	3	1	1	3	2.09	5	-9	-9.0	0	1	-9	2	3	2	3	2	2	2	1	1	20	0	0	2	-9	0	1	1	2	2	2	2	2	0	0	30000	2	-9	800	0	-9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	1	0	0	-9	-9	2	-9	-9	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	5582	1200	0	8000	0	0	0	1	1200	840	0	0.0	150	665	600	0	0	1184	0	900	0	0	500	0	0	0	4500	0	0	0	9360	700	0	-9	-9	-9	-9	-9	-9
7	66	66	209	66	66	2	10757	2	18	2005	5	0	6	4	2	2	1	2	1	3	2.13	10	-9	-9.0	0	1	-9	1	-9	4	4	3	1	1	1	1	20	0	0	2	-9	0	1	1	3	3	1	1	1	1	0	120000	-9	-9	-9	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	2	0	1	2	0	0	0	1	1	1	0	0	1	0	3	0	1	1	0	0	0	0	0	0	1	1	14	1	10	1	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	62	71	1	-9	1	0	-9	-9	-9	-9	2	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	46423	5100	0	5000	600	0	0	1	1120	1457	0	0.0	50	1313	0	0	0	766	0	200	0	0	2200	0	826	2085	0	60	0	0	3600	5900	0	-9	-9	-9	-9	-9	-9
17	259	259	17	259	259	1	12468	2	4	2005	6	0	2	1	2	2	3	1	1	2	2.01	5	-9	-9.0	0	4	3	4	3	3	2	2	1	1	1	1	20	0	5	2	-9	6	1	1	1	1	2	1	1	0	0	-9	2	-9	1500	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	1	3	0	1	1	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	14500	0	0	0	0	0	0	0	-9	1847	0	70.0	420	1222	360	0	0	1442	0	1920	0	0	0	8000	19970	6375	8500	0	16000	0	19831	3000	0	-9	-9	-9	-9	-9	-9
17	171	171	17	171	171	1	12387	2	2	2005	9	0	2	1	1	2	1	2	1	4	2.01	10	-9	-9.0	0	2	-9	2	-9	2	2	2	3	2	1	1	20	0	3	2	-9	3	1	1	2	2	3	2	2	1	0	20000	-9	-9	-9	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	95	62	0	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	5000	0	0	3000	4000	0	0	1	500	1400	54	40.0	460	1540	0	0	0	377	0	0	180	200	1800	6000	5180	8050	2000	6800	0	0	22800	1000	0	-9	-9	-9	-9	-9	-9
13	403	403	13	2217	403	1	11881	1	7	2005	6	0	2	1	3	5	-9	2	1	2	2.09	10	-9	-9.0	0	1	-9	4	-9	2	2	2	2	1	1	1	20	0	0	2	-9	0	1	1	2	2	2	1	2	1	1	50000	-9	-9	-9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	13026	0	0	0	0	0	1	6080	990	90	80.0	175	545	0	0	0	187	0	0	168	0	0	12526	1133	200	0	8577	7600	0	0	3502	0	-9	-9	-9	-9	-9	-9
1	101	101	1	101	101	2	10065	1	27	2005	4	0	2	3	2	2	3	2	1	4	1	-9	60	6.0	0	1	-9	1	-9	3	3	3	2	3	1	1	20	0	2	2	-9	15	1	1	2	2	2	1	1	1	0	30000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	150	0	0	0	0	0	1	100	914	25	0.0	90	720	0	0	0	446	0	360	0	0	0	0	1250	150	2000	1500	0	0	1643	700	0	-9	-9	-9	-9	-9	-9
17	190	191	355	5010	191	1	12403	2	9	2005	15	0	6	1	1	2	1	4	1	4	2.02	20	-9	-9.0	0	1	-9	1	-9	4	4	3	2	1	1	1	17	0	2	2	-9	2	1	1	2	2	2	1	1	1	1	80000	-9	-9	-9	0	-9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	1	3	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	6300	0	0	0	0	0	1	4500	1075	0	100.0	350	600	0	0	160	409	0	50	0	0	0	0	1300	50	600	0	0	0	300	100	0	-9	-9	-9	-9	-9	-9
17	213	213	17	213	213	2	12424	1	26	2005	4	0	2	1	1	2	1	1	1	2	1	-9	15	5.0	0	3	-9	3	-9	3	3	2	2	1	1	1	20	0	0	1	-9	0	1	1	2	2	2	2	2	1	0	40000	-9	-9	-9	1	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	1	1	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	1000	0	1500	0	0	0	1	800	712	0	0.0	60	278	0	0	0	430	0	250	0	0	0	0	780	1500	300	0	0	0	0	2000	0	-9	-9	-9	-9	-9	-9
