basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	montrvw	dayntrvw	yrntrvw	numbper	tabsent	hhldtype	sourcedw	wheredws	toilet	wheretf	garbage	litetype	cookfuel	foodstor	walkstor	ridestor	trancost	busyroad	AIRQURE1	AIRQURE2	AIRQUIN1	AIRQUIN2	gencond	neighcon	neighgar	areafood	settlemn	resarea	AREA50M	houses	walkhous	walkroad	kindroad	boatride	walktran	electric	elecserv	material	neighmat	housneat	children	mother	ownhouse	ownlots	valhouse	rentfree	rental	feerent	samehous	renovatn	roomnumb	bathroom	bicycle	bikecar	motobike	motorcar	cars	jeepney	trucks	boat	banca	carriage	tractor	vehicle	chicken	goats	pigs	cows	carabaos	horses	animal	livinset	dineset	cabinet	bedwmatt	bedwomat	furnitur	eleciron	elecfan	aircon	sewmach	refriger	gastove	oven	rcooker	micwave	prcooker	colortv	tvcable	vcr	recorder	cdplayer	karaoke	computer	internet	washingm	vacuum	kerstove	dvcamera	videogam	applian	EQUIPM1	EQ1NUMB	EQUIPM2	EQ2NUMB	EQUIPM3	EQ3NUMB	EQUIPM4	EQ4NUMB	EQUIPM5	EQ5NUMB	purchase	MAJORP1	MAJORP2	MAJORP3	MAJORP4	MAJORP5	business	TYPEBIS1	TYPEBIS2	EMPLOY1	EMPLOY2	telephon	totalcel	momcel	iccel	pacel	spouscel	economic	BETTER1	BETTER2	BETTER3	WORSE1	WORSE2	WORSE3	CROP1	EXPCROP1	SOLD1	CONSU1	CROP2	EXPCROP2	SOLD2	CONSU2	CROP3	EXPCROP3	SOLD3	CONSU3	CROP4	EXPCROP4	SOLD4	CONSU4	CROP5	EXPCROP5	SOLD5	CONSU5	CROP6	EXPCROP6	SOLD6	CONSU6	othsourc	agricoml	boarder	pension	remittan	allotmnt	donation	winnings	homegard	sources	inkind	valkind	food	alcobeve	tobacco	allowanc	watlight	cellcard	cabletv	itnetfee	soap	helper	transpo	newsmag	recreate	loans	houselot	schlfees	medical	clothing	durable	cphones	pcomputr	insuran	parties	expenses	OTHREXP1	OTHFREQ1	COST1	OTHREXP2	OTHFREQ2	COST2
9	63	63	9	63	63	1	11041	4	5	2005	5	0	2	9	-9	2	1	2	1	3	2.26	-9	20	9.0	1	1	-9	4	-9	2	2	2	2	3	1	1	20	0	0	2	-9	0	1	1	3	2	2	2	2	1	1	1000000	-9	-9	-9	1	1	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	2	0	1	4	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	9	2	-9	1	62	-9	0	-9	1	3	0	1	0	-9	1	4	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	23640	0	0	0	0	0	0	1	1300	1368	0	0.0	500	1839	1100	0	200	536	150	500	150	300	0	200000	30000	8000	5000	57000	11000	0	-8	63500	0	-9	-9	-9	-9	-9	-9
3	79	79	247	4022	79	2	10276	5	14	2005	6	0	2	1	4	5	-9	2	2	4	2.33	-9	10	10.0	1	1	-9	3	-9	1	2	2	3	6	3	3	10	0	0	2	-9	0	0	1	1	3	3	2	2	0	0	-9	2	-9	300	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	33	-9	0	-9	0	2	1	-9	0	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	400	1400	0	140.0	150	395	500	0	0	325	0	3860	0	0	0	0	840	0	0	2000	0	0	1900	0	0	-9	-9	-9	-9	-9	-9
26	29	29	26	29	29	1	12809	3	22	2005	8	1	2	6	4	2	1	2	1	4	2.41	-9	15	0.0	0	1	-9	1	-9	4	4	4	2	6	1	1	20	0	0	2	-9	0	1	1	2	2	1	2	2	1	0	100000	-9	-9	-9	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	14	2	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	4	0	1	0	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	15000	0	0	0	0	0	0	1	1500	1000	0	60.0	200	200	400	0	0	500	0	2888	0	50	0	0	2330	11100	5000	21000	3000	0	17856	7400	0	-9	-9	-9	-9	-9	-9
26	71	71	26	71	71	2	12846	3	17	2005	8	0	6	1	3	2	3	2	1	4	1	-9	60	16.0	0	1	-9	1	-9	3	3	3	2	6	1	1	15	0	3	2	-9	3	1	1	1	1	2	1	1	1	1	80000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	33	-9	0	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	19700	0	0	0	0	0	1	1000	1042.5	0	140.0	0	368	0	0	0	553	0	32	0	0	0	0	0	100	644	1600	0	0	260	8000	0	-9	-9	-9	-9	-9	-9
9	153	153	9	153	153	1	11118	4	11	2005	7	0	6	9	-9	2	1	2	1	4	2.26	-9	10	15.0	0	2	-9	2	-9	2	2	2	2	4	3	3	20	0	0	2	-9	0	1	1	2	1	3	3	3	1	1	15000	-9	-9	-9	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	1	0	-9	0	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1000	843	150	0.0	180	158	100	0	0	403	0	150	0	0	0	0	0	500	120	0	0	0	0	600	0	-9	-9	-9	-9	-9	-9
9	184	184	9	184	184	1	11148	4	13	2005	6	0	2	4	4	2	4	2	1	2	2.26	-9	10	5.0	0	1	-9	2	-9	2	2	2	2	3	1	1	20	0	1	2	-9	1	1	1	2	2	3	3	2	0	0	50000	2	-9	500	0	-9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	500	892	100	30.0	70	400	0	0	0	514	0	250	0	0	0	20000	0	50	100	0	0	0	0	110	0	-9	-9	-9	-9	-9	-9
7	188	188	7	188	188	1	10855	1	13	2005	11	1	6	1	1	2	3	1	1	2	2.13	15	-9	-9.0	0	1	-9	1	-9	4	4	3	2	1	1	1	20	0	0	3	-9	5	1	1	3	3	1	2	2	0	0	-9	2	-9	2000	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	3000	0	0	0	0	0	0	0	-9	1100	0	40.0	280	958	0	0	0	348	0	0	0	0	250	1500	1000	1360	2796	200	0	0	1440	2500	1	1	1	15	-9	-9	-9
6	124	124	6	4058	124	1	10714	4	27	2005	9	0	6	4	4	2	3	1	1	4	2.33	10	-9	-9.0	0	1	-9	4	-9	3	3	3	2	3	1	1	20	0	5	1	-9	5	1	1	2	2	1	2	1	1	0	100000	-9	-9	-9	1	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	1	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	3	1	-9	-9	1	62	-9	0	-9	0	2	0	1	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	20800	30000	0	0	0	0	0	1	100	1260	20	0.0	50	1055	500	0	0	316	0	480	30	30	0	0	600	650	630	4500	3500	0	150	3200	0	-9	-9	-9	-9	-9	-9
4	159	159	4	159	159	1	10600	2	15	2005	5	0	2	1	1	2	1	1	1	3	4	5	-9	-9.0	0	4	-9	1	-9	2	2	2	2	3	1	1	20	0	5	2	-9	5	1	1	2	2	2	2	2	1	0	200000	-9	-9	-9	1	1	6	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	3	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	4	21	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	1	33	-9	0	-9	1	4	1	1	1	-9	2	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	5000	0	0	0	0	0	1	5000	946	100	0.0	100	1000	100	0	0	632	0	300	0	0	0	100000	1500	500	500	0	0	0	0	1500	0	-9	-9	-9	-9	-9	-9
6	123	123	6	123	123	2	10713	5	4	2005	3	0	2	9	-9	2	3	1	1	3	2.33	10	-9	-9.0	0	1	-9	1	-9	3	3	3	2	1	1	1	20	0	0	2	-9	0	1	1	1	1	2	2	2	1	0	50000	-9	-9	-9	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	1	1	0	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	1500	23000	5000	0	0	0	0	1	2500	700	0	0.0	60	503	100	0	0	200	0	900	0	0	0	0	2000	20000	500	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9
28	50	50	28	50	50	2	12949	5	18	2005	6	0	2	4	2	2	3	2	1	4	2.33	-9	10	5.0	0	1	-9	1	-9	2	2	2	2	3	1	1	20	0	4	2	-9	4	1	1	2	2	2	3	2	1	1	180000	-9	-9	-9	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	9600	0	0	0	0	0	1	400	710	38	70.0	35	600	0	0	0	704	0	60	0	0	0	15000	1689	100	1000	0	0	0	0	1000	0	-9	-9	-9	-9	-9	-9
28	48	48	25	48	48	2	12947	5	13	2005	12	2	6	3	4	5	-9	2	2	4	2.33	-9	15	12.0	0	1	-9	1	-9	3	3	3	2	6	3	3	5	3	0	3	-9	5	0	1	1	1	2	1	1	1	0	100000	-9	-9	-9	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	32	-9	0	-9	0	0	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	400	1200	0	0	0	0	0	1	500	1000	40	100.0	0	116	0	0	0	500	0	2160	0	0	0	1000	0	200	500	0	0	0	0	2200	0	-9	-9	-9	-9	-9	-9
9	197	197	9	197	197	1	11161	4	9	2005	8	0	6	9	-9	2	1	1	1	3	2.26	-9	5	5.0	0	1	-9	1	-9	2	2	2	1	3	1	1	20	0	0	2	-9	0	1	1	2	2	2	1	1	1	1	500000	-9	-9	-9	1	1	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	0	0	2	5	1	0	1	1	0	1	0	1	2	0	2	1	1	1	0	1	1	0	0	2	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	1	62	-9	0	-9	1	4	0	1	0	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	65000	0	0	0	0	0	1	15000	1198	0	0.0	1200	1111	600	0	400	1502	0	500	180	150	0	50000	70000	1000	5000	16200	18000	16000	1800	23000	0	-9	-9	-9	-9	-9	-9
12	114	114	12	114	114	2	11607	4	6	2005	9	0	6	1	4	2	4	1	1	4	2.26	15	-9	-9.0	0	1	-9	3	-9	1	1	1	2	2	1	1	20	0	0	2	-9	1	1	1	1	1	3	2	1	0	0	-9	2	-9	500	0	-9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	62	-9	0	-9	0	2	1	-9	-9	-9	2	-9	-9	-9	3	9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	1200	1400	0	0	0	0	9000	1	5000	532.5	0	0.0	100	140	120	0	0	754	0	50	0	0	0	0	1190	1580	800	0	0	0	7668	500	0	-9	-9	-9	-9	-9	-9
30	43	43	30	43	43	2	13189	5	8	2005	10	0	6	5	2	5	-9	4	1	4	2.32	-9	5	5.0	0	1	-9	1	-9	3	3	3	2	5	1	1	20	0	3	2	-9	3	1	1	2	2	2	2	2	1	1	100000	-9	-9	-9	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	1	0	2	1	0	0	0	3	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	0	-9	-9	-9	-9	0	1	0	0	1	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	9500	0	0	29000	0	0	0	1	3500	1800	0	0.0	1000	1009	300	0	0	1000	0	2200	0	0	1647	0	7000	800	2000	1500	0	0	29800	5000	0	-9	-9	-9	-9	-9	-9
12	93	93	12	93	93	1	11591	6	4	2005	4	0	3	1	1	2	1	1	1	3	2.26	5	-9	-9.0	0	1	-9	1	-9	2	2	2	2	3	1	1	20	0	0	2	-9	0	1	1	2	2	2	3	3	1	1	320000	-9	-9	-9	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	3	1	2	0	1	1	0	1	1	1	0	0	0	0	1	0	2	0	0	1	2	0	1	0	0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	1	3	0	1	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	180000	0	0	0	0	0	-9	1348	0	0.0	150	1447	300	0	40	828	0	500	300	0	0	30000	30000	5000	5000	4000	0	0	12839	11600	0	-9	-9	-9	-9	-9	-9
6	135	135	14	135	135	1	10725	3	20	2005	5	0	2	9	-9	2	1	1	1	3	3.12	-9	10	5.0	0	4	-9	4	-9	4	4	3	1	2	1	1	20	0	1	2	-9	1	1	1	3	3	2	1	1	1	1	430000	-9	-9	-9	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	1	0	0	1	2	0	0	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	1	3	0	1	0	-9	1	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	87800	0	0	0	0	0	1	5000	1200	0	100.0	600	1450	500	0	0	1943	0	0	0	0	0	0	43000	5775	5700	0	0	0	6070	6500	0	-9	-9	-9	-9	-9	-9
26	50	50	26	50	50	1	12828	3	30	2005	6	0	6	6	4	5	-9	2	1	4	1	-9	105	17.0	0	1	-9	1	-9	3	3	3	2	6	3	3	5	0	20	2	-9	45	1	1	1	1	2	3	3	1	0	10000	-9	-9	-9	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	15600	1900	0	0	0	0	0	1	210	1500	0	273.0	0	360	0	0	0	500	0	572	0	400	0	0	0	1800	279	3900	4000	0	0	4300	0	-9	-9	-9	-9	-9	-9
30	26	26	30	26	26	1	13175	4	13	2005	6	0	6	6	4	5	-9	4	1	4	4	5	-9	-9.0	0	3	-9	4	3	2	2	2	2	6	1	1	20	0	0	3	-9	2	1	1	1	1	2	1	1	1	0	20000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	5500	4000	0	0	0	0	0	1	2000	1000	20	0.0	0	180	0	0	0	700	0	10	0	0	0	0	0	470	1200	300	0	0	645	1200	0	-9	-9	-9	-9	-9	-9
12	106	106	268	5158	106	1	11600	4	5	2005	8	0	2	4	4	5	-9	2	1	4	2.26	-9	15	6.0	0	1	-9	4	-9	3	3	3	2	6	4	4	15	0	10	2	-9	10	1	1	1	1	2	1	1	1	1	130000	-9	-9	-9	0	-9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	1	1	2	1	1	0	0	1	0	0	1	2	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	6	-9	-9	-9	-9	1	62	-9	0	-9	0	1	1	0	0	-9	1	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	7000	24000	0	0	2000	0	0	1	500	1500	300	0.0	125	980	300	0	0	500	0	600	0	120	0	0	5000	2000	5000	57500	0	0	5040	6000	0	-9	-9	-9	-9	-9	-9
26	26	26	26	26	26	1	12806	3	19	2005	6	0	6	1	3	2	3	4	1	4	2.41	-9	5	7.0	0	1	-9	1	-9	3	3	2	2	6	1	1	10	0	5	2	-9	5	1	1	2	1	2	2	1	1	1	100000	-9	-9	-9	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	0	-9	-9	-9	-9	0	2	0	1	0	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	1200	7700	0	0	0	0	0	1	5000	1185	0	63.0	0	695	450	0	0	783	0	340	70	0	0	30000	1885	500	1460	0	1400	0	120	2380	0	-9	-9	-9	-9	-9	-9
6	23	23	221	23	23	1	10632	5	2	2005	7	0	2	1	4	2	3	4	1	4	2.34	-9	15	0.0	0	4	5	2	-9	2	2	2	2	6	1	1	20	0	1	2	-9	1	1	1	2	2	2	2	2	1	1	100000	-9	-9	-9	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	0	-9	-9	-9	-9	0	2	0	1	0	-9	2	-9	-9	-9	6	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	10000	0	0	6000	0	0	3000	1	1000	1012	0	15.0	70	806	350	0	0	1078	0	1320	0	0	600	1000	820	7850	2000	0	4000	0	12608	2500	0	-9	-9	-9	-9	-9	-9
9	131	131	9	131	131	1	11096	4	15	2005	8	0	6	1	4	5	-9	2	2	4	2.26	-9	10	10.0	0	1	-9	2	-9	2	2	2	2	2	1	1	20	0	0	2	-9	0	0	1	1	1	3	3	3	1	0	15000	-9	-9	-9	0	-9	4	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1000	769	100	30.0	50	208	0	0	0	211	0	50	0	0	0	0	700	200	0	0	0	0	0	650	0	-9	-9	-9	-9	-9	-9
9	50	50	9	50	50	1	11030	4	8	2005	7	0	2	4	4	5	-9	1	1	4	2.26	-9	15	5.0	1	1	-9	4	-9	2	2	2	2	3	1	1	20	0	0	2	-9	0	1	1	1	2	2	3	3	1	0	20000	-9	-9	-9	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	1	0	-9	0	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1500	801	200	0.0	50	308	150	0	0	245	0	350	0	0	0	0	150	500	1500	0	3700	0	-8	2600	0	-9	-9	-9	-9	-9	-9
6	73	73	6	73	73	1	10672	4	29	2005	8	0	4	1	4	2	3	2	2	4	2.33	15	-9	-9.0	0	1	-9	4	-9	2	2	2	2	1	1	1	20	0	0	3	-9	5	0	1	1	1	2	1	1	1	0	20000	-9	-9	-9	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	4000	0	0	0	0	0	0	1	160	1000	0	70.0	25	280	0	0	0	800	0	360	0	0	0	0	785	1200	80	0	0	0	3204	3200	0	-9	-9	-9	-9	-9	-9
