basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	mainjob	seconjob	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
13	347	347	13	347	347	1	2	3	11833	1	11	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	900	1100	1400	1900	2400	1	1	2	70	4	36	3	10	1	3	-9	-9	-9	-9	-9	-9	3	4	4	60	1	6	8	60	4	40	3	10	-9	-9	-9	-9	3	4	2	20	4	30	8	90	2	55	3	5	8	30	1	15	3	51	-9	-9	3	4	4	120	1	2	8	90	1	5	8	30	2	30	8	19	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	2	2	2	2	2	2
3	181	181	3	181	181	1	2	2	10349	1	28	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	900	1200	2000	2200	1	5	3	15	8	40	4	100	3	20	-9	-9	-9	-9	-9	-9	3	5	1	1	8	10	1	15	6	120	8	10	3	19	-9	-9	3	5	8	30	6	300	8	20	3	59	8	66	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	60	6	30	8	15	1	5	8	5	-9	-9	-9	-9	-9	-9	-9	-9	119	-9	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2
1	89	89	1	89	89	1	1	4	10054	1	15	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	300	900	1200	1900	2200	3	35	5	5	1	15	3	5	7	300	-9	-9	-9	-9	-9	-9	3	10	8	5	7	135	8	29	1	1	-9	-9	-9	-9	-9	-9	3	80	7	110	8	30	3	10	4	10	3	25	1	1	8	124	3	30	-9	-9	3	15	8	164	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	1	1	-7	2	-7	1	2	1	1	-7	2	-7	1	2	2	1	1	2	2	1
3	150	150	3	150	150	1	2	3	10320	1	29	2005	0	-9	1	2	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	6	2	70	3	10	4	30	2	30	8	34	-9	-9	-9	-9	3	18	4	120	8	60	2	30	3	12	-9	-9	-9	-9	-9	-9	3	3	2	40	1	14	2	90	8	115	3	55	2	103	-9	-9	-9	-9	-9	-9	3	8	8	60	4	5	2	30	8	17	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	1	1	1	2	2	1	2	2	1	2
3	180	180	3	180	180	1	2	2	10348	2	2	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	1000	1400	2000	2100	3	20	1	2	2	10	4	30	3	15	2	163	-9	-9	-9	-9	3	7	8	10	4	120	3	23	8	10	1	10	2	30	8	30	3	7	2	30	8	120	3	85	2	30	8	88	-9	-9	-9	-9	-9	-9	-9	-9	3	7	8	30	4	5	8	18	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	2	2	1	1	2	1	2
13	188	188	13	188	188	1	1	5	11724	1	13	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	500	700	1130	1800	2200	3	20	4	40	8	30	3	20	1	10	-9	-9	-9	-9	-9	-9	3	2	1	1	7	244	8	23	-9	-9	-9	-9	-9	-9	-9	-9	3	2	7	2	8	10	7	295	3	5	7	2	3	74	-9	-9	-9	-9	-9	-9	3	7	7	184	1	9	4	20	8	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	913	943	2	2	2	1	-7	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
13	334	334	13	334	334	1	2	2	11820	1	10	2005	0	-9	1	7	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	730	1100	1800	2100	1	1	4	30	5	29	3	30	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	1	4	60	7	130	8	14	-9	-9	-9	-9	-9	-9	3	5	8	90	1	20	7	250	3	5	7	5	8	45	-9	-9	-9	-9	-9	-9	3	5	1	2	8	60	1	10	4	13	8	90	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	107	107	1	107	107	2	2	2	10071	1	13	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1700	1730	2200	1000	1030	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	6	7	79	8	30	7	90	8	30	7	30	-9	-9	3	5	1	1	7	114	1	20	7	270	3	10	7	285	8	15	-9	-9	-9	-9	3	5	8	24	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	2	2	3	2	-7	2	1	2	2	3	3	-7	1	2	1	1	1	1	1	1
13	117	117	13	117	117	1	2	2	11670	1	8	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	900	1500	2000	2400	1	10	3	10	7	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	315	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	30	3	15	1	30	7	210	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	150	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	111	-9	1	1	3	1	1	3	3	1	1	3	1	1	3	3	1	1	1	1	1	1
1	160	160	1	160	160	1	2	2	10117	1	13	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2200	1	5	3	50	1	5	2	25	3	35	-9	-9	-9	-9	-9	-9	3	10	5	40	1	20	6	170	3	60	-9	-9	-9	-9	-9	-9	3	40	8	20	4	115	8	10	3	5	3	120	4	20	5	15	3	60	8	15	3	44	1	1	8	30	1	5	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	715	302	2	1	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
13	241	241	13	241	241	2	1	4	11764	1	11	2005	0	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	600	-9	1100	1800	2100	4	5	3	30	5	3	1	10	4	45	2	15	8	172	4	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	105	2	90	8	100	3	5	8	30	1	10	8	50	-9	-9	-9	-9	3	15	8	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	943	914	3	1	3	2	-7	2	2	2	1	3	2	2	1	3	2	2	2	2	2	2
1	120	120	1	120	120	1	3	4	10083	1	11	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	800	1200	2030	2130	8	5	4	5	1	25	3	25	4	90	8	30	-9	-9	-9	-9	3	40	4	170	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	40	8	170	1	30	8	230	3	10	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	25	1	5	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	2	1	1	2	1	1	1	1	1	1
1	47	47	1	2254	47	1	2	2	10021	1	28	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1130	1930	2300	1	1	4	20	5	5	3	70	8	24	-9	-9	-9	-9	-9	-9	3	10	1	42	2	60	8	98	3	5	8	55	-9	-9	-9	-9	3	10	8	260	3	10	1	1	8	30	2	60	4	19	3	60	8	30	-9	-9	3	10	1	2	8	183	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-7	1	1	1	2	1	1	1	1	1	1
17	275	275	17	275	275	1	2	2	12483	2	3	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2200	3	23	4	5	1	2	4	10	8	38	3	2	2	40	-9	-9	3	5	2	57	8	58	4	15	8	45	1	8	8	97	3	15	3	5	8	55	4	180	3	10	4	50	8	90	3	30	-9	-9	-9	-9	-9	-9	3	5	8	170	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	3	1	2	1	1	1	1	1	1
13	426	426	1	4090	426	1	1	2	11902	1	29	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	530	900	1400	1900	2300	3	30	4	15	2	15	3	5	2	5	1	5	2	25	4	110	3	10	2	20	4	10	8	20	3	10	8	110	2	120	-9	-9	3	10	2	10	8	40	2	60	4	10	8	20	1	30	2	120	-9	-9	-9	-9	3	10	2	50	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	1	-7	1	1	1	1	1	1	1	1
13	119	119	13	119	119	1	2	2	11672	1	10	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	7	-9	-9	300	800	1300	2000	100	1	15	6	65	3	10	6	210	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	90	3	40	8	45	4	30	3	30	8	60	-9	-9	3	15	8	180	3	105	6	25	8	35	1	15	8	45	-9	-9	-9	-9	-9	-9	3	15	8	45	6	60	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	822	-9	3	1	1	1	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	1
1	106	106	1	106	106	2	2	2	10070	1	11	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	900	1300	1800	2000	1	10	3	50	2	30	3	10	4	140	-9	-9	-9	-9	-9	-9	3	10	4	110	8	30	3	60	2	30	-9	-9	-9	-9	-9	-9	3	30	4	30	8	60	3	10	4	50	8	30	1	30	3	60	-9	-9	-9	-9	3	15	1	5	3	20	8	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	3	2	2	1	2	1	1	1	2	2	1
1	86	86	238	3387	86	1	2	2	10052	2	19	2005	0	-9	2	1	-9	-9	2	1	-9	-9	1	7	-9	-9	1	2	7	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	-9	1130	1900	2200	8	5	1	5	3	20	2	30	1	20	3	15	4	30	6	205	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	1	2	8	33	6	150	3	10	6	230	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	105	8	40	1	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	331	-9	1	1	2	1	1	1	2	2	1	2	1	-7	1	2	1	1	1	1	1	1
13	234	234	13	234	234	1	2	2	11760	1	6	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	-9	1400	1800	2300	1	15	6	255	4	30	8	60	3	60	4	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	165	1	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	6	105	8	105	1	2	8	58	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	1	1	3	1	2	3	3	1	2	2	1	2	2	2	1	3	2	1	1	1
1	118	118	1	118	118	1	1	4	10081	1	23	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	500	-9	1200	2000	2200	1	19	3	5	8	126	7	180	3	2	7	88	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	49	1	1	7	120	3	5	8	10	7	165	8	120	-9	-9	-9	-9	3	10	1	12	8	97	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	71	-9	-7	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1
1	122	122	1	122	122	1	2	2	10085	1	8	2005	0	-9	1	-9	-9	-9	1	9	-9	-9	1	9	7	-9	9	1	-9	-9	1	7	-9	-9	9	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	9	-9	-9	2	-9	-9	-9	430	-9	1200	1900	2200	3	55	1	35	4	60	2	30	5	60	8	90	7	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	30	8	50	1	10	7	120	8	105	3	5	5	85	-9	-9	-9	-9	3	20	8	155	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	203	-9	1	1	3	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1
17	289	289	202	3102	289	1	2	2	12497	3	13	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	400	500	1200	600	2100	1	1	3	45	1	14	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	6	7	30	8	69	7	300	-9	-9	-9	-9	-9	-9	3	10	8	50	7	120	3	10	8	50	7	120	-9	-9	-9	-9	-9	-9	-9	-9	3	20	1	5	7	85	1	5	8	65	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	22	-9	3	1	3	2	2	1	3	1	1	3	2	2	2	2	1	1	1	1	1	1
13	381	381	13	381	381	1	2	2	11863	1	11	2005	0	-9	1	2	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	2	-9	-9	1	2	-9	-9	1	7	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	700	1050	1855	2100	1	4	3	10	4	3	3	20	2	8	3	3	4	7	-9	-9	3	5	4	30	1	20	4	160	3	20	-9	-9	-9	-9	-9	-9	3	10	2	120	3	5	8	145	3	5	2	85	3	30	8	60	3	25	-9	-9	3	35	8	75	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	2	1	3	1	2	1	2	2	1	3	1	2	1	2	1	1	1	1	1	1
1	136	136	1	136	136	1	1	4	10098	1	13	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	9	-9	-9	-9	600	-9	1100	1900	2200	1	6	5	5	7	224	3	5	8	30	1	15	8	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	50	8	180	4	25	3	10	5	85	8	20	5	15	8	55	3	30	3	10	6	140	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	993	3	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1
17	290	290	206	2639	290	2	2	2	12498	3	4	2005	0	-9	1	-9	-9	-9	2	1	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	1000	1400	1800	2100	1	11	6	21	3	5	6	145	3	30	6	148	-9	-9	-9	-9	3	5	1	35	4	60	8	20	6	120	-9	-9	-9	-9	-9	-9	3	5	6	55	2	60	6	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1
1	71	71	1	71	71	1	2	2	10041	1	26	2005	0	-9	1	7	-9	-9	1	2	7	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	430	900	1400	1900	2200	1	2	3	28	8	55	3	5	2	10	4	170	-9	-9	-9	-9	3	20	6	280	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	105	1	10	3	50	8	60	1	15	8	45	-9	-9	-9	-9	-9	-9	3	15	1	2	3	30	2	13	4	5	8	115	-9	-9	-9	-9	-9	-9	-9	-9	852	-9	1	1	3	1	-7	2	2	3	2	3	1	1	2	3	1	1	1	1	1	1
1	100	100	1	100	100	1	2	2	10064	1	17	2005	0	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	800	1130	1800	2000	1	2	3	26	4	5	2	5	4	10	5	30	4	102	-9	-9	3	20	8	40	5	10	3	20	2	30	1	25	3	10	8	55	3	10	8	10	5	80	3	10	8	60	5	60	4	30	3	30	-9	-9	-9	-9	3	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	2	1	1	1	1	1	1
10	174	174	238	174	174	1	2	2	11298	2	23	2005	0	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	11	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	7	2	-9	2	-9	-9	-9	530	-9	1200	1900	2300	1	5	2	5	4	10	3	25	4	25	2	30	1	50	7	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	120	3	5	7	120	4	40	8	15	3	35	4	10	8	15	3	15	8	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	116	335	1	1	3	1	1	1	3	1	1	2	1	1	1	2	3	1	1	2	1	1
13	125	125	13	125	125	1	2	2	11677	1	11	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	11	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	530	-9	1100	1800	2100	1	4	6	2	3	9	6	315	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	270	6	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	90	1	40	4	5	8	51	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	111	-9	2	2	2	2	2	2	2	2	2	3	1	2	2	2	1	2	2	1	1	2
17	273	273	17	273	273	1	2	2	12481	1	27	2005	0	-9	2	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	1	-9	-9	700	-9	1200	1800	2300	1	6	2	40	3	71	4	93	8	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	185	1	25	8	55	3	65	8	10	3	5	-9	-9	-9	-9	-9	-9	3	15	8	255	1	13	8	17	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	3	1	1	1	2	1	1	1	1	1	1
3	230	230	3	230	230	1	2	2	10396	2	1	2005	0	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	700	1130	1900	2200	1	1	2	30	1	1	4	40	3	20	8	28	-9	-9	-9	-9	3	15	1	27	8	60	4	140	3	10	8	18	-9	-9	-9	-9	3	15	8	270	3	5	8	110	3	20	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	155	4	3	8	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	2	1	2	2	1	2	2
17	113	113	17	2090	113	1	2	2	12347	2	1	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	430	700	1130	1800	2000	3	30	4	2	2	2	4	8	2	76	3	2	4	30	-9	-9	3	15	1	16	4	60	2	29	4	30	8	30	2	60	3	30	3	15	8	60	2	222	3	88	8	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	5	4	2	8	93	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	1	2	2	1	1	2	2	1	2	3	1	1	2	2	1	1	1	1	1	1
