basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moperson	dayprson	yrperson	linenumb	relhead	relmom	relindex	paidcash	sex	monbirth	yearbirt	age	resident	gradecom	inschool	worknow	workpast
6	95	95	6	95	95	1	10690	4	30	2005	2	5	5	7	-9	2	10	1968	36	1	8	0	1	-9
6	95	95	6	95	95	1	10690	4	30	2005	3	4	4	6	-9	1	11	1976	28	1	15	0	0	0
6	95	95	6	95	95	1	10690	4	30	2005	4	5	5	7	-9	2	6	1987	17	1	11	0	0	0
6	95	95	6	95	95	1	10690	4	30	2005	5	5	5	7	0	2	11	1978	26	1	0	0	0	0
6	95	95	6	95	95	1	10690	4	30	2005	6	9	9	16	0	2	12	2001	3	1	-9	-9	-9	-9
28	50	50	28	50	50	2	12949	5	18	2005	1	0	1	2	-9	1	3	1958	47	1	4	0	1	-9
28	50	50	28	50	50	2	12949	5	18	2005	2	1	0	3	-9	2	10	1960	44	1	4	0	1	-9
28	50	50	28	50	50	2	12949	5	18	2005	3	4	4	6	-9	1	11	1992	12	1	5	0	0	0
28	50	50	28	50	50	2	12949	5	18	2005	4	4	4	6	-9	1	1	1995	10	1	2	1	0	0
28	50	50	28	50	50	2	12949	5	18	2005	5	5	5	7	-9	2	1	1997	8	1	1	1	0	0
28	50	50	28	50	50	2	12949	5	18	2005	6	5	5	7	-9	2	10	1998	6	1	0	0	0	0
28	48	48	25	48	48	2	12947	5	13	2005	1	0	1	2	-9	1	12	1953	51	1	11	0	1	-9
28	48	48	25	48	48	2	12947	5	13	2005	2	1	0	3	-9	2	2	1956	49	1	3	0	1	-9
28	48	48	25	48	48	2	12947	5	13	2005	3	4	4	6	-9	1	11	1980	24	1	6	0	1	-9
28	48	48	25	48	48	2	12947	5	13	2005	4	4	4	6	-9	1	1	1982	23	1	6	0	1	-9
28	48	48	25	48	48	2	12947	5	13	2005	5	4	4	6	-9	1	3	1988	17	1	6	0	0	0
28	48	48	25	48	48	2	12947	5	13	2005	6	4	4	6	-9	1	12	1990	14	1	5	0	0	0
28	48	48	25	48	48	2	12947	5	13	2005	7	4	4	6	0	1	11	1979	25	1	5	0	1	-9
28	48	48	25	48	48	2	12947	5	13	2005	8	20	20	22	0	2	12	1980	24	1	11	0	0	0
28	48	48	25	48	48	2	12947	5	13	2005	9	8	8	15	0	1	6	2003	1	1	-9	-9	-9	-9
28	48	48	25	48	48	2	12947	5	13	2005	10	31	31	31	0	1	3	1999	6	1	0	0	0	0
28	48	48	25	48	48	2	12947	5	13	2005	11	5	5	5	0	2	2	1986	19	1	6	0	0	1
28	48	48	25	48	48	2	12947	5	13	2005	12	19	19	21	0	1	10	1980	24	1	11	0	1	-9
6	20	20	6	20	20	1	10629	4	30	2005	7	5	5	7	-9	2	9	1991	13	1	6	1	0	0
6	117	117	6	117	117	2	10708	4	30	2005	1	0	1	2	-9	1	3	1959	46	1	6	0	1	-9
6	117	117	6	117	117	2	10708	4	30	2005	2	1	0	3	-9	2	11	1959	45	1	6	0	1	-9
6	117	117	6	117	117	2	10708	4	30	2005	3	4	4	6	-9	1	10	1982	22	1	15	0	1	-9
6	117	117	6	117	117	2	10708	4	30	2005	4	5	5	7	-9	2	1	1985	20	1	12	0	0	0
6	117	117	6	117	117	2	10708	4	30	2005	5	4	4	6	0	1	1	1981	24	1	9	0	0	0
2	120	120	269	120	120	1	10229	6	30	2005	1	0	1	2	-9	1	9	1962	42	1	5	0	1	-9
2	120	120	269	120	120	1	10229	6	30	2005	2	1	0	3	-9	2	9	1966	38	1	2	0	0	0
2	120	120	269	120	120	1	10229	6	30	2005	4	5	5	34	0	2	12	1983	21	1	8	0	0	0
2	120	120	269	120	120	1	10229	6	30	2005	3	4	4	6	-9	1	11	1989	15	1	6	1	0	0
2	120	120	269	120	120	1	10229	6	30	2005	5	8	8	4	0	1	8	2003	1	1	-9	-9	-9	-9
17	256	256	229	256	256	1	12465	7	5	2005	1	0	1	2	-9	1	12	1955	49	1	9	0	1	-9
17	256	256	229	256	256	1	12465	7	5	2005	2	1	0	3	-9	2	3	1957	48	1	9	0	1	-9
17	256	256	229	256	256	1	12465	7	5	2005	3	4	4	6	-9	1	8	1982	22	1	11	1	1	-9
17	256	256	229	256	256	1	12465	7	5	2005	4	4	4	6	-9	1	8	1985	19	1	11	0	0	0
17	256	256	229	256	256	1	12465	7	5	2005	5	4	4	6	0	1	1	1981	24	1	12	0	1	-9
17	256	256	229	256	256	1	12465	7	5	2005	6	20	20	22	0	2	4	1984	21	1	15	0	0	0
17	256	256	229	256	256	1	12465	7	5	2005	7	8	8	15	0	1	3	2002	3	1	-9	-9	-9	-9
17	256	256	229	256	256	1	12465	7	5	2005	8	19	19	1	0	1	1	1984	21	1	14	0	1	-9
17	256	256	229	256	256	1	12465	7	5	2005	9	5	5	34	0	2	12	1983	21	1	13	0	0	0
17	256	256	229	256	256	1	12465	7	5	2005	10	8	8	4	0	1	3	2005	0	1	-9	-9	-9	-9
6	47	47	254	2606	47	1	10654	5	8	2005	1	0	0	3	-9	2	11	1959	45	1	3	0	1	-9
6	47	47	254	2606	47	1	10654	5	8	2005	2	1	1	2	-9	1	1	1959	46	1	3	0	1	-9
6	47	47	254	2606	47	1	10654	5	8	2005	3	4	4	6	-9	1	10	1979	25	1	11	0	1	-9
6	47	47	254	2606	47	1	10654	5	8	2005	4	4	4	6	-9	1	1	1981	24	1	9	0	1	-9
6	47	47	254	2606	47	1	10654	5	8	2005	5	5	5	34	-9	2	7	1983	21	1	11	0	1	-9
6	101	101	232	2188	101	1	10695	5	10	2005	1	0	1	2	-9	1	4	1957	48	1	3	0	0	0
6	101	101	232	2188	101	1	10695	5	10	2005	2	1	0	3	-9	2	8	1956	48	1	3	0	1	-9
6	101	101	232	2188	101	1	10695	5	10	2005	3	4	4	34	-9	1	9	1983	21	1	11	0	1	-9
6	101	101	232	2188	101	1	10695	5	10	2005	4	8	8	15	0	1	10	2000	4	1	-9	-9	-9	-9
17	315	315	17	315	315	2	12523	2	3	2005	1	0	1	2	-9	1	11	1953	51	1	9	0	1	-9
17	315	315	17	315	315	2	12523	2	3	2005	2	1	0	3	-9	2	6	1959	45	1	9	0	0	0
17	315	315	17	315	315	2	12523	2	3	2005	3	5	5	7	-9	2	7	1987	17	1	10	1	0	0
12	131	131	12	131	131	1	11620	4	19	2005	1	0	1	2	-9	1	3	1944	61	1	6	0	1	-9
17	315	315	17	315	315	2	12523	2	3	2005	4	5	5	7	-9	2	9	1989	15	1	8	1	0	0
17	315	315	17	315	315	2	12523	2	3	2005	5	5	5	7	-9	2	11	1993	11	1	4	1	0	0
17	315	315	17	315	315	2	12523	2	3	2005	6	4	4	6	-9	1	10	1995	9	1	1	1	0	0
12	131	131	12	131	131	1	11620	4	19	2005	2	1	0	3	-9	2	2	1944	61	1	3	0	0	0
17	315	315	17	315	315	2	12523	2	3	2005	7	5	5	7	-9	2	6	2001	3	1	-9	-9	-9	-9
30	39	39	30	39	39	1	13185	4	21	2005	1	0	1	2	-9	1	11	1959	45	1	6	0	1	-9
30	39	39	30	39	39	1	13185	4	21	2005	2	1	0	3	-9	2	8	1959	45	1	6	0	1	-9
30	39	39	30	39	39	1	13185	4	21	2005	3	5	5	7	-9	2	12	1980	24	1	15	0	1	-9
30	39	39	30	39	39	1	13185	4	21	2005	4	4	4	34	-9	1	12	1983	21	1	13	1	1	-9
30	39	39	30	39	39	1	13185	4	21	2005	5	5	5	7	-9	2	10	1986	18	1	11	0	1	-9
12	131	131	12	131	131	1	11620	4	19	2005	3	5	5	7	-9	2	9	1977	27	1	11	0	0	1
12	131	131	12	131	131	1	11620	4	19	2005	4	5	5	7	-9	2	3	1979	26	1	11	0	1	-9
12	131	131	12	131	131	1	11620	4	19	2005	5	5	5	34	-9	2	4	1984	21	1	11	0	0	1
12	131	131	12	131	131	1	11620	4	19	2005	6	5	5	7	-9	2	7	1986	18	1	13	0	1	-9
30	39	39	30	39	39	1	13185	4	21	2005	6	5	5	7	-9	2	3	1988	17	1	11	0	0	0
12	131	131	12	131	131	1	11620	4	19	2005	7	4	4	6	0	1	4	1970	35	1	11	0	1	-9
12	131	131	12	131	131	1	11620	4	19	2005	8	4	4	6	0	1	12	1971	33	1	14	0	1	-9
12	131	131	12	131	131	1	11620	4	19	2005	9	20	20	22	0	2	12	1983	21	1	8	0	0	0
12	131	131	12	131	131	1	11620	4	19	2005	10	8	8	15	0	1	8	1999	5	1	-9	-9	-9	-9
12	131	131	12	131	131	1	11620	4	19	2005	11	9	9	16	0	2	2	2001	4	1	-9	-9	-9	-9
13	348	348	330	3510	348	1	11834	6	4	2005	4	4	4	6	-9	1	3	1988	17	1	10	1	0	0
13	348	348	330	3510	348	1	11834	6	4	2005	5	5	5	7	-9	2	5	1993	12	1	5	1	0	0
17	220	220	136	3331	220	1	12431	6	24	2005	4	4	4	6	-9	1	12	1985	19	1	11	0	1	-9
17	220	220	136	3331	220	1	12431	6	24	2005	5	4	4	6	-9	1	8	1987	17	1	13	0	0	0
17	220	220	136	3331	220	1	12431	6	24	2005	6	4	4	6	-9	1	6	1989	16	1	8	1	0	0
17	220	220	136	3331	220	1	12431	6	24	2005	7	5	5	7	-9	2	5	1992	13	1	6	1	0	0
17	220	220	136	3331	220	1	12431	6	24	2005	8	4	4	6	-9	1	6	1995	10	1	2	1	0	0
17	220	220	136	3331	220	1	12431	6	24	2005	9	4	4	6	-9	1	5	1998	7	1	0	0	0	0
13	348	348	330	3510	348	1	11834	6	4	2005	6	30	30	30	1	2	6	1976	28	1	8	0	-7	-7
12	111	111	325	4126	111	1	11604	6	25	2005	1	0	1	2	-9	1	6	1961	44	1	13	0	1	-9
12	111	111	325	4126	111	1	11604	6	25	2005	2	1	0	3	-9	2	9	1964	40	1	15	0	0	0
12	111	111	325	4126	111	1	11604	6	25	2005	3	5	5	34	-9	2	8	1983	21	1	15	0	1	-9
12	111	111	325	4126	111	1	11604	6	25	2005	4	5	5	7	-9	2	9	1992	12	1	6	1	0	0
17	216	216	307	3494	216	1	12427	6	25	2005	1	0	0	3	-9	2	11	1956	48	1	15	0	1	-9
17	216	216	307	3494	216	1	12427	6	25	2005	2	4	4	34	0	1	8	1983	21	1	14	1	0	0
17	216	216	307	3494	216	1	12427	6	25	2005	3	8	8	4	0	1	9	2002	2	1	-9	-9	-9	-9
13	448	448	375	5197	448	1	11923	6	27	2005	1	0	1	2	-9	1	5	1963	42	1	5	0	1	-9
13	448	448	375	5197	448	1	11923	6	27	2005	2	1	0	3	-9	2	12	1965	39	1	9	0	1	-9
13	448	448	375	5197	448	1	11923	6	27	2005	3	4	4	34	-9	1	1	1984	21	1	9	0	1	-9
13	448	448	375	5197	448	1	11923	6	27	2005	4	4	4	6	-9	1	3	1985	20	1	11	0	1	-9
13	448	448	375	5197	448	1	11923	6	27	2005	5	4	4	6	-9	1	2	1987	18	1	11	0	1	-9
13	448	448	375	5197	448	1	11923	6	27	2005	6	5	5	7	-9	2	4	1991	14	1	9	1	0	0
17	283	283	325	3489	283	1	12491	7	3	2005	1	0	1	2	-9	1	2	1956	49	1	10	0	1	-9
17	283	283	325	3489	283	1	12491	7	3	2005	2	1	0	3	-9	2	2	1957	48	1	2	0	0	0
17	283	283	325	3489	283	1	12491	7	3	2005	3	5	5	7	-9	2	7	1980	24	1	13	0	1	-9
17	283	283	325	3489	283	1	12491	7	3	2005	4	4	4	6	-9	1	2	1987	18	1	11	1	0	0
17	283	283	325	3489	283	1	12491	7	3	2005	5	4	4	34	0	1	2	1984	21	1	8	0	0	0
17	283	283	325	3489	283	1	12491	7	3	2005	6	20	20	1	0	2	8	1983	21	1	6	0	0	0
17	283	283	325	3489	283	1	12491	7	3	2005	7	9	9	5	0	2	8	2004	0	1	-9	-9	-9	-9
28	55	55	28	55	55	1	12953	4	29	2005	1	0	0	3	-9	2	1	1950	55	1	4	0	0	0
28	55	55	28	55	55	1	12953	4	29	2005	2	4	4	6	-9	1	4	1976	29	1	2	0	1	-9
28	55	55	28	55	55	1	12953	4	29	2005	3	4	4	34	-9	1	8	1983	21	1	11	0	0	0
28	55	55	28	55	55	1	12953	4	29	2005	4	5	5	7	0	2	3	1981	24	1	11	0	1	-9
28	55	55	28	55	55	1	12953	4	29	2005	5	19	19	21	0	1	10	1977	27	1	5	0	1	-9
28	55	55	28	55	55	1	12953	4	29	2005	6	9	9	16	0	2	4	2001	4	1	-9	-9	-9	-9
1	58	58	260	3242	58	1	10031	7	3	2005	3	4	4	-9	-9	1	7	1983	21	1	12	1	0	0
1	58	58	260	3242	58	1	10031	7	3	2005	4	4	4	6	-9	1	6	1995	10	1	3	1	0	0
17	244	244	17	244	244	2	12453	2	2	2005	1	0	1	2	-9	1	10	1943	61	1	5	0	0	0
17	244	244	17	244	244	2	12453	2	2	2005	2	1	0	3	-9	2	11	1949	55	1	5	0	0	0
17	244	244	17	244	244	2	12453	2	2	2005	3	4	4	6	-9	1	5	1972	32	1	6	0	1	-9
17	244	244	17	244	244	2	12453	2	2	2005	4	4	4	6	-9	1	2	1975	29	1	6	0	1	-9
17	244	244	17	244	244	2	12453	2	2	2005	5	5	5	7	-9	2	1	1986	19	1	11	0	0	0
17	244	244	17	244	244	2	12453	2	2	2005	6	4	4	6	0	1	1	1978	27	1	5	0	1	-9
17	244	244	17	244	244	2	12453	2	2	2005	7	20	20	22	0	2	1	1977	28	1	5	0	0	0
17	244	244	17	244	244	2	12453	2	2	2005	8	9	9	16	0	2	9	1998	6	1	0	1	0	0
17	296	296	17	296	296	2	12504	2	8	2005	1	0	1	2	-9	1	12	1949	55	1	6	0	1	-9
17	296	296	17	296	296	2	12504	2	8	2005	2	1	0	3	-9	2	7	1962	42	1	6	0	1	-9
17	296	296	17	296	296	2	12504	2	8	2005	3	4	4	6	-9	1	8	1982	22	1	11	0	1	-9
17	296	296	17	296	296	2	12504	2	8	2005	4	4	4	6	-9	1	3	1986	18	1	6	0	0	0
17	296	296	17	296	296	2	12504	2	8	2005	5	5	5	7	-9	2	9	1989	15	1	9	1	1	-9
28	33	33	220	3316	33	2	12935	5	4	2005	1	1	0	3	-9	2	1	1965	40	1	3	0	1	-9
17	296	296	17	296	296	2	12504	2	8	2005	6	4	4	6	-9	1	4	1991	13	1	4	1	0	0
17	296	296	17	296	296	2	12504	2	8	2005	7	4	4	6	-9	1	8	1993	11	1	3	1	0	0
17	296	296	17	296	296	2	12504	2	8	2005	8	5	5	7	-9	2	10	1995	9	1	2	1	0	0
14	105	105	14	105	105	1	12058	3	11	2005	8	4	4	6	0	1	5	1981	23	1	8	0	1	-9
14	105	105	14	105	105	1	12058	3	11	2005	9	20	20	22	0	2	5	1977	27	1	11	0	0	0
14	105	105	14	105	105	1	12058	3	11	2005	10	8	8	15	0	1	10	1999	5	1	-9	-9	-9	-9
14	105	105	14	105	105	1	12058	3	11	2005	11	9	9	16	0	2	6	2000	4	1	-9	-9	-9	-9
14	105	105	14	105	105	1	12058	3	11	2005	12	8	8	15	0	1	9	2001	3	1	-9	-9	-9	-9
14	105	105	14	105	105	1	12058	3	11	2005	13	8	8	15	0	1	8	2004	0	1	-9	-9	-9	-9
28	61	61	28	61	61	1	12957	5	8	2005	1	0	0	3	-9	2	9	1958	46	1	9	0	1	-9
28	61	61	28	61	61	1	12957	5	8	2005	2	4	4	34	-9	1	8	1983	21	1	15	0	1	-9
28	61	61	28	61	61	1	12957	5	8	2005	3	4	4	6	-9	1	7	1988	16	1	11	1	0	0
28	61	61	28	61	61	1	12957	5	8	2005	4	5	5	7	-9	2	11	1997	7	1	1	1	0	0
28	61	61	28	61	61	1	12957	5	8	2005	5	4	4	6	-9	1	11	1999	5	1	-9	-9	-9	-9
8	51	51	8	51	51	1	10924	2	16	2005	1	0	0	3	-9	2	1	1958	47	1	10	0	1	-9
8	51	51	8	51	51	1	10924	2	16	2005	2	5	5	34	-9	2	8	1983	21	1	11	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	1	0	1	2	-9	1	10	1932	72	1	2	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	2	1	0	3	-9	2	6	1953	51	1	5	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	3	5	5	7	-9	2	6	1981	23	1	11	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	4	5	5	34	-9	2	9	1983	21	1	11	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	5	5	5	7	-9	2	1	1986	19	1	11	0	1	-9
28	66	66	28	66	66	1	12961	5	5	2005	6	4	4	6	-9	1	6	1988	16	1	11	1	0	0
28	66	66	28	66	66	1	12961	5	5	2005	7	4	4	6	-9	1	8	1990	14	1	9	1	0	0
28	66	66	28	66	66	1	12961	5	5	2005	8	5	5	7	-9	2	8	1993	11	1	5	1	0	0
28	66	66	28	66	66	1	12961	5	5	2005	9	4	4	6	-9	1	4	1996	9	1	2	1	0	0
28	66	66	28	66	66	1	12961	5	5	2005	10	5	5	7	-9	2	5	2001	3	1	-9	-9	-9	-9
28	66	66	28	66	66	1	12961	5	5	2005	11	27	16	14	0	2	10	1979	25	1	8	0	0	0
28	66	66	28	66	66	1	12961	5	5	2005	12	28	9	16	0	2	11	2004	0	1	-9	-9	-9	-9
30	48	48	30	48	48	1	13194	4	9	2005	1	0	1	2	-9	1	3	1959	46	1	3	0	0	1
30	48	48	30	48	48	1	13194	4	9	2005	2	1	0	3	-9	2	12	1959	45	1	6	0	0	0
9	120	120	9	120	120	1	11085	4	2	2005	4	4	4	6	-9	1	1	1982	23	1	15	0	0	0
9	120	120	9	120	120	1	11085	4	2	2005	5	5	5	34	-9	2	10	1983	21	1	13	1	0	0
9	120	120	9	120	120	1	11085	4	2	2005	6	5	5	7	-9	2	12	1985	19	1	11	1	0	1
9	120	120	9	120	120	1	11085	4	2	2005	7	4	4	6	-9	1	2	1992	13	1	5	1	0	0
9	120	120	9	120	120	1	11085	4	2	2005	8	4	4	6	-9	1	3	1993	12	1	5	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	1	0	0	3	-9	2	9	1956	48	1	6	0	1	-9
12	41	41	234	41	41	1	11549	7	3	2005	2	4	4	34	-9	1	5	1983	22	1	11	0	0	0
12	41	41	234	41	41	1	11549	7	3	2005	3	4	4	6	-9	1	8	1984	20	1	12	0	0	0
12	41	41	234	41	41	1	11549	7	3	2005	4	5	5	7	-9	2	9	1985	19	1	11	0	0	1
12	41	41	234	41	41	1	11549	7	3	2005	5	4	4	6	-9	1	10	1986	18	1	11	0	1	-9
12	41	41	234	41	41	1	11549	7	3	2005	6	4	4	6	-9	1	8	1989	15	1	11	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	7	5	5	7	-9	2	9	1990	14	1	9	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	8	5	5	7	-9	2	3	1993	12	1	6	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	9	4	4	6	-9	1	6	1994	11	1	5	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	10	5	5	7	-9	2	10	1997	7	1	1	1	0	0
12	41	41	234	41	41	1	11549	7	3	2005	11	3	3	11	0	2	12	1927	77	1	3	0	0	0
9	97	97	9	97	97	1	11069	4	15	2005	1	0	1	2	-9	1	4	1959	45	1	6	0	1	-9
9	97	97	9	97	97	1	11069	4	15	2005	2	1	0	3	-9	2	4	1961	44	1	6	0	1	-9
9	97	97	9	97	97	1	11069	4	15	2005	3	5	5	34	-9	2	9	1983	21	1	15	1	0	0
9	97	97	9	97	97	1	11069	4	15	2005	4	4	4	6	-9	1	4	1985	19	1	14	1	0	0
9	97	97	9	97	97	1	11069	4	15	2005	5	4	4	6	-9	1	9	1986	18	1	11	0	1	-9
9	97	97	9	97	97	1	11069	4	15	2005	6	4	4	6	-9	1	2	1988	17	1	11	1	0	0
9	97	97	9	97	97	1	11069	4	15	2005	7	4	4	6	-9	1	7	1992	12	1	6	1	0	0
9	97	97	9	97	97	1	11069	4	15	2005	8	4	4	6	-9	1	9	1993	11	1	4	1	0	0
28	212	212	28	212	212	2	13086	4	29	2005	1	0	1	2	-9	1	6	1958	46	1	0	0	1	-9
28	212	212	28	212	212	2	13086	4	29	2005	2	1	0	3	-9	2	9	1958	46	1	2	0	1	-9
28	212	212	28	212	212	2	13086	4	29	2005	3	5	5	7	-9	2	1	1987	18	1	11	0	0	0
28	137	137	28	137	137	1	13019	5	13	2005	6	5	5	7	-9	2	2	1992	13	1	6	1	0	0
28	137	137	28	137	137	1	13019	5	13	2005	7	4	4	6	-9	1	1	1994	11	1	5	1	0	0
7	160	160	7	160	160	1	10835	1	13	2005	3	4	4	6	-9	1	3	1982	22	1	10	0	1	-9
7	160	160	7	160	160	1	10835	1	13	2005	4	5	5	7	-9	2	8	1986	18	1	11	0	1	-9
7	160	160	7	160	160	1	10835	1	13	2005	5	4	4	6	-9	1	11	1988	16	1	8	1	0	0
7	160	160	7	160	160	1	10835	1	13	2005	6	4	4	6	-9	1	10	1990	14	1	5	1	0	0
28	69	69	28	69	69	1	12963	5	16	2005	1	0	1	2	-9	1	5	1949	56	1	13	0	1	-9
28	69	69	28	69	69	1	12963	5	16	2005	2	1	0	3	-9	2	12	1951	53	1	6	0	1	-9
28	69	69	28	69	69	1	12963	5	16	2005	3	4	4	6	-9	1	7	1980	24	1	13	0	1	-9
28	69	69	28	69	69	1	12963	5	16	2005	4	4	4	34	-9	1	9	1983	21	1	13	0	1	-9
28	69	69	28	69	69	1	12963	5	16	2005	5	5	5	7	-9	2	9	1988	16	1	11	0	0	0
28	69	69	28	69	69	1	12963	5	16	2005	6	5	5	7	0	2	8	1975	29	1	15	0	0	0
28	69	69	28	69	69	1	12963	5	16	2005	7	19	19	21	0	1	3	1973	32	1	14	0	1	-9
28	69	69	28	69	69	1	12963	5	16	2005	8	9	9	16	0	2	11	1999	5	1	-9	-9	-9	-9
28	69	69	28	69	69	1	12963	5	16	2005	9	9	9	16	0	2	4	2001	4	1	-9	-9	-9	-9
28	69	69	28	69	69	1	12963	5	16	2005	10	8	8	15	0	1	4	2002	3	1	-9	-9	-9	-9
28	69	69	28	69	69	1	12963	5	16	2005	11	9	9	16	0	2	5	2005	0	1	-9	-9	-9	-9
6	60	60	6	60	60	2	10662	5	5	2005	1	0	1	2	-9	1	11	1959	45	1	12	0	1	-9
6	60	60	6	60	60	2	10662	5	5	2005	2	1	0	3	-9	2	8	1960	44	1	12	0	1	-9
6	60	60	6	60	60	2	10662	5	5	2005	3	5	5	7	-9	2	9	1979	25	1	15	0	1	-9
6	60	60	6	60	60	2	10662	5	5	2005	4	5	5	7	-9	2	9	1981	23	1	15	0	1	-9
6	60	60	6	60	60	2	10662	5	5	2005	5	5	5	7	-9	2	1	1986	19	1	13	1	0	0
6	60	60	6	60	60	2	10662	5	5	2005	6	5	5	7	-9	2	6	1987	17	1	11	1	0	0
6	60	60	6	60	60	2	10662	5	5	2005	7	4	4	6	-9	1	10	1988	16	1	8	1	0	0
6	60	60	6	60	60	2	10662	5	5	2005	8	4	4	6	-9	1	11	1989	15	1	9	1	0	0
28	94	94	28	94	94	2	12978	5	22	2005	1	0	0	3	-9	2	3	1958	47	1	6	0	1	-9
28	94	94	28	94	94	2	12978	5	22	2005	2	4	4	6	-9	1	8	1993	11	1	0	0	0	0
28	79	79	28	79	79	1	12972	4	30	2005	4	20	20	22	0	2	2	1976	29	1	11	0	1	-9
28	79	79	28	79	79	1	12972	4	30	2005	5	9	9	16	0	2	7	2001	3	1	-9	-9	-9	-9
28	79	79	28	79	79	1	12972	4	30	2005	6	5	5	34	0	2	11	1983	21	1	11	0	0	0
28	79	79	28	79	79	1	12972	4	30	2005	7	19	19	1	0	1	4	1980	25	1	6	0	1	-9
28	79	79	28	79	79	1	12972	4	30	2005	8	8	8	4	0	1	4	2004	1	1	-9	-9	-9	-9
6	26	26	6	26	26	1	10635	5	12	2005	1	0	1	2	-9	1	12	1940	64	1	13	0	1	-9
6	26	26	6	26	26	1	10635	5	12	2005	2	1	0	3	-9	2	3	1948	57	1	15	0	1	-9
6	26	26	6	26	26	1	10635	5	12	2005	3	4	4	6	-9	1	3	1977	28	1	13	0	1	-9
6	26	26	6	26	26	1	10635	5	12	2005	4	4	4	34	-9	1	6	1983	21	1	14	0	0	0
6	26	26	6	26	26	1	10635	5	12	2005	5	30	30	30	1	2	1	1985	20	2	11	0	-7	-7
6	26	26	6	26	26	1	10635	5	12	2005	6	30	30	30	1	2	6	1986	18	2	11	0	-7	-7
26	46	46	26	46	46	2	12824	3	24	2005	1	0	1	2	-9	1	3	1950	54	1	5	0	1	-9
26	46	46	26	46	46	2	12824	3	24	2005	2	1	0	3	-9	2	12	1950	54	1	4	0	1	-9
26	46	46	26	46	46	2	12824	3	24	2005	3	5	5	7	-9	2	8	1976	28	1	9	0	0	0
26	46	46	26	46	46	2	12824	3	24	2005	4	4	4	6	-9	1	9	1979	25	1	2	0	1	-9
26	46	46	26	46	46	2	12824	3	24	2005	5	5	5	7	-9	2	5	1992	12	1	4	1	0	0
26	46	46	26	46	46	2	12824	3	24	2005	6	5	5	7	0	2	2	1978	27	1	10	0	0	0
28	189	189	28	189	189	1	13068	5	9	2005	1	0	0	3	-9	2	11	1959	45	1	10	0	1	-9
28	189	189	28	189	189	1	13068	5	9	2005	2	4	4	6	-9	1	11	1980	24	1	11	0	0	0
28	189	189	28	189	189	1	13068	5	9	2005	3	4	4	34	-9	1	3	1984	21	1	11	0	1	-9
28	189	189	28	189	189	1	13068	5	9	2005	4	5	5	7	-9	2	6	1985	19	1	11	0	0	0
28	189	189	28	189	189	1	13068	5	9	2005	5	4	4	6	-9	1	4	1988	17	1	10	1	0	0
28	189	189	28	189	189	1	13068	5	9	2005	6	5	5	7	-9	2	7	1982	22	1	11	0	1	-9
28	189	189	28	189	189	1	13068	5	9	2005	7	9	9	16	0	2	3	2004	1	1	-9	-9	-9	-9
28	189	189	28	189	189	1	13068	5	9	2005	8	15	15	14	0	1	1	1985	20	1	11	0	0	0
28	18	18	28	18	18	1	12923	4	30	2005	2	1	0	3	-9	2	12	1960	44	1	5	0	0	0
12	32	32	216	32	32	1	11541	6	1	2005	1	0	1	2	-9	1	11	1960	44	1	13	0	1	-9
28	189	189	28	189	189	1	13068	5	9	2005	9	15	15	14	0	1	5	1987	18	1	9	0	0	0
10	36	36	10	2091	36	1	11195	6	30	2005	1	0	1	2	-9	1	8	1956	48	1	15	0	1	-9
10	36	36	10	2091	36	1	11195	6	30	2005	2	1	0	3	-9	2	10	1960	44	1	15	0	0	1
10	36	36	10	2091	36	1	11195	6	30	2005	3	4	4	34	-9	1	5	1983	22	1	15	1	0	0
10	36	36	10	2091	36	1	11195	6	30	2005	4	5	5	7	-9	2	3	1985	20	1	14	1	0	0
10	36	36	10	2091	36	1	11195	6	30	2005	5	4	4	6	-9	1	4	1988	17	1	11	1	0	0
10	36	36	10	2091	36	1	11195	6	30	2005	6	4	4	6	-9	1	12	1990	14	1	9	1	0	0
10	36	36	10	2091	36	1	11195	6	30	2005	7	30	30	30	1	2	8	1986	18	1	11	1	-7	-7
10	36	36	10	2091	36	1	11195	6	30	2005	8	30	30	30	1	2	11	1987	17	1	11	1	-7	-7
28	136	136	28	136	136	1	13018	5	15	2005	1	0	1	2	-9	1	8	1958	46	1	11	0	1	-9
28	136	136	28	136	136	1	13018	5	15	2005	2	1	0	3	-9	2	5	1963	42	1	8	0	0	0
28	136	136	28	136	136	1	13018	5	15	2005	3	5	5	7	-9	2	8	1985	19	1	11	0	1	-9
28	136	136	28	136	136	1	13018	5	15	2005	4	27	16	14	0	2	1	1997	8	1	0	0	0	0
28	136	136	28	136	136	1	13018	5	15	2005	5	3	18	11	0	2	2	1936	69	1	1	0	0	0
