basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moincome	dayincom	yrincome	linenumb	workstat	mainoccu	mainjob	farmstat	nonfarm	hrsjob	benefits	taxes	secndjob	secnoccu	jobsecnd	FARMSTA2	NONFARM2	HRSJOB2	BENEFIT2	TAXES2	hrsdayt	dayswkt	timepay	weektime	REGUJE1	finishp	paypiece	hrsdaypc	dyswekpc	weekpc	REGUJE2	hrsfarm	dywkfarm	wkyrfarm	REGUJE3A	livestok	daywkliv	wkyrlivs	REGUJE3B	expnsto	incmstok	consstok	hrsfish	dywkfish	wkyrfish	REGUJE4	incfish	familbus	typebus	homebus	hrsself	dywkself	wkyrself	REGUJE5	incmself
1	185	185	1	185	185	1	10137	1	15	2005	2	1	914	3	-9	2	-9	0	0	1	711	3	-9	1	9	0	0	3	3.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	32	1	3	3.0	32	1	100
1	185	185	1	185	185	1	10137	1	15	2005	4	1	731	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	10.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	180	180	3	180	180	1	10348	2	2	2005	1	1	692	3	-9	2	50	1	1	0	-9	-9	-9	-9	-9	-9	-9	10	5.0	280	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	188	188	13	188	188	1	11724	1	13	2005	1	1	913	3	-9	2	63	0	0	1	943	3	-9	1	21	0	0	9	7.0	100	12.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	3	7.0	52	1	120
3	282	282	3	282	282	1	10445	1	20	2005	1	1	111	3	-9	1	31.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	8	7.0	52	1	1400
3	282	282	3	282	282	1	10445	1	20	2005	2	1	762	3	-9	2	91	1	1	0	-9	-9	-9	-9	-9	-9	-9	13	7.0	210	24.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	282	282	3	282	282	1	10445	1	20	2005	3	1	921	3	-9	2	56	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	7.0	200	24.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	282	282	3	282	282	1	10445	1	20	2005	4	1	331	3	-9	3	38.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	5.5	7.0	52	1	-7
13	334	334	13	334	334	1	11820	1	10	2005	1	1	771	3	-9	2	9	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	6.0	300	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	334	334	13	334	334	1	11820	1	10	2005	2	1	302	3	-9	1	8	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	6	7.0	52	1	400
1	89	89	1	89	89	1	10054	1	14	2005	1	1	335	3	-9	1	14	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	8	4.0	52	1	31.25
1	89	89	1	89	89	1	10054	1	14	2005	2	1	641	3	-9	1	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	12	4.0	52	1	300
1	89	89	1	89	89	1	10054	1	14	2005	4	1	650	3	-9	2	12	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	4.0	50	1.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	89	89	1	89	89	1	10054	1	14	2005	5	1	766	3	-9	2	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	1.0	130	6.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	107	107	1	107	107	2	10071	1	13	2005	1	1	772	3	-9	2	8	0	0	1	331	3	-9	3	12	0	0	10	6.0	333.33	2.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	2	6.0	52	1	-7
1	107	107	1	107	107	2	10071	1	13	2005	2	1	335	3	-9	1	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	14.5	6.0	52	1	200
1	107	107	1	107	107	2	10071	1	13	2005	3	1	331	3	-9	2	63	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	7.0	80	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	107	107	1	107	107	2	10071	1	13	2005	6	1	335	3	-9	3	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	10	6.0	52	1	-7
3	151	151	3	151	151	2	10321	1	25	2005	2	1	962	3	-9	2	6	0	0	0	-9	-9	-9	-9	-9	-9	-9	3	2.0	300	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	151	151	3	151	151	2	10321	1	25	2005	3	1	84	3	-9	1	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	12	7.0	12	2	200
13	347	347	13	347	347	1	11833	1	11	2005	1	1	641	3	-9	2	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	166.66	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	181	181	3	181	181	1	10349	1	28	2005	1	1	119	3	-9	1	63	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	90	1	9	7.0	52	1	300
3	181	181	3	181	181	1	10349	1	28	2005	2	1	119	3	-9	3	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	90	1	7.5	7.0	52	1	-7
3	181	181	3	181	181	1	10349	1	28	2005	5	1	763	3	-9	2	51	0	0	0	-9	-9	-9	-9	-9	-9	-9	8.5	6.0	200	4.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	181	181	3	181	181	1	10349	1	28	2005	4	2	921	3	-9	2	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	9	6.0	200	24.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	10220	3500	1200	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	181	181	3	181	181	1	10349	1	28	2005	6	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	120	120	1	120	120	1	10083	1	11	2005	1	1	119	3	-9	1	48	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	34	0	8	6.0	17	1	230.769
1	120	120	1	120	120	1	10083	1	11	2005	2	1	117	3	-9	2	72	1	1	0	-9	-9	-9	-9	-9	-9	-9	12	6.0	307.69	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	426	426	1	4090	426	1	11902	1	29	2005	3	1	229	3	-9	2	84	1	1	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
17	275	275	17	275	275	1	12483	2	3	2005	1	1	791	3	-9	2	40	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	300	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	119	119	13	119	119	1	11672	1	10	2005	2	1	822	3	-9	1	63	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	7.5	5.0	48	1	300
13	119	119	13	119	119	1	11672	1	10	2005	3	1	641	3	-9	2	48	0	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	390	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	119	119	13	119	119	1	11672	1	10	2005	4	2	781	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	170	4.0	2	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	86	86	238	3387	86	1	10052	2	19	2005	1	1	303	3	-9	1	91	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	13	7.0	52	1	1028.57
1	86	86	238	3387	86	1	10052	2	19	2005	2	1	331	3	-9	3	91	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	11.5	7.0	52	1	-7
1	86	86	238	3387	86	1	10052	2	19	2005	3	1	641	3	-9	1	60	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	86	86	238	3387	86	1	10052	2	19	2005	4	1	336	3	-9	2	48	0	0	1	331	-9	-9	3	8	0	0	8	6.0	150	39.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	4	7.0	52	1	-7
1	106	106	1	106	106	2	10070	1	11	2005	1	1	756	3	-9	2	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1.5	7	52	1	9600	0	260	-9	-9	-9	-9	-9	0	-9	-9	8	2.0	3	1	500
13	234	234	13	234	234	1	11760	1	6	2005	2	1	302	3	-9	1	36	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	6	6.0	52	1	350
13	234	234	13	234	234	1	11760	1	6	2005	10	1	23	3	-9	2	40	1	1	0	-9	-9	-9	-9	-9	-9	-9	9	5.0	545.45	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	118	118	1	118	118	1	10081	1	23	2005	1	1	71	3	-9	2	56	1	1	0	-9	-9	-9	-9	-9	-9	-9	9	6.0	250	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	118	118	1	118	118	1	10081	1	23	2005	3	1	239	3	-9	2	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	3.0	300	12.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	378	378	13	378	378	1	11861	1	31	2005	2	1	113	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	9.5	6.0	300	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	378	378	13	378	378	1	11861	1	31	2005	3	1	941	3	-9	1	2	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	0.5	3.0	52	1	30
13	378	378	13	378	378	1	11861	1	31	2005	4	1	781	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	210	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	51	51	1	51	51	2	10024	1	23	2005	1	1	430	1	2	-9	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	2	6.0	44	1	0.5	7	52	1	4100	0	600	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	51	51	1	51	51	2	10024	1	23	2005	2	1	913	3	-9	2	60	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	133	51.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	51	51	1	51	51	2	10024	1	23	2005	3	1	932	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	215.38	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
17	67	67	304	3085	67	2	12312	3	11	2005	1	1	914	3	-9	2	21	0	0	0	-9	-9	-9	-9	-9	-9	-9	2	7.0	80	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
17	67	67	304	3085	67	2	12312	3	11	2005	2	1	754	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	100	100	1	100	100	1	10064	1	17	2005	1	2	761	3	-9	2	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	210	40.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	100	100	1	100	100	1	10064	1	17	2005	3	1	335	3	-9	2	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	7.0	100	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	100	100	1	100	100	1	10064	1	17	2005	4	1	331	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	6.0	70	5.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	100	100	1	100	100	1	10064	1	17	2005	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	3	7	52	1	1872	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
10	174	174	238	174	174	1	11298	2	23	2005	1	1	752	3	-9	2	48	1	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	320	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
10	174	174	238	174	174	1	11298	2	23	2005	2	1	116	3	-9	1	32	0	0	1	335	3	-9	2	16	0	0	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	12	4	5075	8000	200	-9	-9	-9	-9	-9	0	-9	-9	8	6.0	52	1	658
10	174	174	238	174	174	1	11298	2	23	2005	3	1	118	3	-9	1	105	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	73	0	15	7.0	52	1	77
10	174	174	238	174	174	1	11298	2	23	2005	4	1	76	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	430.76	8.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
7	209	209	1	209	209	1	10873	1	26	2005	4	1	204	3	-9	2	63	1	1	0	-9	-9	-9	-9	-9	-9	-9	9	7.0	168	8.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
7	40	40	7	40	40	1	10737	1	29	2005	1	2	793	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	155	51.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
7	40	40	7	40	40	1	10737	1	29	2005	2	1	711	3	-9	1	18	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	1	150	6	6	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
7	40	40	7	40	40	1	10737	1	29	2005	3	1	923	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	208	11.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	125	125	13	125	125	1	11677	1	10	2005	2	1	111	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	1	7	7.0	48	1	300
13	125	125	13	125	125	1	11677	1	10	2005	3	1	964	3	-9	2	12	0	0	0	-9	-9	-9	-9	-9	-9	-9	6	7.0	83.33	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	125	125	13	125	125	1	11677	1	10	2005	4	1	942	3	-9	1	16	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	5	1.0	11	3	200
13	125	125	13	125	125	1	11677	1	10	2005	5	2	921	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	4	7.0	104	24.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
17	273	273	17	273	273	1	12481	1	27	2005	2	2	914	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	7.0	150	36.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	134	134	13	134	134	1	11684	1	6	2005	1	1	641	3	-9	1	112	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	14	5.0	52	1	600
13	134	134	13	134	134	1	11684	1	6	2005	3	1	828	3	-9	2	16	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	5	20	8	2	52	1	-9	-9.0	-9	-9	0.25	7	52	1	6000	0	5000	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	134	134	13	134	134	1	11684	1	6	2005	6	1	819	3	-9	2	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.08	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	134	134	13	134	134	1	11684	1	6	2005	7	1	650	3	-9	2	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	15	3.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	134	134	13	134	134	1	11684	1	6	2005	8	1	828	3	-9	2	16	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	5	20	8	2	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	134	134	13	134	134	1	11684	1	6	2005	5	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.16	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
10	49	121	10	121	121	1	11254	2	10	2005	1	1	302	3	-9	1	28	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	43	1	4	7.0	8	3	30
1	122	122	1	122	122	1	10085	1	8	2005	2	1	203	3	-9	1	35	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	0	-9	2400	6800	0	-9	-9	-9	-9	-9	0	-9	-9	4	7.0	52	1	200
1	122	122	1	122	122	1	10085	1	8	2005	3	1	761	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	300	17.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	122	122	1	122	122	1	10085	1	8	2005	5	1	921	3	-9	2	32	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	210	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	122	122	1	122	122	1	10085	1	8	2005	1	1	111	3	-9	1	4	1	0	1	118	3	-9	1	7.33	1	0	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	71	0	4	7.0	52	1	830
