basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moincome	dayincom	yrincome	linenumb	workstat	mainoccu	mainjob	farmstat	nonfarm	hrsjob	benefits	taxes	secndjob	secnoccu	jobsecnd	FARMSTA2	NONFARM2	HRSJOB2	BENEFIT2	TAXES2	hrsdayt	dayswkt	timepay	weektime	REGUJE1	finishp	paypiece	hrsdaypc	dyswekpc	weekpc	REGUJE2	hrsfarm	dywkfarm	wkyrfarm	REGUJE3A	livestok	daywkliv	wkyrlivs	REGUJE3B	expnsto	incmstok	consstok	hrsfish	dywkfish	wkyrfish	REGUJE4	incfish	familbus	typebus	homebus	hrsself	dywkself	wkyrself	REGUJE5	incmself
1	59	59	1	59	59	2	10032	1	13	2005	1	1	782	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	6.0	180	12.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	59	59	1	59	59	2	10032	1	13	2005	2	1	331	3	-9	1	35	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	5	7.0	48	1	100
1	59	59	1	59	59	2	10032	1	13	2005	3	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.33	7	40	1	3920	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	49	49	1	49	49	2	10022	1	25	2005	1	1	914	3	-9	2	32	0	0	0	-9	-9	-9	-9	-9	-9	-9	10	3.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.16	7	52	1	50	950	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	49	49	1	49	49	2	10022	1	25	2005	2	1	993	3	-9	2	8	0	0	1	904	3	-9	2	8	0	0	8	4.0	93.75	36.0	1	40	20	8	2	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	49	49	1	49	49	2	10022	1	25	2005	3	2	791	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	150	16.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	198	198	13	198	198	1	11733	1	14	2005	1	1	807	3	-9	1	56	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	33	1	8	7.0	52	1	133.33
13	198	198	13	198	198	1	11733	1	14	2005	2	1	807	3	-9	1	56	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	4368	1500	1000	-9	-9	-9	-9	-9	1	33	1	8	7.0	52	1	-7
13	198	198	13	198	198	1	11733	1	14	2005	5	1	905	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	24	2.0	1625	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	458	458	13	3475	458	2	11933	1	18	2005	1	1	761	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	6.0	220	24.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	458	458	13	3475	458	2	11933	1	18	2005	2	1	335	3	-9	1	9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	3	3.0	52	1	166.66
3	274	274	13	3386	274	1	10437	1	29	2005	1	1	680	3	-9	2	48	0	0	1	335	3	-9	1	5	0	0	8	6.0	307.69	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	0	-9	0	0	0	-9	-9	-9	-9	-9	1	62	0	5	1.0	52	1	1000
3	274	274	13	3386	274	1	10437	1	29	2005	2	1	932	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	153.85	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	274	274	13	3386	274	1	10437	1	29	2005	3	1	231	3	-9	2	39	0	0	0	-9	-9	-9	-9	-9	-9	-9	6.5	6.0	96.15	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	274	274	13	3386	274	1	10437	1	29	2005	4	1	922	3	-9	2	45	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	5.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	129	129	11	129	129	1	11473	5	21	2005	2	1	743	3	-9	2	40	1	0	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	274	274	13	3386	274	1	10437	1	29	2005	7	1	680	3	-9	2	40	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	318.18	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	33	33	1	33	33	2	10010	1	30	2005	1	1	771	3	-9	2	-9	0	0	1	912	3	-9	1	66	0	0	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	3	6.0	52	1	-7
1	33	33	1	33	33	2	10010	1	30	2005	2	1	111	3	-9	1	78	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	14	6.0	52	1	420
1	133	133	1	1024	133	1	10095	1	13	2005	1	1	602	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	2692	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	105	105	1	105	105	1	10069	1	11	2005	1	1	302	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	12	7.0	52	1	450
1	105	105	1	105	105	1	10069	1	11	2005	2	1	331	3	-9	3	70	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	12	7.0	52	1	-7
1	105	105	1	105	105	1	10069	1	11	2005	3	1	331	3	-9	3	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	8	7.0	17	1	-7
1	105	105	1	105	105	1	10069	1	11	2005	4	1	331	3	-9	3	66	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	6	7.0	52	1	-7
3	295	295	3	295	295	2	10458	2	5	2005	2	1	71	3	-9	2	45	1	1	0	-9	-9	-9	-9	-9	-9	-9	9	5.0	402	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	156	156	1	2546	156	1	10113	2	28	2005	1	1	332	3	-9	1	32	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	6595	1500	1500	-9	-9	-9	-9	-9	1	62	1	8	4.0	52	1	570
1	156	156	1	2546	156	1	10113	2	28	2005	2	1	331	3	-9	3	32	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	5	4.0	52	1	-7
1	123	123	1	123	123	1	10086	1	10	2005	1	1	782	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	100	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	123	123	1	123	123	1	10086	1	10	2005	3	1	782	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	150	8.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	123	123	1	123	123	1	10086	1	10	2005	4	1	762	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	215	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	123	123	1	123	123	1	10086	1	10	2005	5	1	331	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	75	1.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	189	189	13	189	189	1	11725	1	8	2005	1	1	813	3	-9	2	56	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	7.0	630	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	189	189	13	189	189	1	11725	1	8	2005	3	1	203	3	-9	2	42	1	1	0	-9	-9	-9	-9	-9	-9	-9	7	6.0	182	26.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	173	173	3	173	173	1	10341	2	4	2005	2	1	915	3	-9	2	94.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	33.33	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	173	173	3	173	173	1	10341	2	4	2005	5	1	641	3	-9	2	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	214.28	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	173	173	3	173	173	1	10341	2	4	2005	8	1	643	3	-9	1	49	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	71	0	7	7.0	52	1	130
3	173	173	3	173	173	1	10341	2	4	2005	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1.5	7	52	1	5400	6000	200	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	27	27	1	27	27	2	10007	1	23	2005	1	1	641	3	-9	2	54	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	240	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	27	27	1	27	27	2	10007	1	23	2005	2	1	779	3	-9	2	70	1	1	0	-9	-9	-9	-9	-9	-9	-9	11	6.0	165	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	27	27	1	27	27	2	10007	1	23	2005	3	1	229	3	-9	2	51	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	190	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	8	1	331	3	-9	1	10.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	1.5	7.0	52	1	-7
1	132	132	1	132	132	1	10094	1	14	2005	9	1	331	3	-9	1	10.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	1.5	7.0	52	1	-7
1	132	132	1	132	132	1	10094	1	14	2005	10	1	331	3	-9	1	7	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	1	7.0	52	1	-7
1	132	132	1	132	132	1	10094	1	14	2005	2	1	302	3	-9	1	28	0	0	1	335	3	-9	1	20	0	0	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	6	7.0	52	1	145.71
1	78	78	1	78	78	1	10047	1	8	2005	1	1	335	3	-9	1	1.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	0.58	3.0	24	1	40
1	78	78	1	78	78	1	10047	1	8	2005	2	1	335	3	-9	1	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	2	2.0	16	3	125
1	78	78	1	78	78	1	10047	1	8	2005	5	1	335	3	-9	3	1.5	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	0.58	3.0	24	1	-7
1	102	102	1	102	102	1	10066	1	10	2005	1	1	203	3	-9	1	12	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.25	7	36	1	1344	0	100	-9	-9	-9	-9	-9	0	-9	-9	2	7.0	52	1	142.86
1	27	27	1	27	27	2	10007	1	23	2005	4	1	831	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	240	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.08	7	12	3	156	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	27	27	1	27	27	2	10007	1	23	2005	5	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.08	7	12	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	27	27	1	27	27	2	10007	1	23	2005	6	1	822	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	116.66	20.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	1	1	771	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	4680	0	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	3	1	339	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	5	1	339	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	6	1	203	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	281	41.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	132	132	1	132	132	1	10094	1	14	2005	7	1	331	3	-9	1	9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	1.5	6.0	52	1	-7
3	150	150	3	150	150	1	10320	1	29	2005	1	2	992	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	7.0	87.5	18.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
3	150	150	3	150	150	1	10320	1	29	2005	2	2	992	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	14	7.0	87.5	18.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	117	117	13	117	117	1	11670	1	8	2005	1	1	111	3	-9	1	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	8	7.0	48	1	1114.29
13	117	117	13	117	117	1	11670	1	8	2005	2	1	111	3	-9	1	60	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	10	6.0	48	1	600
13	117	117	13	117	117	1	11670	1	8	2005	3	1	119	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	220	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	117	117	13	117	117	1	11670	1	8	2005	4	1	333	3	-9	1	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	6	7.0	48	1	76
1	160	160	1	160	160	1	10117	1	13	2005	1	1	771	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	160	160	1	160	160	1	10117	1	13	2005	2	1	715	3	-9	2	-9	0	0	1	302	3	-9	1	28	0	0	-9	-9.0	-9	-9.0	-9	50	3	3	6	44	1	-9	-9.0	-9	-9	0.75	7	8	3	2360	0	0	-9	-9	-9	-9	-9	1	62	1	2	7.0	52	1	100
1	160	160	1	160	160	1	10117	1	13	2005	3	1	791	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	150	8.0	2	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	160	160	1	160	160	1	10117	1	13	2005	4	1	791	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	150	24.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	160	160	1	160	160	1	10117	1	13	2005	6	1	331	3	-9	3	21	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	4	7.0	52	1	-7
1	47	47	1	2254	47	1	10021	1	28	2005	1	1	813	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	116.67	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	47	47	1	2254	47	1	10021	1	28	2005	3	1	932	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	210	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	241	241	13	241	241	2	11764	1	11	2005	1	1	943	3	-9	1	8	0	0	1	914	3	-9	2	6	0	0	6	1.0	250	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	5	2.0	52	1	150
13	241	241	13	241	241	2	11764	1	11	2005	2	2	932	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	0.33	7.0	3.33	52.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	241	241	13	241	241	2	11764	1	11	2005	4	1	923	3	-9	2	7	0	0	1	999	3	-9	2	1	0	0	7.14	7.0	55.71	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	102	102	1	102	102	1	10066	1	10	2005	2	1	914	3	-9	2	36	0	0	1	302	3	-9	1	28	0	0	8	6.0	107.14	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	3	7.0	52	1	70
1	102	102	1	102	102	1	10066	1	10	2005	3	1	771	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	250	32.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	102	102	1	102	102	1	10066	1	10	2005	4	1	331	3	-9	3	14	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	2	7.0	8	3	-7
1	102	102	1	102	102	1	10066	1	10	2005	5	1	913	3	-9	2	60	0	0	0	-9	-9	-9	-9	-9	-9	-9	10	6.0	73	28.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	102	102	1	102	102	1	10066	1	10	2005	6	1	331	3	-9	3	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	4	2.0	52	1	-7
1	185	185	1	185	185	1	10137	1	15	2005	1	1	119	3	-9	1	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	32	1	8	3.5	52	1	857.14
